time,annotation1_chord,annotation2_chord,sps,vl,tbt,binary
0.0,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
0.25,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
0.5,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
0.75,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.0,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.25,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.5,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.625,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.6666666666666667,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.7083333333333333,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
1.75,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
2.0,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
2.25,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
2.5,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
2.75,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.0,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.25,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.5,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.625,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.6666666666666665,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.7083333333333335,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
3.75,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
4.0,C_MAJ_MIN7_inv1,C_MAJ_MIN7_inv1,0.0,0.0,0.0,0
4.25,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
4.5,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
4.625,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
4.666666666666667,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
4.708333333333333,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
4.75,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
5.0,F_MINOR_inv0,F_MINOR_inv0,0.0,0.0,0.0,0
5.25,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
5.5,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
5.625,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
5.666666666666667,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
5.708333333333333,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
5.75,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
6.0,E_DIMINISHED_inv1,C_MAJ_MIN7_inv2,0.049170248617776635,2.0,0.375,1
6.25,F_MINOR_inv1,F_MINOR_inv1,0.0,0.0,0.0,0
6.5,F_MINOR_inv1,F_MINOR_inv1,0.0,0.0,0.0,0
6.75,G_DIMINISHED_inv1,G_DIMINISHED_inv1,0.0,0.0,0.0,0
6.875,G_DIMINISHED_inv1,G_DIMINISHED_inv1,0.0,0.0,0.0,0
7.0,G_DIMINISHED_inv1,G_DIMINISHED_inv1,0.0,0.0,0.0,0
7.125,G_DIMINISHED_inv1,G_DIMINISHED_inv1,0.0,0.0,0.0,0
7.25,C_MAJOR_inv0,C_MAJ_MIN7_inv0,0.00602463283347876,2.0,0.125,1
