time,annotation1_chord,annotation2_chord,sps,vl,tbt,binary
0.0,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.25,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.34375,C_MINOR_inv1,C_MINOR_inv0,0.1653287987079769,9.0,0.2857142857142857,1
0.375,G_MAJOR_inv2,G_MAJOR_inv2,0.0,0.0,0.0,0
0.46875,C_MINOR_inv0,G_MAJOR_inv2,0.6919806174503131,8.0,0.8571428571428572,1
0.5,Gb_DIM7_inv0,Gb_DIM7_inv0,0.0,0.0,0.0,0
0.75,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.96875,B_DIM7_inv3,G_MAJOR_inv0,0.20030556015334278,5.0,0.75,1
1.0,B_DIM7_inv3,B_DIM7_inv3,0.0,0.0,0.0,0
1.25,B_DIM7_inv3,B_DIM7_inv3,0.0,0.0,0.0,0
1.34375,B_DIM7_inv3,B_DIM7_inv3,0.0,0.0,0.0,0
1.375,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.46875,B_DIM7_inv2,G_MAJOR_inv0,0.16976036709273146,9.0,0.75,1
1.5,C_MINOR_inv1,B_DIM7_inv0,0.9133716832690084,17.0,1.0,1
1.75,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
1.96875,Gb_DIM7_inv3,C_MINOR_inv1,0.24443374072242785,3.0,0.5,1
2.0,Gb_DIM7_inv3,Gb_DIM7_inv3,0.0,0.0,0.0,0
2.25,Gb_DIM7_inv3,Gb_DIM7_inv3,0.0,0.0,0.0,0
2.34375,Gb_DIM7_inv3,Gb_DIM7_inv3,0.0,0.0,0.0,0
2.375,D_MAJOR_inv0,D_MAJOR_inv0,0.0,0.0,0.0,0
2.46875,Gb_DIM7_inv2,D_MAJOR_inv0,0.2603904602817384,9.0,0.75,1
2.5,Gb_DIM7_inv2,Gb_DIM7_inv2,0.0,0.0,0.0,0
2.75,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
