time,annotation1_chord,annotation2_chord,sps,vl,tbt,binary
0.0,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.4375,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.5,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.5625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.6875,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.75,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.8125,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.875,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.9375,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.0,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.5,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.5625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.75,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.8125,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
2.0,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
2.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
2.5,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
2.5625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
2.75,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
2.8125,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
3.0,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
3.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
3.5,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
3.5625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
3.75,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
3.8125,E_MINOR_inv0,E_MINOR_inv0,0.0,0.0,0.0,0
4.0,E_MINOR_inv0,E_MINOR_inv0,0.0,0.0,0.0,0
4.0625,A_MAJOR_inv0,D_MAJOR_inv2,0.4434932819050552,3.0,0.5714285714285714,1
4.5625,A_MAJOR_inv0,D_MAJOR_inv2,0.4434932819050552,3.0,0.5714285714285714,1
4.8125,A_MAJ_MIN7_inv0,A_MAJ_MIN7_inv0,0.0,0.0,0.0,0
5.0625,D_MAJOR_inv0,D_MAJOR_inv0,0.0,0.0,0.0,0
5.5,F_MAJOR_inv0,D_MAJOR_inv0,0.7740349902330255,12.0,0.8571428571428572,1
5.5625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
5.9375,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.0,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.0625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.125,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.1875,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.25,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.3125,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.375,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.4375,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.5,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
6.5625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
7.0,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
7.0625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
7.25,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
7.3125,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
7.5,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
7.5625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
8.0,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
8.0625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
8.25,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
8.3125,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
8.5,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
8.5625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
9.0,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
9.0625,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
9.25,F_MAJOR_inv0,F_MAJOR_inv0,0.0,0.0,0.0,0
9.3125,D_MINOR_inv0,D_MINOR_inv0,0.0,0.0,0.0,0
9.5,D_MINOR_inv0,D_MINOR_inv0,0.0,0.0,0.0,0
9.5625,G_MAJOR_inv0,C_MAJOR_inv2,0.49672167881016915,3.0,0.5714285714285714,1
10.0625,G_MAJOR_inv0,C_MAJOR_inv2,0.49672167881016915,3.0,0.5714285714285714,1
10.3125,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
10.5625,C_MAJOR_inv0,C_MAJOR_inv0,0.0,0.0,0.0,0
11.0,C_MAJOR_inv0,C_MAJOR_inv0,0.0,0.0,0.0,0
11.0625,C_MAJOR_inv0,C_MAJOR_inv0,0.0,0.0,0.0,0
