	label	mc	mc_onset	color_name
0	d:KeyMode.MINOR	1	0	green
1	D:m, inv:0	1	0	green
2	A:M, inv:0	2	0	green
3	D:m, inv:0	3	0	green
4	--	3	1/2	red
5	--	3	7/8	red
6	A:M, inv:0	4	0	green
7	A:m, inv:0	5	0	red
8	F:KeyMode.MAJOR	5	1/2	red
9	C:Mm7, inv:3	5	1/2	red
10	--	5	3/4	red
11	--	5	3/4	red
12	--	6	0	red
13	C:M, inv:0	6	0	green
14	d:KeyMode.MINOR	6	1/4	green
15	A:M, inv:1	6	1/4	green
16	F:KeyMode.MAJOR	6	1/2	red
17	D:m, inv:0	6	1/2	green
18	d:KeyMode.MINOR	7	0	green
19	A:M, inv:0	7	0	red
20	F:KeyMode.MAJOR	7	1/2	red
21	E:o, inv:1	7	1/2	red
22	--	7	3/4	red
23	d:KeyMode.MINOR	8	0	green
24	A:M, inv:0	8	0	green
25	F:KeyMode.MAJOR	9	0	red
26	D:m, inv:0	9	0	green
27	C:KeyMode.MAJOR	10	0	red
28	B:o, inv:1	10	0	red
29	--	10	1/4	red
30	F:KeyMode.MAJOR	10	1/2	red
31	C:M, inv:1	10	1/2	green
32	--	10	3/4	red
33	C:M, inv:0	10	3/4	red
34	C:KeyMode.MAJOR	11	0	green
35	G:M, inv:0	11	0	green
36	--	11	1/2	red
37	--	11	1/2	red
38	A:m, inv:0	12	0	green
39	a:KeyMode.MINOR	12	1/2	green
40	E:M, inv:0	12	1/2	green
41	--	12	7/8	red
42	C:KeyMode.MAJOR	13	0	red
43	B:o, inv:1	13	0	red
44	--	14	0	red
45	E:m, inv:0	14	0	red
46	a:KeyMode.MINOR	14	1/4	red
47	E:M, inv:0	14	1/4	red
48	--	14	1/2	red
49	--	14	1/2	red
50	--	14	3/4	red
51	--	14	3/4	red
52	--	15	0	green
53	--	15	0	yellow
54	--	15	1/4	red
55	--	15	1/4	red
56	--	15	1/2	green
57	--	15	1/2	green
58	--	16	1/2	red
59	--	16	1/2	red
60	C:KeyMode.MAJOR	17	0	red
61	B:m, inv:0	17	0	red
62	--	17	1/2	green
63	--	17	3/4	red
64	--	17	3/4	red
65	--	18	0	red
