	label	mc	mc_onset	color_name
0	A:KeyMode.MAJOR	1	1/4	green
1	A:M, inv:0	1	1/4	yellow
2	E:M, inv:0	1	3/8	red
3	A:M, inv:0	1	5/8	yellow
4	E:M, inv:0	2	0	red
5	A:M, inv:0	3	0	green
6	E:M, inv:0	3	5/8	red
7	A:M, inv:0	4	0	green
8	E:M, inv:0	5	0	red
9	b:KeyMode.MINOR	5	1/4	red
10	A#:o, inv:2	5	1/4	red
11	--	5	3/8	green
12	--	5	3/8	red
13	B:m, inv:1	5	5/8	red
14	A:KeyMode.MAJOR	6	0	green
15	E:Mm7, inv:0	6	0	red
16	--	6	3/8	green
17	A:M, inv:0	7	0	green
18	E:M, inv:0	7	3/8	red
19	A:M, inv:0	7	5/8	yellow
20	E:M, inv:0	8	0	red
21	A:M, inv:0	9	0	green
22	E:M, inv:0	9	5/8	red
23	A:M, inv:0	10	0	green
24	b:KeyMode.MINOR	11	0	red
25	F#:Mm7, inv:0	11	0	red
26	--	11	3/8	green
27	--	11	3/8	yellow
28	A:KeyMode.MAJOR	11	5/8	red
29	B:m, inv:1	11	5/8	red
30	--	12	0	green
31	E:Mm7, inv:0	12	0	red
32	--	12	3/8	green
33	A:M, inv:0	13	0	green
34	D:KeyMode.MAJOR	14	0	green
35	G:M, inv:2	14	0	yellow
36	G:M, inv:0	14	1/4	green
37	D:M, inv:0	15	0	green
38	G:KeyMode.MAJOR	16	0	red
39	D:Mm7, inv:0	16	0	red
40	D:M, inv:0	16	1/4	red
41	D:KeyMode.MAJOR	16	3/8	green
42	A:Mm7, inv:0	16	3/8	green
43	G:KeyMode.MAJOR	16	5/8	red
44	D:Mm7, inv:0	16	5/8	red
45	D:M, inv:0	17	0	green
46	D:Mm7, inv:0	17	1/4	yellow
47	D:M, inv:0	17	3/8	green
48	G:M, inv:0	18	0	green
49	D:M, inv:0	19	0	green
50	D:KeyMode.MAJOR	19	5/8	green
51	A:Mm7, inv:0	19	5/8	red
52	G:KeyMode.MAJOR	20	0	red
53	D:M, inv:0	20	0	red
54	D:Mm7, inv:0	20	3/8	red
55	D:M, inv:0	21	0	green
56	D:KeyMode.MAJOR	21	5/8	green
57	A:M, inv:1	21	5/8	red
58	--	22	0	red
59	A:M, inv:0	22	0	red
60	b:KeyMode.MINOR	22	1/4	red
61	F#:M, inv:2	22	1/4	green
62	F#:M, inv:0	22	3/8	yellow
63	F#:M, inv:2	23	0	green
64	F#:M, inv:0	23	1/4	yellow
65	--	23	3/8	green
66	F#:Mm7, inv:0	23	5/8	yellow
67	F#:M, inv:0	24	0	green
68	F#:M, inv:1	24	5/8	yellow
69	F#:M, inv:0	25	0	green
70	e:KeyMode.MINOR	25	5/8	red
71	B:M, inv:1	25	5/8	red
72	b:KeyMode.MINOR	26	0	red
73	A#:o, inv:2	26	0	red
74	--	26	3/8	red
75	e:KeyMode.MINOR	26	5/8	red
76	B:M, inv:2	26	5/8	red
77	f#:KeyMode.MINOR	27	0	red
78	C#:Mm7, inv:2	27	0	red
79	C#:Mm7, inv:0	27	1/4	red
80	--	27	3/8	red
81	g#:KeyMode.MINOR	27	5/8	green
82	D#:Mm7, inv:2	27	5/8	yellow
83	G#:m, inv:0	28	0	green
84	--	28	3/8	yellow
85	D#:M, inv:0	29	0	red
86	G#:m, inv:0	29	1/4	green
87	D#:M, inv:0	29	5/8	red
88	G#:m, inv:0	30	0	green
89	D#:M, inv:0	31	0	red
90	G#:m, inv:0	31	3/8	green
91	--	32	0	red
92	D#:M, inv:0	32	0	red
93	A:KeyMode.MAJOR	32	1/4	green
94	E:Mm7, inv:0	32	1/4	yellow
95	E:M, inv:0	32	3/8	green
96	D:M, inv:1	33	0	red
97	E:M, inv:1	33	1/4	red
98	--	33	3/8	green
99	A:M, inv:0	34	0	green
100	--	34	3/8	red
101	E:M, inv:1	35	0	green
102	D:KeyMode.MAJOR	35	1/4	red
103	A:Mm7, inv:0	35	1/4	red
104	A:M, inv:0	35	3/8	green
105	A:KeyMode.MAJOR	36	0	green
106	E:Mm7, inv:1	36	0	yellow
107	--	36	3/8	yellow
108	D:KeyMode.MAJOR	37	0	red
109	A:M, inv:0	37	0	green
110	A:KeyMode.MAJOR	37	3/8	green
111	E:Mm7, inv:2	37	3/8	green
112	D:KeyMode.MAJOR	37	5/8	red
113	A:M, inv:1	37	5/8	red
114	A:KeyMode.MAJOR	38	0	green
115	E:M, inv:2	38	0	red
116	D:KeyMode.MAJOR	38	3/8	red
117	A:M, inv:0	38	3/8	green
118	A:KeyMode.MAJOR	39	0	green
119	E:Mm7, inv:3	39	0	green
120	D:KeyMode.MAJOR	39	3/8	red
121	A:M, inv:1	39	3/8	green
122	A:KeyMode.MAJOR	40	0	green
123	E:Mm7, inv:2	40	0	green
124	D:KeyMode.MAJOR	41	0	red
125	A:M, inv:0	41	0	green
126	--	41	3/8	red
127	A:KeyMode.MAJOR	42	0	green
128	E:M, inv:0	42	0	green
129	D:KeyMode.MAJOR	43	0	red
130	C#:%7, inv:1	43	0	red
131	A:KeyMode.MAJOR	44	0	green
132	G#:o, inv:1	44	0	red
133	--	44	5/8	green
134	D:KeyMode.MAJOR	45	0	red
135	A:M, inv:1	45	0	green
136	A:KeyMode.MAJOR	46	0	green
137	E:M, inv:0	46	0	green
138	D:KeyMode.MAJOR	48	0	red
139	A:M, inv:0	48	0	green
140	A:M, inv:1	50	0	yellow
