	label	mc	mc_onset	color_name
0	D:KeyMode.MAJOR	1	0	green
1	D:M, inv:0	1	0	green
2	A:M, inv:0	2	0	red
3	D:M, inv:1	2	1/4	yellow
4	B:m, inv:0	2	1/2	red
5	G:KeyMode.MAJOR	2	7/8	red
6	D:Mm7, inv:1	2	7/8	red
7	D:KeyMode.MAJOR	3	0	green
8	A:M, inv:0	3	0	red
9	--	3	1/4	red
10	--	3	5/8	red
11	--	3	3/4	green
12	G:KeyMode.MAJOR	4	0	red
13	A:m, inv:0	4	0	red
14	D:KeyMode.MAJOR	4	1/4	green
15	A:M, inv:0	4	1/4	green
16	G:KeyMode.MAJOR	4	3/4	red
17	D:M, inv:2	4	3/4	red
18	D:KeyMode.MAJOR	5	0	green
19	A:M, inv:0	5	0	green
20	G:KeyMode.MAJOR	5	3/4	red
21	D:M, inv:2	5	3/4	red
22	D:KeyMode.MAJOR	6	0	green
23	A:M, inv:0	6	0	green
24	G:KeyMode.MAJOR	6	7/8	red
25	D:M, inv:2	6	7/8	red
26	D:KeyMode.MAJOR	7	0	green
27	A:Mm7, inv:0	7	0	green
28	A:M, inv:1	8	0	yellow
29	G:KeyMode.MAJOR	8	1/8	red
30	D:MM7, inv:0	8	1/8	red
31	D:KeyMode.MAJOR	8	1/4	green
32	A:M, inv:0	8	1/4	yellow
33	G:KeyMode.MAJOR	9	0	red
34	D:M, inv:0	9	0	green
35	--	9	1/2	red
36	--	9	3/4	green
37	D:Mm7, inv:0	9	3/4	yellow
38	--	10	0	red
39	D:M, inv:0	10	0	red
40	--	10	1/4	red
41	--	10	1/2	green
42	B:m, inv:1	11	0	red
43	C:KeyMode.MAJOR	11	1/2	red
44	G:Mm7, inv:2	11	1/2	red
45	G:KeyMode.MAJOR	11	3/4	red
46	D:M, inv:0	11	3/4	yellow
47	C:KeyMode.MAJOR	12	0	red
48	G:M, inv:2	12	0	yellow
49	G:KeyMode.MAJOR	12	1/4	red
50	D:M, inv:0	12	1/4	red
51	--	12	1/2	yellow
52	C:KeyMode.MAJOR	13	0	red
53	G:M, inv:0	13	0	red
54	G:KeyMode.MAJOR	13	1/4	red
55	D:M, inv:0	13	1/4	red
