	label	mc	mc_onset	color_name
0	F:KeyMode.MAJOR	1	0	green
1	F:M, inv:0	1	0	green
2	F:M, inv:1	1	1/2	yellow
3	F:M, inv:0	2	0	green
4	Bb:KeyMode.MAJOR	2	1/4	red
5	F:Mm7, inv:0	2	1/4	yellow
6	F:M, inv:0	3	0	green
7	F:KeyMode.MAJOR	3	1/4	green
8	E:o, inv:1	3	1/4	green
9	Bb:KeyMode.MAJOR	3	1/2	green
10	F:Mm7, inv:0	3	1/2	green
11	--	4	0	red
12	Bb:M, inv:0	4	0	green
13	F:KeyMode.MAJOR	5	0	green
14	C:Mm7, inv:0	5	0	red
15	Bb:KeyMode.MAJOR	5	1/2	red
16	F:MM7, inv:0	5	1/2	red
17	F:KeyMode.MAJOR	5	5/8	green
18	E:o, inv:1	5	5/8	green
19	Bb:KeyMode.MAJOR	6	0	red
20	F:M, inv:0	6	0	green
21	F:KeyMode.MAJOR	7	0	green
22	C:Mm7, inv:1	7	0	green
23	Bb:KeyMode.MAJOR	8	0	red
24	F:M, inv:0	8	0	green
25	--	8	1/4	red
26	--	8	1/2	yellow
27	--	9	0	red
28	--	9	1/4	red
29	--	9	1/2	red
30	F:KeyMode.MAJOR	10	0	green
31	C:Mm7, inv:1	10	0	green
32	Bb:KeyMode.MAJOR	11	0	red
33	F:M, inv:0	11	0	green
34	--	11	1/4	red
35	--	11	1/2	yellow
36	Bb:M, inv:0	12	0	green
37	F:KeyMode.MAJOR	12	1/4	green
38	C:Mm7, inv:0	12	1/4	red
39	--	12	1/2	yellow
40	Bb:KeyMode.MAJOR	13	0	red
41	F:M, inv:0	13	0	green
42	F:KeyMode.MAJOR	13	1/2	green
43	C:Mm7, inv:0	13	1/2	green
44	Bb:KeyMode.MAJOR	14	0	red
45	F:M, inv:0	14	0	green
46	--	14	1/4	red
47	--	14	1/2	yellow
48	F:KeyMode.MAJOR	15	0	green
49	C:Mm7, inv:0	15	0	green
50	Bb:KeyMode.MAJOR	15	1/2	red
51	F:M, inv:0	15	1/2	green
52	F:KeyMode.MAJOR	16	0	green
53	C:M, inv:0	16	0	green
54	--	16	1/4	red
55	--	16	1/2	yellow
56	Bb:KeyMode.MAJOR	17	0	red
57	F:M, inv:0	17	0	green
58	--	18	0	red
59	D:m, inv:1	18	0	red
60	F:KeyMode.MAJOR	18	1/4	green
61	C:Mm7, inv:1	18	1/4	yellow
62	--	18	1/2	red
63	Bb:KeyMode.MAJOR	19	0	green
64	A:o, inv:2	19	0	yellow
65	--	19	1/4	red
66	Bb:M, inv:1	19	1/4	green
67	--	19	1/2	red
68	Eb:KeyMode.MAJOR	20	0	red
69	D:o7, inv:3	20	0	red
70	Bb:KeyMode.MAJOR	20	1/4	red
71	A:M, inv:1	20	1/4	yellow
72	--	20	1/2	red
73	--	21	0	red
74	A:o, inv:1	21	0	red
75	c:KeyMode.MINOR	21	1/4	red
76	G:Mm7, inv:1	21	1/4	yellow
77	--	21	1/2	red
78	F:KeyMode.MAJOR	22	0	green
79	E:o, inv:2	22	0	yellow
80	F:M, inv:1	22	1/4	green
81	G:m, inv:1	23	0	green
82	G:m, inv:0	25	0	yellow
83	G:m, inv:1	25	1/2	green
84	C:M, inv:0	26	0	green
85	A:m, inv:1	27	0	red
86	C:M, inv:1	27	1/4	yellow
