	label	mc	mc_onset	color_name
0	D:KeyMode.MAJOR	1	5/8	red
1	A:M, inv:0	1	5/8	red
2	--	2	0	green
3	D:M, inv:0	2	0	green
4	A:M, inv:0	3	0	red
5	--	3	5/8	yellow
6	D:M, inv:0	4	0	yellow
7	--	4	1/4	red
8	--	4	3/8	green
9	--	4	5/8	red
10	A:M, inv:0	5	0	green
11	A:KeyMode.MAJOR	5	5/8	red
12	E:Mm7, inv:2	5	5/8	red
13	D:KeyMode.MAJOR	6	0	green
14	E:m, inv:0	6	0	green
15	B:m, inv:0	7	0	red
16	A:KeyMode.MAJOR	7	1/4	red
17	G#:o, inv:1	7	1/4	red
18	D:KeyMode.MAJOR	7	3/8	green
19	B:m, inv:0	7	3/8	red
20	e:KeyMode.MINOR	7	5/8	green
21	D#:o, inv:1	7	5/8	green
22	D:KeyMode.MAJOR	8	0	green
23	E:m, inv:1	8	0	green
24	A:M, inv:0	8	5/8	green
25	D:M, inv:0	9	0	green
26	A:Mm7, inv:0	9	5/8	red
27	D:M, inv:0	10	0	green
28	A:M, inv:0	11	0	green
29	--	11	5/8	yellow
30	D:M, inv:0	12	0	green
31	--	12	1/4	red
32	--	12	3/8	yellow
33	--	12	5/8	red
34	A:M, inv:0	13	0	green
35	e:KeyMode.MINOR	13	5/8	red
36	B:Mm7, inv:0	13	5/8	red
37	D:KeyMode.MAJOR	14	0	green
38	E:m, inv:0	14	0	green
39	--	15	0	red
40	--	15	0	red
41	e:KeyMode.MINOR	15	3/8	green
42	B:Mm7, inv:0	15	3/8	green
43	--	15	5/8	yellow
44	D:KeyMode.MAJOR	16	0	green
45	E:m, inv:0	16	0	green
46	A:Mm7, inv:0	16	5/8	green
47	D:M, inv:0	17	0	green
48	A:M, inv:1	18	0	yellow
49	A:KeyMode.MAJOR	18	1/8	red
50	E:M, inv:0	18	1/8	red
51	D:KeyMode.MAJOR	18	3/8	green
52	A:Mm7, inv:2	18	3/8	green
53	D:M, inv:0	19	0	green
54	A:KeyMode.MAJOR	20	0	red
55	E:M, inv:0	20	0	red
56	D:KeyMode.MAJOR	20	3/8	green
57	A:Mm7, inv:2	20	3/8	green
58	A:KeyMode.MAJOR	21	0	red
59	D:M, inv:1	21	0	green
60	D:KeyMode.MAJOR	21	3/8	green
61	A:Mm7, inv:1	21	3/8	yellow
62	A:KeyMode.MAJOR	22	0	red
63	D:M, inv:0	22	0	green
64	--	22	3/8	red
65	--	22	1/2	yellow
66	D:KeyMode.MAJOR	22	5/8	green
67	A:Mm7, inv:3	22	5/8	green
68	A:KeyMode.MAJOR	23	0	red
69	D:M, inv:1	23	0	green
70	D:KeyMode.MAJOR	23	3/8	green
71	A:Mm7, inv:1	23	3/8	yellow
72	A:KeyMode.MAJOR	24	0	red
73	D:M, inv:0	24	0	green
74	D:KeyMode.MAJOR	24	3/8	green
75	A:Mm7, inv:2	24	3/8	green
76	--	24	1/2	red
77	A:Mm7, inv:3	24	5/8	green
78	A:KeyMode.MAJOR	25	0	red
79	D:M, inv:1	25	0	green
80	--	25	1/4	red
81	--	25	3/8	red
82	--	25	5/8	red
83	D:KeyMode.MAJOR	26	0	green
84	G:M, inv:1	26	0	green
85	--	26	1/4	red
86	E:m, inv:1	26	3/8	green
87	A:KeyMode.MAJOR	26	5/8	green
88	E:Mm7, inv:1	26	5/8	red
89	D:KeyMode.MAJOR	27	0	green
90	A:M, inv:0	27	0	green
91	--	27	1/4	red
92	--	27	3/8	green
93	G:KeyMode.MAJOR	27	5/8	red
94	D:Mm7, inv:0	27	5/8	yellow
95	D:KeyMode.MAJOR	28	0	green
96	A:M, inv:0	28	0	green
97	G:KeyMode.MAJOR	28	3/8	red
98	A:m, inv:0	28	3/8	red
99	D:KeyMode.MAJOR	29	0	green
100	A:M, inv:2	29	0	yellow
101	A:M, inv:1	30	0	yellow
102	b:KeyMode.MINOR	30	3/8	green
103	F#:Mm7, inv:1	30	3/8	yellow
104	D:KeyMode.MAJOR	30	5/8	red
105	B:m, inv:1	30	5/8	red
106	b:KeyMode.MINOR	31	0	red
107	A#:o, inv:0	31	0	red
108	D:KeyMode.MAJOR	31	1/8	red
109	B:m, inv:0	31	1/8	green
110	A:KeyMode.MAJOR	31	5/8	green
111	G#:o, inv:1	31	5/8	red
112	D:KeyMode.MAJOR	32	0	red
113	B:m, inv:1	32	0	green
114	A:KeyMode.MAJOR	33	0	green
115	E:M, inv:1	33	0	yellow
116	E:M, inv:0	33	3/8	green
117	D:KeyMode.MAJOR	33	5/8	red
118	C#:m, inv:1	33	5/8	red
119	A:KeyMode.MAJOR	34	0	green
120	E:M, inv:1	34	0	yellow
121	D:KeyMode.MAJOR	35	0	red
122	A:M, inv:0	35	0	green
123	A:KeyMode.MAJOR	36	0	green
124	E:M, inv:1	36	0	green
125	--	36	1/4	red
126	D:KeyMode.MAJOR	36	3/8	red
127	A:M, inv:0	36	3/8	red
128	--	36	1/2	green
129	A:KeyMode.MAJOR	36	5/8	green
130	E:M, inv:1	36	5/8	green
131	D:KeyMode.MAJOR	37	0	red
132	A:M, inv:0	37	0	green
133	A:KeyMode.MAJOR	38	0	green
134	E:M, inv:1	38	0	green
135	--	38	1/4	red
136	D:KeyMode.MAJOR	38	3/8	red
137	A:M, inv:0	38	3/8	red
138	--	38	1/2	green
139	A:KeyMode.MAJOR	38	5/8	green
140	E:M, inv:1	38	5/8	green
141	D:KeyMode.MAJOR	39	0	red
142	A:M, inv:0	39	0	green
143	A:KeyMode.MAJOR	39	3/8	green
144	E:Mm7, inv:2	39	3/8	red
145	--	39	1/2	green
146	D:KeyMode.MAJOR	39	5/8	red
147	C#:o, inv:0	39	5/8	red
148	D:M, inv:0	40	0	red
149	B:m, inv:0	40	3/8	green
150	--	40	1/2	red
151	--	40	5/8	yellow
152	A:KeyMode.MAJOR	41	0	green
153	E:M, inv:0	41	0	green
154	D:KeyMode.MAJOR	41	1/8	red
155	A:M, inv:0	41	1/8	red
156	A:KeyMode.MAJOR	41	3/8	green
157	E:Mm7, inv:1	41	3/8	yellow
158	D:KeyMode.MAJOR	42	0	red
159	A:M, inv:0	42	0	green
160	--	43	0	red
161	A:KeyMode.MAJOR	44	0	green
162	E:Mm7, inv:0	44	0	green
163	--	44	5/8	yellow
164	D:KeyMode.MAJOR	45	0	red
165	A:M, inv:1	45	0	green
166	A:KeyMode.MAJOR	45	3/8	green
167	E:M, inv:0	45	3/8	red
168	D:KeyMode.MAJOR	45	1/2	red
169	A:M, inv:0	45	1/2	yellow
170	--	45	5/8	green
171	A:KeyMode.MAJOR	46	0	green
172	E:Mm7, inv:0	46	0	yellow
173	--	47	0	green
174	E:M, inv:0	48	0	yellow
175	E:Mm7, inv:0	48	3/8	green
176	--	48	5/8	yellow
177	D:KeyMode.MAJOR	49	0	red
178	A:Mm7, inv:1	49	0	yellow
179	--	49	1/4	red
180	--	49	3/8	yellow
181	--	49	5/8	red
182	A:M, inv:1	50	0	green
183	--	50	3/8	red
184	C#:%7, inv:0	50	3/8	red
185	--	51	0	red
186	D:M, inv:0	51	0	green
187	A:KeyMode.MAJOR	52	0	green
188	G#:o, inv:0	52	0	red
189	D:KeyMode.MAJOR	52	1/4	red
190	A:M, inv:0	52	1/4	red
191	--	52	3/8	red
192	--	52	5/8	red
193	--	52	5/8	red
194	A:KeyMode.MAJOR	53	0	green
195	E:M, inv:0	53	0	green
196	--	53	3/8	yellow
197	D:KeyMode.MAJOR	54	0	red
198	A:M, inv:0	54	0	green
199	A:KeyMode.MAJOR	55	0	green
200	E:M, inv:0	55	0	green
201	D:KeyMode.MAJOR	55	3/8	red
202	A:M, inv:2	55	3/8	red
203	A:KeyMode.MAJOR	55	1/2	green
204	G#:o, inv:0	55	1/2	red
205	D:KeyMode.MAJOR	56	0	red
206	A:M, inv:0	56	0	green
207	A:KeyMode.MAJOR	57	0	green
208	E:Mm7, inv:0	57	0	green
209	E:M, inv:0	57	3/8	yellow
210	D:M, inv:0	57	5/8	red
211	D:KeyMode.MAJOR	58	0	red
212	A:M, inv:0	58	0	green
213	A:M, inv:1	58	3/8	yellow
214	A:M, inv:0	59	0	green
215	A:KeyMode.MAJOR	61	0	green
216	A:m, inv:0	61	0	green
