chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[0, 0.25]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[0.25, 0.5]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[0.5, 0.75]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[0.75, 1.0]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[1.0, 1.25]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[1.25, 1.5]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/8,"[1.5, 1.625]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/24,"[1.625, 1.6666666666666667]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/24,"[1.6666666666666667, 1.7083333333333333]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/24,"[1.7083333333333333, 1.75]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[1.75, 2.0]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/4,"[2.0, 2.25]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/4,"[2.25, 2.5]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/4,"[2.5, 2.75]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/4,"[2.75, 3.0]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/4,"[3.0, 3.25]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/4,"[3.25, 3.5]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/8,"[3.5, 3.625]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/24,"[3.625, 3.6666666666666665]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/24,"[3.6666666666666665, 3.7083333333333335]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MINOR,1/24,"[3.7083333333333335, 3.75]"
