chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0, 0.0625]"
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0.0625, 0.125]"
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0.125, 0.1875]"
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0.1875, 0.25]"
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.25, 0.3125]"
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.3125, 0.375]"
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.375, 0.4375]"
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.4375, 0.5]"
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.5, 0.5625]"
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.5625, 0.625]"
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.625, 0.6875]"
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.6875, 0.75]"
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.75, 0.8125]"
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.8125, 0.875]"
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.875, 0.9375]"
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.9375, 1.0]"
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.0, 1.0625]"
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.0625, 1.125]"
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.125, 1.1875]"
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.1875, 1.25]"
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.25, 1.3125]"
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.3125, 1.375]"
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.375, 1.4375]"
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.4375, 1.5]"
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.5, 1.5625]"
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.5625, 1.625]"
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.625, 1.6875]"
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.6875, 1.75]"
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.75, 1.8125]"
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.8125, 1.875]"
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.875, 1.9375]"
