chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,3/8,"[0, 0.375]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/8,"[0.375, 0.5]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,3/16,"[0.5, 0.6875]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[0.6875, 0.75]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/4,"[0.75, 1.0]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/2,"[1.0, 1.5]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/8,"[1.5, 1.625]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/8,"[1.625, 1.75]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/8,"[1.75, 1.875]"
-2,10,ChordType.MIN_MIN7,2,-4,8,KeyMode.MAJOR,1/8,"[1.875, 2.0]"
-4,8,ChordType.MAJOR,2,-4,8,KeyMode.MAJOR,1/8,"[2.0, 2.125]"
-5,1,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/8,"[2.125, 2.25]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,3/16,"[2.25, 2.4375]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[2.4375, 2.5]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,5/32,"[2.5, 2.65625]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/32,"[2.65625, 2.6875]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/32,"[2.6875, 2.71875]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/32,"[2.71875, 2.75]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/8,"[2.75, 2.875]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/16,"[2.875, 2.9375]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/16,"[2.9375, 3.0]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.0, 3.0625]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.0625, 3.125]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.125, 3.1875]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.1875, 3.25]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.25, 3.3125]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.3125, 3.375]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.375, 3.4375]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.4375, 3.5]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.5, 3.5625]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.5625, 3.625]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.625, 3.6875]"
-4,8,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[3.6875, 3.75]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[3.75, 3.8125]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[3.8125, 3.875]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[3.875, 3.9375]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[3.9375, 4.0]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.0, 4.0625]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.0625, 4.125]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.125, 4.1875]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.1875, 4.25]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.25, 4.3125]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.3125, 4.375]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.375, 4.4375]"
-3,3,ChordType.MAJ_MIN7,2,-4,8,KeyMode.MAJOR,1/16,"[4.4375, 4.5]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.5, 4.5625]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.5625, 4.625]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.625, 4.6875]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.6875, 4.75]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.75, 4.8125]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.8125, 4.875]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.875, 4.9375]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[4.9375, 5.0]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[5.0, 5.0625]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[5.0625, 5.125]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[5.125, 5.1875]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[5.1875, 5.25]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.25, 5.3125]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.3125, 5.375]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.375, 5.4375]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.4375, 5.5]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.5, 5.5625]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.5625, 5.625]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.625, 5.6875]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.6875, 5.75]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.75, 5.8125]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.8125, 5.875]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.875, 5.9375]"
-4,8,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[5.9375, 6.0]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.0, 6.0625]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.0625, 6.125]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.125, 6.1875]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.1875, 6.25]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.25, 6.3125]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.3125, 6.375]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.375, 6.4375]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.4375, 6.5]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.5, 6.5625]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.5625, 6.625]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.625, 6.6875]"
-4,8,ChordType.MAJ_MIN7,3,-5,1,KeyMode.MAJOR,1/16,"[6.6875, 6.75]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[6.75, 6.8125]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[6.8125, 6.875]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[6.875, 6.9375]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[6.9375, 7.0]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[7.0, 7.0625]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[7.0625, 7.125]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[7.125, 7.1875]"
-5,1,ChordType.MAJOR,1,-4,8,KeyMode.MAJOR,1/16,"[7.1875, 7.25]"
-4,8,ChordType.MAJOR,2,-4,8,KeyMode.MAJOR,1/16,"[7.25, 7.3125]"
-4,8,ChordType.MAJOR,2,-4,8,KeyMode.MAJOR,1/16,"[7.3125, 7.375]"
-2,10,ChordType.MIN_MIN7,1,-4,8,KeyMode.MAJOR,1/16,"[7.375, 7.4375]"
-2,10,ChordType.MIN_MIN7,1,-4,8,KeyMode.MAJOR,1/16,"[7.4375, 7.5]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.5, 7.5625]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.5625, 7.625]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.625, 7.6875]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.6875, 7.75]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.75, 7.8125]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.8125, 7.875]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.875, 7.9375]"
-3,3,ChordType.MAJOR,0,-4,8,KeyMode.MAJOR,1/16,"[7.9375, 8.0]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/16,"[8.0, 8.0625]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/16,"[8.0625, 8.125]"
-3,3,ChordType.MAJ_MIN7,0,-4,8,KeyMode.MAJOR,1/16,"[8.125, 8.1875]"
