chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/8,"[0, 0.125]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,3/8,"[0.125, 0.5]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/24,"[0.5, 0.5416666666666666]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/24,"[0.5416666666666666, 0.5833333333333334]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/24,"[0.5833333333333334, 0.625]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,3/8,"[0.625, 1.0]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/8,"[1.0, 1.125]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,3/8,"[1.125, 1.5]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/24,"[1.5, 1.5416666666666667]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/24,"[1.5416666666666667, 1.5833333333333333]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/24,"[1.5833333333333333, 1.625]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,3/8,"[1.625, 2.0]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[2.0, 2.125]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,3/32,"[2.125, 2.21875]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/32,"[2.21875, 2.25]"
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/8,"[2.25, 2.375]"
0,0,ChordType.MAJ_MIN7,2,-1,5,KeyMode.MAJOR,1/8,"[2.375, 2.5]"
0,0,ChordType.MAJ_MIN7,2,-1,5,KeyMode.MAJOR,1/8,"[2.5, 2.625]"
