chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/2,"[0, 0.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.5, 0.5833333333333334]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.5833333333333334, 0.6666666666666666]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.6666666666666666, 0.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.75, 0.8333333333333334]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.8333333333333334, 0.9166666666666666]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.9166666666666666, 1.0]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[1.0, 1.25]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/4,"[1.25, 1.5]"
6,6,ChordType.DIMINISHED,1,1,7,KeyMode.MAJOR,1/4,"[1.5, 1.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[1.75, 2.0]"
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/4,"[2.0, 2.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[2.25, 2.375]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[2.375, 2.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[2.5, 2.75]"
1,7,ChordType.MAJ_MIN7,3,0,0,KeyMode.MAJOR,1/8,"[2.75, 2.875]"
1,7,ChordType.MAJ_MIN7,3,0,0,KeyMode.MAJOR,1/8,"[2.875, 3.0]"
0,0,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/4,"[3.0, 3.25]"
6,6,ChordType.DIMINISHED,0,1,7,KeyMode.MAJOR,1/4,"[3.25, 3.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[3.5, 3.625]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[3.625, 3.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[3.75, 3.875]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[3.875, 4.0]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/2,"[4.0, 4.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[4.5, 4.583333333333333]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[4.583333333333333, 4.666666666666667]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[4.666666666666667, 4.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[4.75, 4.833333333333333]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[4.833333333333333, 4.916666666666667]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[4.916666666666667, 5.0]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[5.0, 5.25]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[5.25, 5.375]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[5.375, 5.5]"
2,2,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/8,"[5.5, 5.625]"
2,2,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/8,"[5.625, 5.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[5.75, 5.875]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[5.875, 6.0]"
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[6.0, 6.125]"
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[6.125, 6.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[6.25, 6.375]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[6.375, 6.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[6.5, 6.625]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[6.625, 6.75]"
1,7,ChordType.MAJ_MIN7,3,0,0,KeyMode.MAJOR,1/8,"[6.75, 6.875]"
1,7,ChordType.MAJ_MIN7,3,0,0,KeyMode.MAJOR,1/8,"[6.875, 7.0]"
0,0,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[7.0, 7.125]"
0,0,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[7.125, 7.25]"
6,6,ChordType.DIMINISHED,0,1,7,KeyMode.MAJOR,1/8,"[7.25, 7.375]"
6,6,ChordType.DIMINISHED,0,1,7,KeyMode.MAJOR,1/8,"[7.375, 7.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[7.5, 7.625]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[7.625, 7.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[7.75, 7.875]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[7.875, 8.0]"
4,4,ChordType.MAJOR,0,3,9,KeyMode.MINOR,1/8,"[8.0, 8.125]"
4,4,ChordType.MAJOR,0,3,9,KeyMode.MINOR,1/8,"[8.125, 8.25]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[8.25, 8.375]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[8.375, 8.5]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[8.5, 8.625]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[8.625, 8.75]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[8.75, 8.875]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[8.875, 9.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[9.0, 9.125]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[9.125, 9.25]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[9.25, 9.375]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[9.375, 9.5]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[9.5, 9.625]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[9.625, 9.75]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[9.75, 9.875]"
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/8,"[9.875, 10.0]"
0,0,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.0, 10.125]"
0,0,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.125, 10.25]"
0,0,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.25, 10.375]"
0,0,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.375, 10.5]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.5, 10.625]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.625, 10.75]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.75, 10.875]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[10.875, 11.0]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,3/8,"[11.0, 11.375]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[11.375, 11.5]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[11.5, 11.625]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[11.625, 11.75]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[11.75, 11.875]"
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[11.875, 12.0]"
4,4,ChordType.MAJOR,0,3,9,KeyMode.MINOR,1/8,"[12.0, 12.125]"
4,4,ChordType.MAJOR,0,3,9,KeyMode.MINOR,1/8,"[12.125, 12.25]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[12.25, 12.375]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[12.375, 12.5]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[12.5, 12.625]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[12.625, 12.75]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[12.75, 12.875]"
3,9,ChordType.MINOR,1,1,7,KeyMode.MAJOR,1/8,"[12.875, 13.0]"
4,4,ChordType.MAJOR,0,3,9,KeyMode.MAJOR,1/8,"[13.0, 13.125]"
4,4,ChordType.MAJOR,0,3,9,KeyMode.MAJOR,1/8,"[13.125, 13.25]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[13.25, 13.375]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[13.375, 13.5]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[13.5, 13.625]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[13.625, 13.75]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[13.75, 13.875]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[13.875, 14.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[14.0, 14.083333333333334]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[14.083333333333334, 14.166666666666666]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[14.166666666666666, 14.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[14.25, 14.333333333333334]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[14.333333333333334, 14.416666666666666]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[14.416666666666666, 14.5]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[14.5, 14.583333333333334]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[14.583333333333334, 14.666666666666666]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[14.666666666666666, 14.75]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[14.75, 14.833333333333334]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[14.833333333333334, 14.916666666666666]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[14.916666666666666, 15.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.0, 15.083333333333334]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.083333333333334, 15.166666666666666]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.166666666666666, 15.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.25, 15.333333333333334]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.333333333333334, 15.416666666666666]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.416666666666666, 15.5]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.5, 15.583333333333334]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.583333333333334, 15.666666666666666]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.666666666666666, 15.75]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.75, 15.833333333333334]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.833333333333334, 15.916666666666666]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[15.916666666666666, 16.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[16.0, 16.083333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[16.083333333333332, 16.166666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[16.166666666666668, 16.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[16.25, 16.333333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[16.333333333333332, 16.416666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[16.416666666666668, 16.5]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[16.5, 16.583333333333332]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[16.583333333333332, 16.666666666666668]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[16.666666666666668, 16.75]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[16.75, 16.833333333333332]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[16.833333333333332, 16.916666666666668]"
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/12,"[16.916666666666668, 17.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.0, 17.083333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.083333333333332, 17.166666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.166666666666668, 17.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.25, 17.333333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.333333333333332, 17.416666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.416666666666668, 17.5]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.5, 17.583333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.583333333333332, 17.666666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.666666666666668, 17.75]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.75, 17.833333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.833333333333332, 17.916666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[17.916666666666668, 18.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.0, 18.083333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.083333333333332, 18.166666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.166666666666668, 18.25]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.25, 18.333333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.333333333333332, 18.416666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.416666666666668, 18.5]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.5, 18.583333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.583333333333332, 18.666666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.666666666666668, 18.75]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.75, 18.833333333333332]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.833333333333332, 18.916666666666668]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[18.916666666666668, 19.0]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,5/8,"[19.0, 19.625]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[19.625, 19.75]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[19.75, 19.875]"
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[19.875, 20.0]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[20.0, 20.125]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[20.125, 20.25]"
3,9,ChordType.MAJ_MIN7,3,2,2,KeyMode.MAJOR,1/8,"[20.25, 20.375]"
3,9,ChordType.MAJ_MIN7,3,2,2,KeyMode.MAJOR,1/8,"[20.375, 20.5]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[20.5, 20.625]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[20.625, 20.75]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[20.75, 20.875]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[20.875, 21.0]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/8,"[21.0, 21.125]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/8,"[21.125, 21.25]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[21.25, 21.375]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[21.375, 21.5]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/8,"[21.5, 21.625]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/8,"[21.625, 21.75]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/8,"[21.75, 21.875]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/8,"[21.875, 22.0]"
3,9,ChordType.MAJ_MIN7,3,2,2,KeyMode.MAJOR,1/8,"[22.0, 22.125]"
3,9,ChordType.MAJ_MIN7,3,2,2,KeyMode.MAJOR,1/8,"[22.125, 22.25]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/8,"[22.25, 22.375]"
