chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[0, 0.25]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[0.25, 0.5]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[0.5, 0.75]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[0.75, 1.0]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[1.0, 1.25]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[1.25, 1.5]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[1.5, 1.75]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[1.75, 2.0]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[2.0, 2.25]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[2.25, 2.5]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[2.5, 2.75]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[2.75, 3.0]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[3.0, 3.25]"
3,9,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,3/4,"[3.25, 4.0]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[4.0, 4.25]"
7,1,ChordType.DIMINISHED,1,2,2,KeyMode.MAJOR,1/4,"[4.25, 4.5]"
5,11,ChordType.MINOR,1,2,2,KeyMode.MAJOR,1/4,"[4.5, 4.75]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[4.75, 5.0]"
5,11,ChordType.MIN_MIN7,1,2,2,KeyMode.MAJOR,1/4,"[5.0, 5.25]"
3,9,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[5.25, 5.5]"
1,7,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[5.5, 5.75]"
6,6,ChordType.MINOR,1,2,2,KeyMode.MAJOR,1/4,"[5.75, 6.0]"
1,7,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[6.0, 6.25]"
6,6,ChordType.MINOR,1,2,2,KeyMode.MAJOR,1/4,"[6.25, 6.5]"
4,4,ChordType.MINOR,1,2,2,KeyMode.MAJOR,1/4,"[6.5, 6.75]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[6.75, 7.0]"
4,4,ChordType.MIN_MIN7,1,2,2,KeyMode.MAJOR,1/4,"[7.0, 7.25]"
2,2,ChordType.MAJOR,1,2,2,KeyMode.MAJOR,1/4,"[7.25, 7.5]"
7,1,ChordType.DIMINISHED,1,2,2,KeyMode.MAJOR,1/4,"[7.5, 7.75]"
2,2,ChordType.MAJOR,0,2,2,KeyMode.MAJOR,1/4,"[7.75, 8.0]"
9,3,ChordType.DIMINISHED,0,4,4,KeyMode.MINOR,1/4,"[8.0, 8.25]"
9,3,ChordType.DIMINISHED,0,4,4,KeyMode.MINOR,1/4,"[8.25, 8.5]"
4,4,ChordType.MINOR,1,2,2,KeyMode.MAJOR,1/4,"[8.5, 8.75]"
