chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,5/16,"[0, 0.3125]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/16,"[0.3125, 0.375]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,9/8,"[0.375, 1.5]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,5/16,"[1.5, 1.8125]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/16,"[1.8125, 1.875]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,3/8,"[1.875, 2.25]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,5/16,"[2.25, 2.5625]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,1/16,"[2.5625, 2.625]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,3/8,"[2.625, 3.0]"
-1,5,ChordType.MINOR,0,-1,5,KeyMode.MINOR,3/8,"[3.0, 3.375]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,5/8,"[3.375, 4.0]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,1/8,"[4.0, 4.125]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,9/16,"[4.125, 4.6875]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,1/16,"[4.6875, 4.75]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,1/16,"[4.75, 4.8125]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,1/16,"[4.8125, 4.875]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,9/8,"[4.875, 6.0]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,5/16,"[6.0, 6.3125]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,1/16,"[6.3125, 6.375]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,9/8,"[6.375, 7.5]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,5/16,"[7.5, 7.8125]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,1/16,"[7.8125, 7.875]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,3/8,"[7.875, 8.25]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,5/16,"[8.25, 8.5625]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,1/16,"[8.5625, 8.625]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,3/8,"[8.625, 9.0]"
-6,6,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,3/8,"[9.0, 9.375]"
-5,1,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,5/8,"[9.375, 10.0]"
-5,1,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,1/8,"[10.0, 10.125]"
0,0,ChordType.DIM7,2,-5,1,KeyMode.MAJOR,9/16,"[10.125, 10.6875]"
0,0,ChordType.DIM7,2,-5,1,KeyMode.MAJOR,1/16,"[10.6875, 10.75]"
0,0,ChordType.DIM7,2,-5,1,KeyMode.MAJOR,1/16,"[10.75, 10.8125]"
0,0,ChordType.DIM7,2,-5,1,KeyMode.MAJOR,1/16,"[10.8125, 10.875]"
-5,1,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,3/2,"[10.875, 12.375]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,5/8,"[12.375, 13.0]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,1/8,"[13.0, 13.125]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,9/16,"[13.125, 13.6875]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,1/16,"[13.6875, 13.75]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,1/16,"[13.75, 13.8125]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MAJOR,1/16,"[13.8125, 13.875]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,3/8,"[13.875, 14.25]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,1/8,"[14.25, 14.375]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,1/8,"[14.375, 14.5]"
0,0,ChordType.MAJOR,1,-1,5,KeyMode.MINOR,1/8,"[14.5, 14.625]"
0,0,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,3/4,"[14.625, 15.375]"
4,4,ChordType.DIM7,1,-1,5,KeyMode.MINOR,5/8,"[15.375, 16.0]"
4,4,ChordType.DIM7,1,-1,5,KeyMode.MINOR,1/8,"[16.0, 16.125]"
-2,10,ChordType.MIN_MIN7,3,-1,5,KeyMode.MINOR,9/16,"[16.125, 16.6875]"
-2,10,ChordType.MIN_MIN7,3,-1,5,KeyMode.MINOR,1/16,"[16.6875, 16.75]"
-2,10,ChordType.MIN_MIN7,3,-1,5,KeyMode.MINOR,1/16,"[16.75, 16.8125]"
-2,10,ChordType.MIN_MIN7,3,-1,5,KeyMode.MINOR,1/16,"[16.8125, 16.875]"
4,4,ChordType.DIM7,1,-1,5,KeyMode.MINOR,3/8,"[16.875, 17.25]"
4,4,ChordType.DIM7,1,-1,5,KeyMode.MINOR,1/8,"[17.25, 17.375]"
4,4,ChordType.DIM7,1,-1,5,KeyMode.MINOR,1/8,"[17.375, 17.5]"
4,4,ChordType.DIM7,1,-1,5,KeyMode.MINOR,1/8,"[17.5, 17.625]"
0,0,ChordType.MAJOR,0,-1,5,KeyMode.MINOR,3/8,"[17.625, 18.0]"
