	label	mc	mc_onset	color_name
0	F:KeyMode.MAJOR	1	0	green
1	F:M, inv:0	1	0	green
2	--	1	3/8	red
3	C:M, inv:1	2	0	red
4	E:o, inv:0	2	3/8	red
5	F:M, inv:0	3	0	yellow
6	C:M, inv:0	3	3/8	red
7	--	3	5/8	red
8	F:M, inv:0	4	0	green
9	F:M, inv:1	5	0	red
10	--	5	3/8	red
11	C:KeyMode.MAJOR	6	0	red
12	G:M, inv:0	6	0	red
13	a:KeyMode.MINOR	6	3/8	red
14	G#:o7, inv:3	6	3/8	red
15	C:KeyMode.MAJOR	7	0	red
16	A:m, inv:0	7	0	yellow
17	G:KeyMode.MAJOR	7	3/8	red
18	D:Mm7, inv:2	7	3/8	red
19	--	7	5/8	red
20	--	7	5/8	red
21	C:KeyMode.MAJOR	8	0	red
22	A:m, inv:0	8	0	green
23	G:KeyMode.MAJOR	9	0	yellow
24	D:Mm7, inv:0	9	0	green
25	C:KeyMode.MAJOR	10	0	green
26	G:Mm7, inv:0	10	0	green
27	G:KeyMode.MAJOR	11	0	yellow
28	D:Mm7, inv:0	11	0	green
29	C:KeyMode.MAJOR	12	0	green
30	G:Mm7, inv:0	12	0	green
31	--	13	0	red
32	C:M, inv:0	13	0	red
33	--	14	1/2	red
34	D:m, inv:0	14	5/8	yellow
35	G:KeyMode.MAJOR	15	0	red
36	D:M, inv:0	15	0	red
37	C:KeyMode.MAJOR	16	0	green
38	G:Mm7, inv:1	16	0	red
39	--	16	5/8	yellow
40	--	17	0	red
41	C:M, inv:0	17	0	green
42	--	17	3/8	green
43	B:o7, inv:2	17	3/8	yellow
44	--	18	0	red
45	C:M, inv:0	18	0	green
46	--	18	3/8	green
47	B:o7, inv:2	18	3/8	yellow
48	--	19	0	red
49	C:M, inv:0	19	0	green
50	C:M, inv:1	20	0	yellow
51	F:KeyMode.MAJOR	21	0	green
52	C:Mm7, inv:0	21	0	red
53	--	21	5/8	green
54	C:KeyMode.MAJOR	22	0	red
55	F:M, inv:0	22	0	red
56	B:M, inv:1	22	5/8	red
57	F:KeyMode.MAJOR	23	0	green
58	G:m, inv:1	23	0	red
59	--	23	1/8	yellow
60	--	23	3/8	green
61	--	23	5/8	yellow
62	--	24	1/8	yellow
63	Bb:KeyMode.MAJOR	25	0	red
64	F:Mm7, inv:0	25	0	red
65	--	25	5/8	red
66	--	25	5/8	red
67	F:KeyMode.MAJOR	26	0	green
68	Bb:M, inv:0	26	0	red
69	C:KeyMode.MAJOR	26	5/8	red
70	G:Mm7, inv:3	26	5/8	red
71	F:KeyMode.MAJOR	27	0	red
72	C:m, inv:1	27	0	red
73	--	27	1/8	green
74	--	27	1/8	yellow
75	--	27	3/8	green
76	--	27	5/8	yellow
77	--	28	1/8	yellow
78	Bb:M, inv:0	29	0	green
79	F:M, inv:0	29	1/4	red
80	Bb:M, inv:0	29	3/8	green
81	--	30	0	yellow
82	--	30	1/4	yellow
83	--	30	3/8	green
84	E:%7, inv:0	30	5/8	red
85	C:KeyMode.MAJOR	31	0	red
86	B:o, inv:0	31	0	red
87	F:KeyMode.MAJOR	33	0	green
88	E:o7, inv:2	33	0	red
89	--	33	1/4	red
90	--	33	3/8	red
91	--	34	0	red
92	--	34	1/4	red
93	--	34	3/8	red
94	Eb:KeyMode.MAJOR	34	5/8	red
