	label	mc	mc_onset	color_name
0	Bb:KeyMode.MAJOR	1	5/8	red
1	Bb:M, inv:0	1	5/8	red
2	D:m, inv:0	2	0	green
3	g:KeyMode.MINOR	2	3/8	red
4	D:M, inv:0	2	3/8	red
5	--	2	5/8	red
6	Bb:KeyMode.MAJOR	3	0	red
7	G:m, inv:0	3	0	red
8	--	3	5/8	red
9	Bb:M, inv:1	4	0	red
10	Bb:M, inv:0	4	1/4	green
11	--	4	5/8	red
12	F:M, inv:0	5	0	red
13	D:m, inv:0	5	1/4	green
14	--	5	5/8	red
15	F:KeyMode.MAJOR	6	0	red
16	C:M, inv:0	6	0	red
17	Bb:KeyMode.MAJOR	6	3/8	red
18	F:M, inv:0	6	3/8	green
19	--	6	5/8	red
20	F:M, inv:1	7	0	red
21	--	7	1/4	red
22	--	7	1/4	red
23	F:KeyMode.MAJOR	7	3/8	red
24	C:M, inv:1	7	3/8	red
25	d:KeyMode.MINOR	8	0	red
26	E:M, inv:0	8	0	yellow
27	A:m, inv:0	8	3/8	red
28	--	9	0	green
29	--	9	0	green
30	A:m, inv:1	9	3/8	yellow
31	--	10	5/8	red
32	F:KeyMode.MAJOR	11	3/8	red
33	C:Mm7, inv:3	11	3/8	red
34	d:KeyMode.MINOR	14	0	green
35	A:M, inv:0	14	0	green
36	--	15	1/4	yellow
37	F:KeyMode.MAJOR	15	3/8	red
38	C:M, inv:0	15	3/8	red
39	C:KeyMode.MAJOR	15	5/8	red
40	G:M, inv:1	15	5/8	green
41	G:KeyMode.MAJOR	16	0	red
42	F#:M, inv:1	16	0	green
43	C:KeyMode.MAJOR	16	1/4	red
44	G:Mm7, inv:0	16	1/4	red
45	--	16	3/8	red
46	G:KeyMode.MAJOR	16	5/8	red
47	D:M, inv:1	16	5/8	green
48	D:KeyMode.MAJOR	17	0	yellow
49	A:Mm7, inv:1	17	0	red
50	G:KeyMode.MAJOR	17	1/4	red
51	A:m, inv:2	17	1/4	green
52	e:KeyMode.MINOR	17	3/8	green
53	B:Mm7, inv:1	17	3/8	green
54	G:KeyMode.MAJOR	17	5/8	red
55	E:%7, inv:3	17	5/8	red
56	D:KeyMode.MAJOR	18	0	yellow
57	A:Mm7, inv:3	18	0	yellow
58	--	18	1/4	yellow
59	G:KeyMode.MAJOR	18	3/8	red
60	A:m, inv:0	18	3/8	red
61	--	18	5/8	red
62	--	18	5/8	red
63	D:KeyMode.MAJOR	19	0	yellow
64	A:M, inv:2	19	0	yellow
65	--	19	1/4	yellow
66	--	19	5/8	red
67	--	19	5/8	red
68	--	20	0	yellow
69	A:M, inv:1	20	0	green
70	--	20	1/4	yellow
71	G:KeyMode.MAJOR	20	3/8	red
72	D:Mm7, inv:2	20	3/8	red
73	--	20	5/8	red
74	--	20	5/8	red
75	D:KeyMode.MAJOR	21	0	yellow
76	A:M, inv:2	21	0	yellow
77	--	21	1/4	red
78	--	21	1/4	red
79	--	21	3/8	yellow
80	--	21	3/8	yellow
81	--	21	5/8	red
82	--	21	5/8	red
83	--	22	0	yellow
84	A:M, inv:1	22	0	green
85	G:KeyMode.MAJOR	22	1/4	red
86	D:M, inv:0	22	1/4	red
87	D:KeyMode.MAJOR	22	3/8	yellow
88	C#:o7, inv:0	22	3/8	red
89	--	22	5/8	red
90	G:KeyMode.MAJOR	23	0	red
91	D:M, inv:0	23	0	red
92	--	23	5/8	red
93	D:KeyMode.MAJOR	24	0	yellow
94	C#:o, inv:1	24	0	red
95	--	24	5/8	red
96	G:KeyMode.MAJOR	25	0	red
97	Bb:MM7, inv:1	25	0	red
98	--	25	1/4	yellow
99	--	25	5/8	red
100	D:KeyMode.MAJOR	26	0	yellow
101	A:M, inv:0	26	0	red
102	G:KeyMode.MAJOR	26	3/8	red
103	D:M, inv:1	26	3/8	red
104	D:KeyMode.MAJOR	26	5/8	yellow
105	C#:o7, inv:0	26	5/8	red
106	G:KeyMode.MAJOR	27	0	red
107	Bb:m, inv:1	27	0	red
108	--	27	5/8	red
109	C:M, inv:0	28	0	red
110	--	28	9/16	red
111	D:KeyMode.MAJOR	29	0	yellow
112	A:M, inv:0	29	0	yellow
113	--	30	0	red
114	--	31	5/8	red
115	G:KeyMode.MAJOR	32	3/8	red
116	D:M, inv:0	32	3/8	red
117	--	36	0	green
118	D:KeyMode.MAJOR	38	0	yellow
119	A:Mm7, inv:0	38	0	red
120	--	38	3/8	green
121	G:KeyMode.MAJOR	39	0	red
122	D:M, inv:0	39	0	green
