	label	mc	mc_onset	color_name
0	E:KeyMode.MAJOR	1	0	green
1	E:M, inv:0	1	0	green
2	B:M, inv:0	2	0	red
3	E:M, inv:0	3	0	green
4	A:KeyMode.MAJOR	3	3/8	red
5	E:Mm7, inv:0	3	3/8	yellow
6	E:KeyMode.MAJOR	4	0	green
7	B:Mm7, inv:0	4	0	red
8	A:KeyMode.MAJOR	5	0	red
9	E:M, inv:0	5	0	red
10	E:KeyMode.MAJOR	5	3/8	green
11	B:M, inv:0	5	3/8	yellow
12	A:KeyMode.MAJOR	6	0	red
13	E:M, inv:0	6	0	green
14	E:M, inv:1	6	1/4	yellow
15	E:M, inv:0	7	0	green
16	A:M, inv:0	8	0	red
17	E:KeyMode.MAJOR	8	1/4	green
18	B:Mm7, inv:0	8	1/4	red
19	A:KeyMode.MAJOR	9	0	red
20	E:M, inv:0	9	0	red
21	E:KeyMode.MAJOR	9	3/8	green
22	B:M, inv:0	9	3/8	yellow
23	A:KeyMode.MAJOR	10	0	red
24	E:M, inv:0	10	0	green
25	E:KeyMode.MAJOR	11	0	green
26	B:M, inv:0	11	0	yellow
27	B:KeyMode.MAJOR	11	1/4	red
28	F#:M, inv:0	11	1/4	red
29	E:KeyMode.MAJOR	12	0	green
30	B:M, inv:1	12	0	yellow
31	B:KeyMode.MAJOR	12	1/4	red
32	F#:M, inv:0	12	1/4	red
33	E:KeyMode.MAJOR	13	0	green
34	B:M, inv:0	13	0	green
35	B:KeyMode.MAJOR	13	3/8	red
36	F#:M, inv:1	13	3/8	red
37	E:KeyMode.MAJOR	14	0	green
38	B:M, inv:0	14	0	green
39	B:Mm7, inv:0	14	1/4	yellow
40	A:KeyMode.MAJOR	15	0	red
41	E:Mm7, inv:3	15	0	red
42	E:KeyMode.MAJOR	15	1/4	green
43	A:M, inv:0	15	1/4	red
44	G:KeyMode.MAJOR	16	1/4	red
45	D:Mm7, inv:0	16	1/4	yellow
46	D:M, inv:0	17	0	green
47	D:Mm7, inv:0	17	1/4	yellow
48	D:M, inv:0	18	0	green
49	D:Mm7, inv:0	18	1/4	yellow
50	Bb:KeyMode.MAJOR	19	0	red
51	F:Mm7, inv:0	19	0	yellow
52	F:M, inv:0	19	1/4	yellow
53	F:Mm7, inv:0	20	0	yellow
54	--	20	1/4	red
55	F:KeyMode.MAJOR	20	3/8	red
56	C:Mm7, inv:2	20	3/8	red
57	Bb:KeyMode.MAJOR	21	0	red
58	F:M, inv:0	21	0	yellow
59	F:KeyMode.MAJOR	21	3/8	red
60	C:M, inv:0	21	3/8	red
61	Bb:KeyMode.MAJOR	22	0	green
62	F:Mm7, inv:0	22	0	green
63	--	22	1/4	red
64	--	22	1/4	red
65	F:KeyMode.MAJOR	22	3/8	red
66	C:M, inv:2	22	3/8	red
67	Bb:KeyMode.MAJOR	23	0	green
68	F:Mm7, inv:0	23	0	green
69	C:m, inv:0	24	0	red
70	F:Mm7, inv:0	24	1/8	green
71	--	24	3/8	yellow
72	--	25	0	red
73	B:M, inv:0	25	0	yellow
74	E:KeyMode.MAJOR	25	3/8	green
75	B:Mm7, inv:0	25	3/8	yellow
76	B:M, inv:0	26	0	yellow
77	B:Mm7, inv:0	26	1/8	yellow
78	--	26	3/8	green
79	E:M, inv:1	27	0	yellow
80	F#:mm7, inv:0	28	0	yellow
81	F#:m, inv:1	28	3/8	green
82	B:Mm7, inv:0	29	0	green
83	B:Mm7, inv:3	29	1/4	yellow
84	B:Mm7, inv:2	29	3/8	yellow
85	G:KeyMode.MAJOR	30	0	red
86	D:Mm7, inv:0	30	0	yellow
87	D:M, inv:0	31	0	green
88	D:KeyMode.MAJOR	31	1/4	red
89	A:M, inv:2	31	1/4	red
90	G:KeyMode.MAJOR	31	3/8	red
91	D:M, inv:1	31	3/8	yellow
92	D:KeyMode.MAJOR	32	0	red
93	A:Mm7, inv:0	32	0	red
94	G:KeyMode.MAJOR	32	1/4	red
