	label	mc	mc_onset	color_name
0	d:KeyMode.MINOR	1	0	green
1	D:m, inv:0	1	0	green
2	A:m, inv:1	2	0	green
3	a:KeyMode.MINOR	3	0	yellow
4	E:Mm7, inv:0	3	0	yellow
5	d:KeyMode.MINOR	4	0	green
6	A:M, inv:0	4	0	green
7	A:Mm7, inv:3	4	1/4	yellow
8	g:KeyMode.MINOR	5	0	green
9	D:M, inv:1	5	0	green
10	--	5	1/4	yellow
11	d:KeyMode.MINOR	6	0	green
12	G:m, inv:0	6	0	green
13	--	6	1/4	red
14	A:M, inv:0	7	0	green
15	A:Mm7, inv:0	7	1/4	yellow
16	D:m, inv:0	8	0	green
17	Bb:M, inv:1	9	0	red
18	F:KeyMode.MAJOR	9	1/4	red
19	C:Mm7, inv:3	9	1/4	red
20	--	9	1/2	red
21	d:KeyMode.MINOR	10	0	red
22	A:m, inv:0	10	0	red
23	--	10	1/4	red
24	F:M, inv:0	10	1/2	green
25	F:KeyMode.MAJOR	11	0	green
26	C:Mm7, inv:0	11	0	red
27	--	11	1/4	yellow
28	--	11	5/8	green
29	d:KeyMode.MINOR	12	0	red
30	F:M, inv:0	12	0	green
31	F:KeyMode.MAJOR	13	0	red
32	C:M, inv:0	13	0	red
33	--	13	1/4	red
34	C:M, inv:1	13	1/4	red
35	C:M, inv:0	13	1/2	red
36	C:KeyMode.MAJOR	14	0	red
37	G:M, inv:0	14	0	red
38	--	14	1/4	red
39	--	14	1/4	green
40	a:KeyMode.MINOR	15	0	red
41	E:Mm7, inv:2	15	0	red
42	--	15	1/4	yellow
43	E:M, inv:0	15	1/4	yellow
44	d:KeyMode.MINOR	15	1/2	red
45	C#:o, inv:1	15	1/2	red
46	A:M, inv:0	16	0	red
47	--	16	1/4	green
48	--	16	1/4	green
49	a:KeyMode.MINOR	17	0	red
50	B:m, inv:0	17	0	red
51	d:KeyMode.MINOR	17	1/4	green
52	C#:o, inv:0	17	1/4	red
53	a:KeyMode.MINOR	17	1/2	red
54	D:m, inv:0	17	1/2	green
55	d:KeyMode.MINOR	18	0	green
56	C#:o, inv:1	18	0	red
57	a:KeyMode.MINOR	18	1/2	red
58	D:m, inv:0	18	1/2	red
59	--	19	0	red
60	--	19	1/4	green
61	d:KeyMode.MINOR	20	0	green
62	A:M, inv:0	20	0	green
63	a:KeyMode.MINOR	21	0	red
64	F#:m, inv:0	21	0	red
65	D:M, inv:0	21	1/4	yellow
66	G:KeyMode.MAJOR	21	1/2	yellow
67	D:Mm7, inv:1	21	1/2	green
68	a:KeyMode.MINOR	22	0	red
69	G:m, inv:0	22	0	green
70	--	23	0	red
71	C:M, inv:1	23	0	green
72	C:M, inv:0	23	1/4	yellow
73	--	24	0	red
74	F:M, inv:0	24	0	green
75	d:KeyMode.MINOR	25	0	green
76	E:o, inv:1	25	0	yellow
77	--	25	1/8	red
78	--	25	1/4	yellow
79	A:M, inv:0	26	0	yellow
80	--	26	1/4	red
81	--	26	1/2	yellow
82	a:KeyMode.MINOR	27	0	red
83	D:m, inv:0	27	0	green
84	--	27	1/4	red
85	A:m, inv:0	27	1/2	red
86	D:m, inv:0	28	0	green
