	label	mc	mc_onset	color_name
0	g:KeyMode.MINOR	1	0	green
1	D:M, inv:0	1	0	red
2	G:m, inv:0	2	0	green
3	--	2	1/4	red
4	D:M, inv:0	2	1/2	green
5	G:m, inv:0	3	0	green
6	D:M, inv:0	3	1/4	yellow
7	--	3	1/2	red
8	G:m, inv:0	4	0	red
9	--	4	3/8	red
10	--	4	1/2	green
11	D:M, inv:0	6	0	red
12	--	6	1/4	red
13	--	6	1/2	yellow
14	G:m, inv:1	7	0	green
15	D:M, inv:0	7	1/4	yellow
16	G:m, inv:0	7	1/2	green
17	D:M, inv:0	8	0	green
18	--	10	0	red
19	--	10	0	red
20	--	10	1/4	red
21	C:m, inv:0	10	1/2	green
22	F:m, inv:1	11	0	red
23	c:KeyMode.MINOR	11	1/4	green
24	G:Mm7, inv:0	11	1/4	red
25	--	11	1/2	green
26	g:KeyMode.MINOR	12	0	red
27	C:m, inv:0	12	0	green
28	--	13	0	red
29	--	13	0	red
30	Eb:M, inv:0	14	0	green
31	C:m, inv:0	14	1/4	green
32	--	14	1/2	red
33	Bb:KeyMode.MAJOR	15	0	green
34	F:M, inv:0	15	0	yellow
35	g:KeyMode.MINOR	15	1/4	red
36	Bb:M, inv:0	15	1/4	red
37	--	15	1/2	green
38	Bb:KeyMode.MAJOR	16	0	green
39	F:M, inv:0	16	0	green
40	g:KeyMode.MINOR	16	1/2	red
41	Bb:M, inv:0	16	1/2	green
42	--	17	0	green
43	--	17	0	red
44	--	17	1/4	red
45	G:m, inv:0	17	1/2	green
46	C:M, inv:1	18	0	green
47	A:m, inv:1	18	1/4	red
48	--	18	1/2	yellow
49	D:M, inv:0	19	0	green
50	--	19	1/2	red
51	--	19	1/2	red
52	--	20	0	green
53	--	20	0	red
54	--	20	1/4	red
55	D:M, inv:1	20	1/2	yellow
56	G:m, inv:0	21	0	green
57	--	21	1/2	red
58	C:m, inv:0	22	0	red
59	Bb:KeyMode.MAJOR	22	1/4	red
60	F:Mm7, inv:2	22	1/4	red
61	F:M, inv:0	22	1/2	red
62	g:KeyMode.MINOR	23	0	green
63	D:Mm7, inv:3	23	0	green
64	G:m, inv:1	23	1/2	green
65	F#:o, inv:0	24	0	red
66	G:m, inv:0	24	1/4	green
67	--	24	1/2	red
68	D:M, inv:0	25	0	green
69	--	25	1/2	red
70	G:m, inv:0	26	0	green
71	D:m, inv:1	27	0	green
72	D:m, inv:0	27	1/2	yellow
73	d:KeyMode.MINOR	28	0	yellow
74	A:Mm7, inv:0	28	0	yellow
75	g:KeyMode.MINOR	29	0	green
76	D:M, inv:0	29	0	green
77	C:m, inv:1	30	0	green
78	A:%7, inv:1	30	1/4	yellow
79	--	30	1/2	red
80	D:M, inv:0	31	0	yellow
81	D:Mm7, inv:0	31	1/4	red
82	--	31	1/2	red
83	G:m, inv:0	32	0	red
84	--	32	3/16	red
85	--	32	1/4	red
86	--	32	1/2	green
87	D:M, inv:0	33	0	green
88	--	33	1/2	red
