	label	mc	mc_onset	color_name
0	Bb:KeyMode.MAJOR	1	3/8	green
1	Bb:M, inv:0	1	3/8	green
2	--	1	7/8	yellow
3	F:M, inv:0	2	0	green
4	--	2	3/8	red
5	--	2	1/2	red
6	F:Mm7, inv:3	2	3/4	red
7	Bb:M, inv:1	3	0	green
8	--	3	1/2	red
9	F:Mm7, inv:1	3	3/4	red
10	--	3	7/8	green
11	Bb:M, inv:0	4	0	green
12	--	4	3/8	yellow
13	--	4	1/2	red
14	F:M, inv:0	5	0	green
15	F:Mm7, inv:3	5	1/4	yellow
16	Bb:M, inv:1	5	1/2	green
17	Eb:M, inv:0	6	0	green
18	c:KeyMode.MINOR	6	1/4	red
19	B:o, inv:1	6	1/4	red
20	Bb:KeyMode.MAJOR	6	1/2	green
21	C:m, inv:0	6	1/2	green
22	Bb:M, inv:1	7	0	red
23	Bb:M, inv:0	7	1/4	green
24	--	7	1/2	red
25	G:m, inv:0	7	1/2	green
26	F:KeyMode.MAJOR	8	0	green
27	C:M, inv:0	8	0	green
28	Bb:KeyMode.MAJOR	8	1/2	green
29	F:Mm7, inv:1	8	1/2	green
30	--	9	0	red
31	Bb:M, inv:0	9	0	green
32	--	9	1/2	red
33	--	9	1/2	red
34	--	9	3/4	red
35	G:mm7, inv:0	9	7/8	red
36	F:KeyMode.MAJOR	10	0	green
37	C:M, inv:0	10	0	green
38	Bb:KeyMode.MAJOR	10	1/4	red
39	F:M, inv:1	10	1/4	green
40	F:KeyMode.MAJOR	10	1/2	green
41	C:Mm7, inv:3	10	1/2	red
42	--	10	5/8	red
43	--	10	3/4	yellow
44	Bb:KeyMode.MAJOR	11	0	red
45	F:M, inv:0	11	0	green
46	--	13	3/8	red
47	Bb:M, inv:0	14	0	red
48	Bb:M, inv:1	14	3/4	red
49	Eb:M, inv:0	15	0	red
50	--	15	5/8	red
51	--	15	5/8	red
52	g:KeyMode.MINOR	15	3/4	green
53	F#:o, inv:1	15	3/4	red
54	D:M, inv:0	16	0	green
55	Bb:KeyMode.MAJOR	16	1/4	red
56	C:m, inv:1	16	1/4	red
57	c:KeyMode.MINOR	16	3/8	green
58	G:Mm7, inv:0	16	3/8	green
59	Bb:KeyMode.MAJOR	16	1/2	red
60	C:m, inv:0	16	1/2	green
61	--	16	5/8	red
62	--	16	3/4	red
63	--	16	7/8	red
64	Bb:M, inv:1	17	0	red
65	--	17	1/8	red
66	F:M, inv:2	17	1/4	red
67	--	17	3/8	red
68	Bb:M, inv:0	17	1/2	red
69	--	17	5/8	red
70	g:KeyMode.MINOR	17	3/4	green
71	D:M, inv:0	17	3/4	green
72	Bb:KeyMode.MAJOR	18	0	red
73	G:m, inv:0	18	0	red
74	C:m, inv:1	18	1/4	red
75	c:KeyMode.MINOR	18	3/8	red
76	B:o, inv:1	18	3/8	red
77	--	18	1/2	green
78	G:M, inv:0	18	1/2	yellow
79	--	18	3/4	red
80	--	18	7/8	green
81	Bb:KeyMode.MAJOR	19	0	red
82	C:m, inv:0	19	0	green
