	label	mc	mc_onset	color_name
0	e:KeyMode.MINOR	1	3/16	green
1	E:m, inv:0	1	3/16	green
2	D#:o, inv:1	1	1/4	red
3	E:m, inv:1	2	0	green
4	--	2	1/8	red
5	--	2	1/4	yellow
6	B:M, inv:1	3	0	yellow
7	B:Mm7, inv:0	3	1/4	green
8	E:m, inv:0	4	0	green
9	--	4	1/8	red
10	E:m, inv:1	5	0	green
11	--	5	1/4	red
12	E:m, inv:0	6	0	green
13	B:M, inv:1	6	1/8	yellow
14	B:Mm7, inv:0	6	1/4	green
15	E:m, inv:0	7	0	green
16	B:M, inv:1	7	1/8	yellow
17	B:Mm7, inv:0	7	1/4	green
18	E:m, inv:0	8	0	green
19	G:KeyMode.MAJOR	8	1/8	red
20	D:Mm7, inv:0	8	1/8	red
21	--	8	1/4	red
22	e:KeyMode.MINOR	9	0	green
23	B:M, inv:0	9	0	green
24	C:M, inv:0	10	0	red
25	a:KeyMode.MINOR	10	1/8	red
26	E:Mm7, inv:0	10	1/8	red
27	--	10	1/4	green
28	--	10	1/4	yellow
29	e:KeyMode.MINOR	11	0	red
30	A:m, inv:0	11	0	green
31	--	11	1/8	red
32	G:KeyMode.MAJOR	11	1/4	green
33	D:Mm7, inv:1	11	1/4	green
34	e:KeyMode.MINOR	12	0	red
35	E:m, inv:1	12	0	red
36	--	12	1/8	red
37	--	12	1/4	red
38	E:m, inv:0	12	1/4	red
39	--	13	0	red
40	D:M, inv:0	13	0	green
41	G:KeyMode.MAJOR	13	1/8	green
42	D:Mm7, inv:3	13	1/8	yellow
43	--	13	1/4	red
44	E:m, inv:0	14	0	green
45	A:m, inv:1	14	1/8	red
46	--	14	1/4	yellow
47	D:M, inv:0	15	0	green
48	--	15	1/4	red
49	--	16	0	red
50	--	16	1/8	green
51	--	16	1/4	yellow
52	--	18	3/16	red
53	C:KeyMode.MAJOR	18	3/8	red
54	G:Mm7, inv:0	18	3/8	yellow
55	--	18	7/16	red
56	--	18	7/16	red
57	a:KeyMode.MINOR	19	0	green
58	E:Mm7, inv:0	19	0	yellow
59	E:M, inv:0	19	1/8	green
60	A:m, inv:0	20	0	yellow
61	--	20	1/8	green
62	--	20	1/4	red
63	C:KeyMode.MAJOR	21	0	red
64	G:Mm7, inv:2	21	0	red
65	a:KeyMode.MINOR	21	1/8	green
66	E:M, inv:0	21	1/8	green
67	--	21	1/4	yellow
68	A:m, inv:0	22	0	green
69	--	22	1/8	red
70	G:M, inv:0	23	0	red
71	--	23	1/8	red
72	F:M, inv:0	24	0	yellow
73	--	24	1/4	red
74	B:%7, inv:1	25	0	green
75	E:M, inv:0	25	1/8	green
76	--	25	1/4	yellow
77	A:m, inv:0	26	0	green
78	d:KeyMode.MINOR	26	1/4	red
79	C#:o, inv:2	26	1/4	red
80	a:KeyMode.MINOR	27	0	red
81	F#:m, inv:0	27	0	red
82	--	27	1/4	red
83	--	27	1/4	red
84	--	28	0	red
85	B:m, inv:0	28	0	green
86	C:KeyMode.MAJOR	28	1/4	red
87	G:Mm7, inv:0	28	1/4	red
88	--	29	0	red
89	G:KeyMode.MAJOR	30	0	red
90	D:Mm7, inv:3	30	0	red
91	--	30	1/4	red
92	G:M, inv:1	31	0	red
93	--	31	1/8	red
94	F#:o, inv:1	31	1/4	yellow
95	e:KeyMode.MINOR	32	0	green
96	B:M, inv:0	32	0	green
97	a:KeyMode.MINOR	32	1/4	green
98	E:Mm7, inv:1	32	1/4	green
99	e:KeyMode.MINOR	33	0	green
100	A:m, inv:0	33	0	green
101	--	33	1/8	red
102	B:Mm7, inv:3	33	1/4	yellow
103	E:m, inv:1	34	0	green
104	--	34	3/16	red
105	--	34	1/4	green
106	F#:%7, inv:1	35	0	green
107	B:M, inv:0	35	1/8	green
108	--	35	1/4	yellow
109	E:m, inv:0	36	0	green
110	--	37	0	red
111	--	37	1/8	red
112	--	37	1/8	red
113	--	37	5/16	red
114	--	38	0	green
115	G:M, inv:0	38	0	green
116	a:KeyMode.MINOR	38	1/8	yellow
117	G#:o, inv:0	38	1/8	red
118	e:KeyMode.MINOR	39	0	green
119	A:M, inv:0	39	0	green
120	--	39	1/8	red
121	--	39	5/16	red
122	B:M, inv:1	40	0	green
123	B:m, inv:0	40	1/4	yellow
124	A:M, inv:1	41	0	red
125	A:m, inv:1	42	0	red
126	A:m, inv:0	42	1/8	red
127	D#:o, inv:0	42	1/4	red
128	E:m, inv:0	43	0	green
129	--	43	1/8	red
130	--	45	3/16	green
