chord_root_tpc	chord_root_midi	chord_type	chord_inversion	key_tonic_tpc	key_tonic_midi	key_mode	duration
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	3/4
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/4
4	4	ChordType.MINOR	1	2	2	KeyMode.MAJOR	1/4
4	4	ChordType.MINOR	1	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	3/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	1	2	2	KeyMode.MAJOR	1/8
5	11	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
5	11	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
5	11	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
5	11	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	1	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	1	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	1	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	1	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
4	4	ChordType.MINOR	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MAJOR	1/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	3/4
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
2	2	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MAJOR	1/8
