chord_root_tpc	chord_root_midi	chord_type	chord_inversion	key_tonic_tpc	key_tonic_midi	key_mode	duration
-3	3	ChordType.MAJOR	0	-3	3	KeyMode.MAJOR	1/4
-2	10	ChordType.MAJOR	0	-3	3	KeyMode.MAJOR	1/4
0	0	ChordType.MINOR	0	-3	3	KeyMode.MAJOR	3/8
0	0	ChordType.MINOR	0	-3	3	KeyMode.MAJOR	3/32
0	0	ChordType.MINOR	0	-3	3	KeyMode.MAJOR	1/32
4	4	ChordType.DIM7	2	-1	5	KeyMode.MINOR	1/8
4	4	ChordType.DIM7	2	-1	5	KeyMode.MINOR	3/32
4	4	ChordType.DIM7	2	-1	5	KeyMode.MINOR	1/32
-1	5	ChordType.MAJOR	1	-2	10	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/32
6	6	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/96
6	6	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/96
6	6	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/96
6	6	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/32
6	6	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/32
0	0	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/8
6	6	ChordType.DIM7	1	1	7	KeyMode.MINOR	1/16
6	6	ChordType.DIM7	1	1	7	KeyMode.MINOR	1/16
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/16
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/16
0	0	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/8
6	6	ChordType.DIM7	1	1	7	KeyMode.MINOR	1/16
6	6	ChordType.DIM7	1	1	7	KeyMode.MINOR	1/16
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MINOR	0	-3	3	KeyMode.MAJOR	1/8
-2	10	ChordType.MAJ_MIN7	2	-3	3	KeyMode.MAJOR	1/8
-3	3	ChordType.MAJOR	0	-3	3	KeyMode.MAJOR	1/8
-2	10	ChordType.MAJOR	1	-3	3	KeyMode.MAJOR	1/24
-2	10	ChordType.MAJOR	1	-3	3	KeyMode.MAJOR	1/24
-2	10	ChordType.MAJOR	1	-3	3	KeyMode.MAJOR	1/24
-2	10	ChordType.MAJ_MIN7	0	-3	3	KeyMode.MAJOR	1/24
-2	10	ChordType.MAJ_MIN7	0	-3	3	KeyMode.MAJOR	1/24
-2	10	ChordType.MAJ_MIN7	0	-3	3	KeyMode.MAJOR	1/24
4	4	ChordType.DIM7	2	-1	5	KeyMode.MINOR	1/4
-2	10	ChordType.MAJ_MIN7	0	-3	3	KeyMode.MAJOR	1/4
-7	11	ChordType.MAJOR	0	-3	3	KeyMode.MINOR	3/8
-7	11	ChordType.MAJOR	0	-3	3	KeyMode.MINOR	3/32
-7	11	ChordType.MAJOR	0	-3	3	KeyMode.MINOR	1/32
-6	6	ChordType.MAJ_MIN7	2	-7	11	KeyMode.MAJOR	1/8
-6	6	ChordType.MAJ_MIN7	2	-7	11	KeyMode.MAJOR	3/32
-6	6	ChordType.MAJ_MIN7	2	-7	11	KeyMode.MAJOR	1/32
-7	11	ChordType.MAJOR	0	-3	3	KeyMode.MINOR	1/8
-3	3	ChordType.MINOR	2	-3	3	KeyMode.MINOR	1/32
-3	3	ChordType.MINOR	2	-3	3	KeyMode.MINOR	1/96
-3	3	ChordType.MINOR	2	-3	3	KeyMode.MINOR	1/96
-3	3	ChordType.MINOR	2	-3	3	KeyMode.MINOR	1/96
-3	3	ChordType.MINOR	2	-3	3	KeyMode.MINOR	1/32
-3	3	ChordType.MINOR	2	-3	3	KeyMode.MINOR	1/32
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	1/8
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	1/16
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	1/16
-2	10	ChordType.MAJOR	0	-3	3	KeyMode.MINOR	1/8
