chord_root_tpc	chord_root_midi	chord_type	chord_inversion	key_tonic_tpc	key_tonic_midi	key_mode	duration
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/8
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/8
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/8
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	2	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	2	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	2	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	2	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	3/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/2
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
9	3	ChordType.DIMINISHED	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
10	10	ChordType.DIMINISHED	0	5	11	KeyMode.MAJOR	1/16
10	10	ChordType.DIMINISHED	0	5	11	KeyMode.MAJOR	1/16
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/4
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
4	4	ChordType.MAJOR	1	4	4	KeyMode.MAJOR	1/16
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
5	11	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/4
5	11	ChordType.MAJ_MIN7	0	4	4	KeyMode.MAJOR	1/4
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	1	5	11	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
4	4	ChordType.MAJOR	0	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
3	9	ChordType.MINOR	1	4	4	KeyMode.MAJOR	1/8
10	10	ChordType.DIMINISHED	1	5	11	KeyMode.MAJOR	1/8
10	10	ChordType.DIMINISHED	1	5	11	KeyMode.MAJOR	1/8
10	10	ChordType.DIMINISHED	1	5	11	KeyMode.MAJOR	1/8
10	10	ChordType.DIMINISHED	1	5	11	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	0	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	0	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	0	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	0	6	6	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/16
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/16
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	3	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	3	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	3	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	3	6	6	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/8
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/16
11	5	ChordType.DIM7	2	6	6	KeyMode.MAJOR	1/16
6	6	ChordType.MAJOR	0	5	11	KeyMode.MAJOR	1/8
