chord_root_tpc	chord_root_midi	chord_type	chord_inversion	key_tonic_tpc	key_tonic_midi	key_mode	duration
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/32
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	7/32
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/32
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	15/32
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/32
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	3/16
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/32
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/32
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/4
0	0	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/4
1	7	ChordType.MAJOR	1	0	0	KeyMode.MINOR	15/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	1/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	7/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	1/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	15/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	1/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	3/16
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	1/32
5	11	ChordType.DIM7	0	0	0	KeyMode.MINOR	1/32
4	4	ChordType.DIM7	2	-1	5	KeyMode.MINOR	1/4
-1	5	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/4
0	0	ChordType.MAJOR	1	-1	5	KeyMode.MINOR	15/32
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/32
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	7/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	15/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	3/16
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/32
-3	3	ChordType.MIN_MIN7	1	0	0	KeyMode.MINOR	7/32
-3	3	ChordType.MAJ_MIN7	1	-4	8	KeyMode.MAJOR	1/32
-3	3	ChordType.MAJ_MIN7	1	-4	8	KeyMode.MAJOR	1/4
-3	3	ChordType.MAJ_MIN7	1	-4	8	KeyMode.MAJOR	7/32
-4	8	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/32
-4	8	ChordType.MAJOR	0	0	0	KeyMode.MINOR	7/32
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	1/32
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	7/32
-3	3	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/32
-3	3	ChordType.MINOR	2	0	0	KeyMode.MINOR	15/32
3	9	ChordType.MAJOR	1	-2	10	KeyMode.MAJOR	1/32
3	9	ChordType.MAJOR	1	-2	10	KeyMode.MAJOR	7/32
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	1/32
3	9	ChordType.DIM7	0	-2	10	KeyMode.MINOR	7/32
-5	1	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/32
-5	1	ChordType.MAJOR	0	0	0	KeyMode.MINOR	15/32
2	2	ChordType.DIM7	0	-3	3	KeyMode.MAJOR	1/32
2	2	ChordType.DIM7	0	-3	3	KeyMode.MAJOR	7/32
2	2	ChordType.DIM7	0	-3	3	KeyMode.MAJOR	1/32
2	2	ChordType.DIM7	0	-3	3	KeyMode.MAJOR	7/32
-4	8	ChordType.MAJOR	2	0	0	KeyMode.MINOR	1/32
-4	8	ChordType.MAJOR	2	0	0	KeyMode.MINOR	15/32
-4	8	ChordType.MAJOR	2	0	0	KeyMode.MINOR	1/32
-4	8	ChordType.MAJOR	2	0	0	KeyMode.MINOR	7/32
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/32
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	7/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	1/32
-2	10	ChordType.MINOR	2	0	0	KeyMode.MINOR	7/32
4	4	ChordType.DIM7	1	-1	5	KeyMode.MINOR	1/32
4	4	ChordType.DIM7	1	-1	5	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
6	6	ChordType.MAJOR	1	1	7	KeyMode.MAJOR	1/8
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
6	6	ChordType.DIM7	3	1	7	KeyMode.MAJOR	1/8
6	6	ChordType.DIM7	3	1	7	KeyMode.MAJOR	1/8
1	7	ChordType.MAJ_MIN7	2	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJ_MIN7	2	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/8
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	3/32
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/32
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJOR	0	0	0	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	1	0	0	KeyMode.MINOR	1/8
6	6	ChordType.DIM7	3	1	7	KeyMode.MAJOR	1/8
6	6	ChordType.DIM7	3	1	7	KeyMode.MAJOR	1/8
1	7	ChordType.MAJ_MIN7	2	0	0	KeyMode.MINOR	1/8
1	7	ChordType.MAJ_MIN7	2	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
0	0	ChordType.MINOR	0	0	0	KeyMode.MINOR	1/8
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	1/8
6	6	ChordType.DIM7	0	1	7	KeyMode.MAJOR	3/32
