chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/2	1	0
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/4	1	1/2
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/4	1	3/4
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	3/4	2	0
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	2	3/4
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	2	7/8
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	3	0
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	3	1/8
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	3	1/4
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	3	3/8
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	3	1/2
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	3	5/8
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	3	3/4
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	3	7/8
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	4	0
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	4	1/8
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	4	1/4
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	4	3/8
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	4	1/2
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	4	5/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	4	3/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	4	7/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	5	0
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	5	1/8
2	2	ChordType.MAJOR	2			1	7	KeyMode.MINOR	1/8	5	1/4
2	2	ChordType.MAJOR	2			1	7	KeyMode.MINOR	1/8	5	3/8
1	7	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	5	1/2
1	7	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	5	5/8
8	8	ChordType.DIMINISHED	1	:-2	:10	3	9	KeyMode.MAJOR	1/8	5	3/4
8	8	ChordType.DIMINISHED	1	:-2	:10	3	9	KeyMode.MAJOR	1/8	5	7/8
3	9	ChordType.MAJOR	0	:8;4:-1;7:2	:8;4:5;1:2	2	2	KeyMode.MINOR	3/8	6	0
3	9	ChordType.MAJOR	0	:8;4:-1;7:2	:8;4:5;1:2	2	2	KeyMode.MINOR	1/16	6	3/8
3	9	ChordType.MAJOR	0	:8;4:-1;7:2	:8;4:5;1:2	2	2	KeyMode.MINOR	1/16	6	7/16
3	9	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/2	6	1/2
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/2	7	0
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/4	7	1/2
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/4	7	3/4
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	3/4	8	0
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	8	3/4
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	8	7/8
-1	5	ChordType.MAJOR	0	3:-2	9:10	2	2	KeyMode.MINOR	1/8	9	0
-1	5	ChordType.MAJOR	0	3:-2	9:10	2	2	KeyMode.MINOR	1/8	9	1/8
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	9	1/4
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	9	3/8
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	9	1/2
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	9	5/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	9	3/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	9	7/8
1	7	ChordType.MINOR	0	-2:0	10:0	2	2	KeyMode.MINOR	1/8	10	0
1	7	ChordType.MINOR	0	-2:0	10:0	2	2	KeyMode.MINOR	1/8	10	1/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	10	1/4
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	10	3/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	10	1/2
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	10	5/8
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	10	3/4
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	10	7/8
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	11	0
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	11	1/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	1/4
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	3/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	1/2
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	5/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	3/4
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	7/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	12	0
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	12	1/8
8	8	ChordType.DIM7	0			3	9	KeyMode.MAJOR	1/8	12	1/4
8	8	ChordType.DIM7	0			3	9	KeyMode.MAJOR	1/8	12	3/8
8	8	ChordType.DIM7	0			3	9	KeyMode.MAJOR	1/8	12	1/2
8	8	ChordType.DIM7	0			3	9	KeyMode.MAJOR	1/8	12	5/8
8	8	ChordType.DIM7	0			3	9	KeyMode.MAJOR	1/8	12	3/4
8	8	ChordType.DIM7	0			3	9	KeyMode.MAJOR	1/8	12	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	3/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	1/2
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	5/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	3/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	13	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	3/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	1/2
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	5/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	3/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	14	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	3/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	1/2
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	5/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	3/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	15	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	3/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	1/2
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	5/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	3/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	16	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	3/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	1/2
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	5/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	3/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	17	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	3/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	1/2
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	5/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	3/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	18	7/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	19	0
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	19	1/8
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	19	1/4
3	9	ChordType.MAJOR	0	4:-1;7:2	4:5;1:2	2	2	KeyMode.MINOR	1/8	19	3/8
