chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	1	3/4	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	2	0	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	2	1/4	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	2	1/2	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	2	3/4	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	3	0	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/8	3	1/4	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/24	3	3/8	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/24	3	5/12	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/24	3	11/24	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	3	1/2	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	3	3/4	f.i{
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	4	0	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	4	1/4	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	4	1/2	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	4	3/4	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	5	0	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/8	5	1/4	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/24	5	3/8	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/24	5	5/12	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/24	5	11/24	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	5	1/2	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/4	5	3/4	V65
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	6	0	i
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/8	6	1/4	i
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/24	6	3/8	i
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/24	6	5/12	i
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/24	6	11/24	i
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	6	1/2	i
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	6	3/4	i
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/4	7	0	#viio6
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/8	7	1/4	#viio6
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/24	7	3/8	#viio6
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/24	7	5/12	#viio6
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/24	7	11/24	#viio6
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/4	7	1/2	#viio6
4	4	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/4	7	3/4	#viio6
-1	5	ChordType.MINOR	1			-1	5	KeyMode.MINOR	1/4	8	0	i6
-1	5	ChordType.MINOR	1			-1	5	KeyMode.MINOR	1/4	8	1/4	i6
1	7	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/8	8	1/2	iio6
1	7	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/8	8	5/8	iio6
1	7	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/8	8	3/4	iio6
1	7	ChordType.DIMINISHED	1			-1	5	KeyMode.MINOR	1/8	8	7/8	iio6
0	0	ChordType.MAJOR	0	4:-1	4:5	-1	5	KeyMode.MINOR	1/4	9	0	V(4)}
0	0	ChordType.MAJOR	0			-1	5	KeyMode.MINOR	1/2	9	1/4	V|HC
0	0	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	9	3/4	v{
0	0	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	10	0	v{
0	0	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	10	1/4	v{
0	0	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	10	1/2	v{
0	0	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/4	10	3/4	v{
0	0	ChordType.MINOR	0			-1	5	KeyMode.MINOR	3/8	11	0	v{
