chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	0	1/4
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	0	5/16
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	0	3/8
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	0	7/16
5	11	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	1	0
5	11	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	1	1/16
5	11	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	1	1/8
5	11	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	1	3/16
7	1	ChordType.MINOR	0			4	4	KeyMode.MAJOR	1/16	1	1/4
7	1	ChordType.MINOR	0			4	4	KeyMode.MAJOR	1/16	1	5/16
7	1	ChordType.MINOR	0			4	4	KeyMode.MAJOR	1/16	1	3/8
7	1	ChordType.MINOR	0			4	4	KeyMode.MAJOR	1/16	1	7/16
8	8	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/16	2	0
8	8	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/16	2	1/16
8	8	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/16	2	1/8
8	8	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/16	2	3/16
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	2	1/4
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	2	5/16
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	2	3/8
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	2	7/16
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	3	0
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	3	1/16
