chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	1	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/8	2	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	2	3/8	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	2	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	1/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	1/8	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	3/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	1/4	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	5/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	3/8	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	3	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	7/16	4	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	4	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/16	5	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	5	3/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/16	5	1/4	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	5	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	7/16	6	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	6	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/16	7	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	7	3/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/16	7	1/4	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	7	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	7/16	8	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	8	7/16	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/16	9	0	G.I{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/16	9	3/16	G.I{
4	4	ChordType.MINOR	0			2	2	KeyMode.MAJOR	3/16	9	1/4	ii/V
4	4	ChordType.MINOR	0			2	2	KeyMode.MAJOR	1/16	9	7/16	ii/V
3	9	ChordType.MAJOR	0	4:6;7:2	4:6;1:2	2	2	KeyMode.MAJOR	1/2	10	0	V(64)/V
3	9	ChordType.MAJOR	0	4:6;7:2	4:6;1:2	2	2	KeyMode.MAJOR	1/4	11	0	V(64)/V
3	9	ChordType.MAJ_MIN7	0			2	2	KeyMode.MAJOR	1/4	11	1/4	V7/V
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	7/16	12	0	I/V|HC}
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/16	12	7/16	IV/IV.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	3/8	13	0	IV/IV.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/16	13	3/8	IV/IV.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/16	13	7/16	IV/IV.I{
