chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/8	1	3/8	F.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	3/8	2	0	F.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/24	2	3/8	F.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/24	2	5/12	F.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/24	2	11/24	F.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	3/8	3	0	F.I{
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/8	3	3/8	F.I{
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	3/8	4	0	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/24	4	3/8	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/24	4	5/12	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/24	4	11/24	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	3/8	5	0	V65
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	5	3/8	V65
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	3/32	6	0	I
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/32	6	3/32	I
-1	5	ChordType.MAJOR	0			-1	5	KeyMode.MAJOR	1/8	6	1/8	I
0	0	ChordType.MAJ_MIN7	2			-1	5	KeyMode.MAJOR	1/8	6	1/4	V43
0	0	ChordType.MAJ_MIN7	2			-1	5	KeyMode.MAJOR	1/8	6	3/8	V43
-1	5	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/8	7	0	I6
-1	5	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/8	7	1/8	I6
1	7	ChordType.MIN_MIN7	1			-1	5	KeyMode.MAJOR	1/8	7	1/4	ii65
