chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	5/16	1	9/8	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/16	1	23/16	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	9/8	2	0	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	5/16	2	9/8	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/16	2	23/16	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	3/8	3	0	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	5/16	3	3/8	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	1/16	3	11/16	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	3/8	3	3/4	f.i{
-1	5	ChordType.MINOR	0			-1	5	KeyMode.MINOR	3/8	3	9/8	f.i{
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	5/8	4	0	V6
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	1/8	4	5/8	V6
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	9/16	4	3/4	viio43/V
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	1/16	4	21/16	viio43/V
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	1/16	4	11/8	viio43/V
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	1/16	4	23/16	viio43/V
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	9/8	5	0	V6|HC}
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	5/16	5	9/8	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	1/16	5	23/16	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	9/8	6	0	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	5/16	6	9/8	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	1/16	6	23/16	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	3/8	7	0	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	5/16	7	3/8	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	1/16	7	11/16	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	3/8	7	3/4	bII.I{
-6	6	ChordType.MAJOR	0			-6	6	KeyMode.MAJOR	3/8	7	9/8	bII.I{
-5	1	ChordType.MAJOR	1			-6	6	KeyMode.MAJOR	5/8	8	0	V6
-5	1	ChordType.MAJOR	1			-6	6	KeyMode.MAJOR	1/8	8	5/8	V6
0	0	ChordType.DIM7	2			-5	1	KeyMode.MAJOR	9/16	8	3/4	viio43/V
0	0	ChordType.DIM7	2			-5	1	KeyMode.MAJOR	1/16	8	21/16	viio43/V
0	0	ChordType.DIM7	2			-5	1	KeyMode.MAJOR	1/16	8	11/8	viio43/V
0	0	ChordType.DIM7	2			-5	1	KeyMode.MAJOR	1/16	8	23/16	viio43/V
-5	1	ChordType.MAJOR	1			-6	6	KeyMode.MAJOR	3/2	9	0	V6|HC}
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	5/8	10	0	i.V6{
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	1/8	10	5/8	i.V6{
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	9/16	10	3/4	viio43/V
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	1/16	10	21/16	viio43/V
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	1/16	10	11/8	viio43/V
5	11	ChordType.DIM7	2			0	0	KeyMode.MAJOR	1/16	10	23/16	viio43/V
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	3/8	11	0	V6
