chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	7/16	0	0
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	0	7/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/16	0	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	0	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/16	1	0
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	1	3/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/16	1	1/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	1	7/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	1	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/2	2	0
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	2	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/2	3	0
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/4	3	1/2
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	7/16	4	0
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	4	7/16
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	3/16	4	1/2
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	4	11/16
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	3/16	5	0
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	5	3/16
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	3/16	5	1/4
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	5	7/16
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/4	5	1/2
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/2	6	0
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/4	6	1/2
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/2	7	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	7	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	3/8	8	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	8	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	8	1/2
5	11	ChordType.DIM7	2			0	0	KeyMode.MINOR	1/2	9	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	9	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	3/8	10	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	10	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	10	1/2
5	11	ChordType.DIM7	2			0	0	KeyMode.MINOR	1/2	11	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	11	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	3/8	12	0
