chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	3/16	1	0	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/16	1	3/16	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/2	1	1/4	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	3/16	2	0	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/16	2	3/16	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/2	2	1/4	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/4	3	0	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/4	3	1/4	Eb.ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/4	3	1/2	Eb.ii65{
3	9	ChordType.DIM7	0			-2	10	KeyMode.MAJOR	3/4	4	0	viio7/V
3	9	ChordType.DIM7	0			-2	10	KeyMode.MAJOR	1/4	5	0	viio7/V
3	9	ChordType.DIM7	0			-2	10	KeyMode.MAJOR	1/4	5	1/4	viio7/V
3	9	ChordType.DIM7	0			-2	10	KeyMode.MAJOR	1/4	5	1/2	viio7/V
-2	10	ChordType.MAJOR	0	-1:1;2:-3	5:7;2:3	-3	3	KeyMode.MAJOR	3/4	6	0	V(64)
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/8	7	0	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/8	7	1/8	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/16	7	1/4	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/16	7	5/16	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/16	7	3/8	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/16	7	7/16	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/8	7	1/2	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/8	7	5/8	V7
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	8	0	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	8	1/16	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	8	1/8	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	8	3/16	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	8	1/4	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	8	1/3	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	8	5/12	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	8	1/2	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	8	7/12	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	8	2/3	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	0	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	1/12	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	1/6	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	1/4	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	1/3	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	5/12	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	1/2	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	7/12	I|PAC}
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/12	9	2/3	I|PAC}
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	3/16	10	0	ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/16	10	3/16	ii65{
-1	5	ChordType.MIN_MIN7	1			-3	3	KeyMode.MAJOR	1/2	10	1/4	ii65{
