chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	0	3/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	1	0
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	1	1/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	1	1/4
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	1	3/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	2	0
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	2	1/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	2	1/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	2	3/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	3	0
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	3	1/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	3	1/4
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	3	3/8
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	4	0
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	4	1/8
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	4	1/4
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	4	3/8
1	7	ChordType.MINOR	1			1	7	KeyMode.MINOR	1/8	5	0
1	7	ChordType.MINOR	1			1	7	KeyMode.MINOR	1/8	5	1/8
1	7	ChordType.MINOR	1			1	7	KeyMode.MINOR	1/8	5	1/4
1	7	ChordType.MINOR	1			1	7	KeyMode.MINOR	1/8	5	3/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	6	0
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	6	1/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	6	1/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	6	3/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	7	0
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	7	1/8
3	9	ChordType.DIMINISHED	1			1	7	KeyMode.MINOR	1/8	7	1/4
3	9	ChordType.DIMINISHED	1			1	7	KeyMode.MINOR	1/8	7	3/8
1	7	ChordType.MINOR	2			1	7	KeyMode.MINOR	3/16	8	0
1	7	ChordType.MINOR	2			1	7	KeyMode.MINOR	1/32	8	3/16
1	7	ChordType.MINOR	2			1	7	KeyMode.MINOR	1/32	8	7/32
2	2	ChordType.MAJOR	0			1	7	KeyMode.MINOR	1/8	8	1/4
2	2	ChordType.MAJOR	0			1	7	KeyMode.MINOR	1/8	8	3/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	9	0
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	9	1/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	9	1/4
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	9	3/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	10	0
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	10	1/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	10	1/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	10	3/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	11	0
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	11	1/8
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	11	1/4
1	7	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	11	3/8
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	12	0
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	12	1/8
0	0	ChordType.MINOR	0			1	7	KeyMode.MINOR	1/8	12	1/4
3	9	ChordType.DIMINISHED	1			-2	10	KeyMode.MAJOR	1/8	12	3/8
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	0
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	1/16
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	1/8
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	3/16
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	1/4
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	5/16
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	3/8
-2	10	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/16	13	7/16
0	0	ChordType.MINOR	1			-2	10	KeyMode.MAJOR	1/8	14	0
0	0	ChordType.MINOR	1			-2	10	KeyMode.MAJOR	1/8	14	1/8
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	14	1/4
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	14	3/8
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	0
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	1/16
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	1/8
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	3/16
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	1/4
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	5/16
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	3/8
-1	5	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	15	7/16
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	0
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	1/16
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	1/8
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	3/16
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	1/4
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	5/16
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	3/8
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MAJOR	1/16	16	7/16
-2	10	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/16	17	0
-2	10	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/32	17	1/16
-2	10	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/96	17	3/32
-2	10	ChordType.MAJOR	0			-2	10	KeyMode.MAJOR	1/96	17	5/48
