chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/4	0	0
-2	10	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/4	0	1/4
0	0	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	3/8	1	0
0	0	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	3/32	1	3/8
0	0	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/32	1	15/32
4	4	ChordType.DIM7	2			-1	5	KeyMode.MINOR	1/8	2	0
4	4	ChordType.DIM7	2			-1	5	KeyMode.MINOR	3/32	2	1/8
4	4	ChordType.DIM7	2			-1	5	KeyMode.MINOR	1/32	2	7/32
-1	5	ChordType.MAJOR	1			-2	10	KeyMode.MAJOR	1/8	2	1/4
6	6	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	2	3/8
6	6	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/96	2	13/32
6	6	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/96	2	5/12
6	6	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/96	2	41/96
6	6	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	2	7/16
6	6	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	2	15/32
0	0	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/8	3	0
6	6	ChordType.DIM7	1			1	7	KeyMode.MINOR	1/16	3	1/8
6	6	ChordType.DIM7	1			1	7	KeyMode.MINOR	1/16	3	3/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	3	1/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	3	3/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	3	7/16
0	0	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/8	4	0
6	6	ChordType.DIM7	1			1	7	KeyMode.MINOR	1/16	4	1/8
6	6	ChordType.DIM7	1			1	7	KeyMode.MINOR	1/16	4	3/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	4	1/4
1	7	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/8	4	3/8
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/8	5	0
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	5	1/8
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/24	5	1/4
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/24	5	7/24
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/24	5	1/3
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/24	5	3/8
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/24	5	5/12
