chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	0	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	1/8	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	1/4	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	3/8	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	1/2	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	5/8	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	3/4	E.I[I{
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	1	7/8	E.I[I{
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	2	0	IV
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	2	1/8	IV
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	2	1/4	IV
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/8	2	3/8	IV
6	6	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/8	2	1/2	ii6
6	6	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/8	2	5/8	ii6
6	6	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/8	2	3/4	ii6
6	6	ChordType.MINOR	1			4	4	KeyMode.MAJOR	1/8	2	7/8	ii6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/8	3	0	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/8	3	1/8	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/8	3	1/4	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/8	3	3/8	viio6
5	11	ChordType.MAJ_MIN7	2			4	4	KeyMode.MAJOR	1/8	3	1/2	V43
5	11	ChordType.MAJ_MIN7	2			4	4	KeyMode.MAJOR	1/8	3	5/8	V43
5	11	ChordType.MAJ_MIN7	2			4	4	KeyMode.MAJOR	1/8	3	3/4	V43
5	11	ChordType.MAJ_MIN7	2			4	4	KeyMode.MAJOR	1/8	3	7/8	V43
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	3/8	4	0	I]|IAC}
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	4	3/8	I]|IAC}
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	4	7/16	I]|IAC}
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/2	4	1/2	I]|IAC}
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	0	I]|IAC}
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	1/16	I]|IAC}
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	5	1/8	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	5	3/16	viio6
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	5	1/4	I6
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	5	5/16	I6
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	3/8	IV
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	7/16	IV
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	1/2	I
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	9/16	I
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	5	5/8	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	5	11/16	viio6
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	5	3/4	I6
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	5	13/16	I6
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	7/8	IV
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	5	15/16	IV
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	6	0	I
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	6	1/16	I
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	6	1/8	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	6	3/16	viio6
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	6	1/4	I6
4	4	ChordType.MAJOR	1			4	4	KeyMode.MAJOR	1/16	6	5/16	I6
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	6	3/8	IV
3	9	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	6	7/16	IV
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	6	1/2	I
4	4	ChordType.MAJOR	0			4	4	KeyMode.MAJOR	1/16	6	9/16	I
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	6	5/8	viio6
9	3	ChordType.DIMINISHED	1			4	4	KeyMode.MAJOR	1/16	6	11/16	viio6
