chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/4	0	0
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	3/16	0	1/4
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/16	0	7/16
11	5	ChordType.DIMINISHED	2			6	6	KeyMode.MAJOR	1/4	1	0
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	1	1/4
6	6	ChordType.MAJ_MIN7	0			5	11	KeyMode.MAJOR	1/8	1	3/8
5	11	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	1/8	2	0
5	11	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	1/32	2	1/8
5	11	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	1/32	2	5/32
5	11	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	1/32	2	3/16
5	11	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	1/32	2	7/32
7	1	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	3/16	2	1/4
7	1	ChordType.MAJOR	1			6	6	KeyMode.MAJOR	1/16	2	7/16
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/32	3	0
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/32	3	1/32
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/32	3	1/16
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/32	3	3/32
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	3	1/8
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	3/16	4	0
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/16	4	3/16
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	1/4
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	3/8
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	1/2
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	5/8
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	3/4
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	7/8
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	1
6	6	ChordType.MAJOR	0			6	6	KeyMode.MAJOR	1/8	5	9/8
7	1	ChordType.MAJ_MIN7	0			6	6	KeyMode.MAJOR	1/8	6	1/4
