chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	0	0
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/32	0	1/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/32	0	11/32
1	7	ChordType.MAJOR	2			0	0	KeyMode.MINOR	3/32	0	3/8
1	7	ChordType.MAJOR	2			0	0	KeyMode.MINOR	1/32	0	15/32
6	6	ChordType.DIM7	0			1	7	KeyMode.MINOR	1/4	0	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	7/32	0	3/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	0	31/32
5	11	ChordType.DIM7	3			0	0	KeyMode.MINOR	1/4	1	0
5	11	ChordType.DIM7	3			0	0	KeyMode.MINOR	3/32	1	1/4
5	11	ChordType.DIM7	3			0	0	KeyMode.MINOR	1/32	1	11/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	3/32	1	3/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	1	15/32
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/4	1	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	7/32	1	3/4
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/32	1	31/32
6	6	ChordType.DIM7	3			1	7	KeyMode.MINOR	1/4	2	0
6	6	ChordType.DIM7	3			1	7	KeyMode.MINOR	3/32	2	1/4
6	6	ChordType.DIM7	3			1	7	KeyMode.MINOR	1/32	2	11/32
2	2	ChordType.MAJOR	0			1	7	KeyMode.MINOR	3/32	2	3/8
2	2	ChordType.MAJOR	0			1	7	KeyMode.MINOR	1/32	2	15/32
6	6	ChordType.DIM7	2			1	7	KeyMode.MINOR	1/4	2	1/2
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	3/32	2	3/4
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	1/32	2	27/32
2	2	ChordType.MAJOR	0			1	7	KeyMode.MINOR	3/32	2	7/8
2	2	ChordType.MAJOR	0			1	7	KeyMode.MINOR	1/32	2	31/32
6	6	ChordType.DIM7	2			1	7	KeyMode.MINOR	1/4	3	0
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	1/8	3	1/4
0	0	ChordType.MAJ_MIN7	3			-1	5	KeyMode.MINOR	1/8	3	3/8
-1	5	ChordType.MINOR	1			-3	3	KeyMode.MAJOR	1/8	3	1/2
-1	5	ChordType.MINOR	1			-3	3	KeyMode.MAJOR	1/8	3	5/8
-3	3	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/32	3	3/4
-3	3	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/64	3	25/32
-3	3	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/64	3	51/64
-3	3	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/64	3	13/16
-3	3	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/64	3	53/64
-3	3	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/64	3	27/32
