chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	7/16	1	0	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	1	7/16	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/16	1	1/2	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	1	11/16	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/16	2	0	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	2	3/16	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	3/16	2	1/4	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	2	7/16	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	2	1/2	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/2	3	0	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	3	1/2	c.i{
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/2	4	0	c.i{
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/4	4	1/2	V43
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	7/16	5	0	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	5	7/16	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	3/16	5	1/2	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	5	11/16	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	3/16	6	0	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	6	3/16	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	3/16	6	1/4	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/16	6	7/16	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/4	6	1/2	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/2	7	0	#viio65
5	11	ChordType.DIM7	1			0	0	KeyMode.MINOR	1/4	7	1/2	#viio65
