chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	11/32	1	0	c.i{
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/32	1	11/32	i6
1	7	ChordType.MAJOR	2			0	0	KeyMode.MINOR	3/32	1	3/8	V64
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/32	1	15/32	i
6	6	ChordType.DIM7	0			1	7	KeyMode.MAJOR	1/4	1	1/2	viio7/V
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	7/32	1	3/4	V}
5	11	ChordType.DIM7	3			0	0	KeyMode.MINOR	1/32	1	31/32	#viio2{
5	11	ChordType.DIM7	3			0	0	KeyMode.MINOR	11/32	2	0	#viio2{
5	11	ChordType.DIM7	3			0	0	KeyMode.MINOR	1/32	2	11/32	#viio2{
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	3/32	2	3/8	V
5	11	ChordType.DIM7	2			0	0	KeyMode.MINOR	1/32	2	15/32	#viio43
0	0	ChordType.MINOR	1	:5;1:-4;0:2	:11;7:8;0:2	0	0	KeyMode.MINOR	1/4	2	1/2	i6(#762)
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	7/32	2	3/4	i6}
6	6	ChordType.DIM7	3			1	7	KeyMode.MAJOR	1/32	2	31/32	viio2/V{
6	6	ChordType.DIM7	3			1	7	KeyMode.MAJOR	11/32	3	0	viio2/V{
6	6	ChordType.DIM7	3			1	7	KeyMode.MAJOR	1/32	3	11/32	viio2/V{
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/32	3	3/8	V/V
6	6	ChordType.DIM7	2			1	7	KeyMode.MAJOR	1/32	3	15/32	viio43/V
6	6	ChordType.DIM7	2			1	7	KeyMode.MAJOR	1/4	3	1/2	viio43/V
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	3/32	3	3/4	V6
6	6	ChordType.DIM7	3			1	7	KeyMode.MAJOR	1/32	3	27/32	viio2/V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/32	3	7/8	V/V
6	6	ChordType.DIM7	2			1	7	KeyMode.MAJOR	1/32	3	31/32	viio43/V
6	6	ChordType.DIM7	2			1	7	KeyMode.MAJOR	1/4	4	0	viio43/V
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	1/8	4	1/4	V6
0	0	ChordType.MAJ_MIN7	3			-1	5	KeyMode.MINOR	1/8	4	3/8	V2/iv
-1	5	ChordType.MINOR	1			-1	5	KeyMode.MINOR	1/8	4	1/2	i6/iv
-1	5	ChordType.MINOR	1			-1	5	KeyMode.MINOR	1/8	4	5/8	i6/iv
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/32	4	3/4	V7/III
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/96	4	25/32	V7/III
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/96	4	19/24	V7/III
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/96	4	77/96	V7/III
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/96	4	13/16	V7/III
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/96	4	79/96	V7/III
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/96	4	5/6	V7/III
