chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/2	0	0
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/4	0	1/2
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/4	0	3/4
3	9	ChordType.MAJOR	1			2	2	KeyMode.MINOR	3/4	1	0
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	1	3/4
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	1	7/8
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	2	0
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	2	1/8
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	2	1/4
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	2	3/8
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	2	1/2
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	2	5/8
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	2	3/4
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MINOR	1/8	2	7/8
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	3	0
2	2	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	3	1/8
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	3	1/4
3	9	ChordType.MAJOR	2			2	2	KeyMode.MINOR	1/8	3	3/8
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	3	1/2
2	2	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	3	5/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	3	3/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	3	7/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	4	0
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	4	1/8
2	2	ChordType.MINOR	2			2	2	KeyMode.MINOR	1/8	4	1/4
2	2	ChordType.MINOR	2			2	2	KeyMode.MINOR	1/8	4	3/8
1	7	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	4	1/2
1	7	ChordType.MINOR	1			2	2	KeyMode.MINOR	1/8	4	5/8
8	8	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	4	3/4
8	8	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	4	7/8
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/8	5	0
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/16	5	1/8
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/16	5	3/16
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/16	5	1/4
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/16	5	5/16
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/16	5	3/8
8	8	ChordType.DIM7	2			3	9	KeyMode.MINOR	1/16	5	7/16
3	9	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/2	5	1/2
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/2	6	0
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/4	6	1/2
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	1/4	6	3/4
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MAJOR	3/4	7	0
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	7	3/4
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MAJOR	1/8	7	7/8
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	8	0
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	8	1/8
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	8	1/4
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	8	3/8
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	8	1/2
-1	5	ChordType.MAJOR	0			2	2	KeyMode.MINOR	1/8	8	5/8
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	8	3/4
2	2	ChordType.MAJ_MIN7	1			1	7	KeyMode.MINOR	1/8	8	7/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	9	0
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	9	1/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	9	1/4
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	9	3/8
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	9	1/2
1	7	ChordType.MINOR	0			2	2	KeyMode.MINOR	1/8	9	5/8
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	9	3/4
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	9	7/8
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	10	0
-3	3	ChordType.MAJOR	1			2	2	KeyMode.MINOR	1/8	10	1/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	10	1/4
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	10	3/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	10	1/2
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	10	5/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	10	3/4
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	10	7/8
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	0
7	1	ChordType.DIM7	2			2	2	KeyMode.MINOR	1/8	11	1/8
8	8	ChordType.DIM7	0			3	9	KeyMode.MINOR	1/8	11	1/4
8	8	ChordType.DIM7	0			3	9	KeyMode.MINOR	1/8	11	3/8
