chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/4	1	0	Eb.I{
-2	10	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/4	1	1/4	V
0	0	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	3/8	2	0	vi
-4	8	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	3/32	2	3/8	IV6
-4	8	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/32	2	15/32	IV6
4	4	ChordType.DIMINISHED	2			-1	5	KeyMode.MAJOR	1/8	3	0	viio64/IV/vi
4	4	ChordType.DIM7	2			-1	5	KeyMode.MAJOR	3/32	3	1/8	viio43/IV/vi
4	4	ChordType.DIM7	2			-1	5	KeyMode.MAJOR	1/32	3	7/32	viio43/IV/vi
-1	5	ChordType.MAJOR	1			0	0	KeyMode.MINOR	1/8	3	1/4	IV6/vi
2	2	ChordType.MAJ_MIN7	0	:-4	:8	1	7	KeyMode.MAJOR	3/32	3	3/8	Fr6/vi
2	2	ChordType.MAJ_MIN7	0	:-4	:8	1	7	KeyMode.MAJOR	1/32	3	15/32	Fr6/vi
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/8	4	0	V/vi[V(64)/vi
6	6	ChordType.DIM7	1			1	7	KeyMode.MAJOR	1/16	4	1/8	viio65/V/vi
6	6	ChordType.DIM7	1			1	7	KeyMode.MAJOR	1/16	4	3/16	viio65/V/vi
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	4	1/4	V/vi|HC}
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/16	4	3/8	V(64)/vi{
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/16	4	7/16	V(64)/vi{
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/8	5	0	V(64)/vi{
6	6	ChordType.DIM7	1			1	7	KeyMode.MAJOR	1/16	5	1/8	viio65/V/vi
6	6	ChordType.DIM7	1			1	7	KeyMode.MAJOR	1/16	5	3/16	viio65/V/vi
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	5	1/4	V/vi
1	7	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/8	5	3/8	iii]
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/8	6	0	V43
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	6	1/8	I
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/24	6	1/4	V6
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/24	6	7/24	V6
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/24	6	1/3	V6
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/24	6	3/8	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/24	6	5/12	V7
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/24	6	11/24	V7
4	4	ChordType.DIM7	2			-1	5	KeyMode.MINOR	1/4	7	0	#viio43/ii
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/4	7	1/4	V7
-7	11	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	3/8	8	0	bVI|DC
-7	11	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	3/32	8	3/8	bVI|DC
-7	11	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/32	8	15/32	bVI|DC
-6	6	ChordType.MAJ_MIN7	2	-2:-7	10:11	-7	11	KeyMode.MAJOR	1/8	9	0	V43(4)/bVI
-6	6	ChordType.MAJ_MIN7	2			-7	11	KeyMode.MAJOR	3/32	9	1/8	V43/bVI
-6	6	ChordType.MAJ_MIN7	2			-7	11	KeyMode.MAJOR	1/32	9	7/32	V43/bVI
-7	11	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	9	1/4	bVI
-3	3	ChordType.MINOR	2			-3	3	KeyMode.MAJOR	3/32	9	3/8	i64
-3	3	ChordType.MINOR	2			-3	3	KeyMode.MAJOR	1/32	9	15/32	i64
3	9	ChordType.DIM7	0			-2	10	KeyMode.MAJOR	1/8	10	0	viio7/V
-1	5	ChordType.MAJ_MIN7	1	:+-6	:+6	-2	10	KeyMode.MAJOR	1/16	10	1/8	V65(b9)/V
-1	5	ChordType.MAJ_MIN7	1	:+-6	:+6	-2	10	KeyMode.MAJOR	1/16	10	3/16	V65(b9)/V
-2	10	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	10	1/4	V|HC}
-2	10	ChordType.HALF_DIM7	3			-4	8	KeyMode.MINOR	3/32	10	3/8	ii%2/iv{
-2	10	ChordType.HALF_DIM7	3			-4	8	KeyMode.MINOR	1/32	10	15/32	ii%2/iv{
1	7	ChordType.DIM7	0			-4	8	KeyMode.MINOR	1/8	11	0	#viio7/iv
-3	3	ChordType.MAJ_MIN7	1	:+-15	:+3	-4	8	KeyMode.MINOR	1/16	11	1/8	V65(b9)/iv
-3	3	ChordType.MAJ_MIN7	1	:+-15	:+3	-4	8	KeyMode.MINOR	1/32	11	3/16	V65(b9)/iv
-3	3	ChordType.MAJ_MIN7	1	:+-15	:+3	-4	8	KeyMode.MINOR	1/32	11	7/32	V65(b9)/iv
-4	8	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/8	11	1/4	iv
-3	3	ChordType.MINOR	1			-3	3	KeyMode.MAJOR	1/8	11	3/8	i6
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	5/16	12	0	V43|HC}
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/16	12	5/16	V43|HC}
-3	3	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/16	12	3/8	i
-3	3	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/16	12	7/16	i
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	5/16	13	0	V6
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/16	13	5/16	V43
-3	3	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/16	13	3/8	i
-3	3	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/16	13	7/16	i
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	5/16	14	0	V6
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/16	14	5/16	V6
-3	3	ChordType.MAJ_MIN7	3			-4	8	KeyMode.MINOR	1/16	14	3/8	V2/iv
-4	8	ChordType.MINOR	1			-3	3	KeyMode.MAJOR	1/16	14	7/16	iv6
-4	8	ChordType.MINOR	1			-3	3	KeyMode.MAJOR	5/16	15	0	iv6
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/16	15	5/16	V6
-3	3	ChordType.MAJ_MIN7	3			-4	8	KeyMode.MAJOR	1/16	15	3/8	V2/IV
-4	8	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	3/16	15	7/16	IV6}
-4	8	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/4	16	1/8	IV6}
-4	8	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/8	16	3/8	IV6}
-4	8	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	3/4	17	0	IV6}
1	7	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/8	17	3/4	III6
1	7	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/8	17	7/8	iiio6
1	7	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/4	18	0	iiio6
-1	5	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/8	18	1/4	II6
-1	5	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/8	18	3/8	iio6
-1	5	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/4	18	1/2	iio6
-3	3	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/8	18	3/4	I6
-3	3	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/8	18	7/8	io6
-2	10	ChordType.MAJ_MIN7	2	2:-3	2:3	-3	3	KeyMode.MAJOR	1/2	19	0	V43(4)
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/4	19	1/2	V43
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/4	19	3/4	I
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/4	20	0	V6
0	0	ChordType.MINOR	0			-3	3	KeyMode.MAJOR	1/4	20	1/4	vi
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/4	20	1/2	V7
-2	10	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/4	20	3/4	V
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	0	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	1/8	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	1/4	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	3/8	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	1/2	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	5/8	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	3/4	I|IAC}{
-3	3	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/8	21	7/8	I|IAC}{
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/8	22	0	V43
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/8	22	1/8	V43
-2	10	ChordType.MAJ_MIN7	2			-3	3	KeyMode.MAJOR	1/8	22	1/4	V43
