	label	mc	mc_onset	color_name
0	D:KeyMode.MAJOR	1	5/16	red
1	A:M, inv:0	1	5/16	green
2	B:m, inv:0	1	3/8	red
3	A:M, inv:0	1	1/2	yellow
4	--	1	5/8	green
5	A:KeyMode.MAJOR	1	3/4	green
6	E:M, inv:0	1	3/4	green
7	D:KeyMode.MAJOR	2	0	red
8	D:M, inv:1	2	0	red
9	--	2	1/8	green
10	A:KeyMode.MAJOR	2	1/4	green
11	E:Mm7, inv:1	2	1/4	green
12	D:KeyMode.MAJOR	2	1/2	red
13	A:M, inv:0	2	1/2	green
14	--	2	5/8	red
15	A:KeyMode.MAJOR	2	3/4	green
16	E:M, inv:0	2	3/4	green
17	D:KeyMode.MAJOR	3	0	red
18	A:M, inv:0	3	0	green
19	--	3	1/4	red
20	--	3	1/2	red
21	--	3	3/4	red
22	--	3	7/8	red
23	A:KeyMode.MAJOR	4	0	green
24	E:M, inv:0	4	0	red
25	D:KeyMode.MAJOR	4	1/8	red
26	A:M, inv:0	4	1/8	red
27	A:KeyMode.MAJOR	4	1/4	green
28	E:Mm7, inv:2	4	1/4	red
29	--	4	1/2	yellow
30	--	4	5/8	yellow
31	D:KeyMode.MAJOR	4	3/4	red
32	A:M, inv:0	4	3/4	green
33	A:KeyMode.MAJOR	5	0	green
34	E:Mm7, inv:0	5	0	yellow
35	--	5	3/8	green
36	D:KeyMode.MAJOR	5	1/2	red
37	A:M, inv:0	5	1/2	green
38	--	5	5/8	red
39	--	5	3/4	red
40	--	5	7/8	red
41	A:KeyMode.MAJOR	6	0	red
42	E:M, inv:1	6	0	red
43	--	6	3/8	red
44	--	6	1/2	red
45	G#:o, inv:1	6	5/8	red
46	D:KeyMode.MAJOR	6	3/4	red
47	A:M, inv:1	6	3/4	green
48	A:KeyMode.MAJOR	6	7/8	red
49	E:M, inv:1	6	7/8	red
50	E:KeyMode.MAJOR	7	0	green
51	D#:o, inv:0	7	0	red
52	A:KeyMode.MAJOR	7	1/4	red
53	E:M, inv:0	7	1/4	red
54	--	7	3/8	red
55	--	7	1/2	yellow
56	--	7	5/8	red
57	--	7	11/16	green
58	E:KeyMode.MAJOR	7	3/4	green
59	B:M, inv:0	7	3/4	green
60	A:KeyMode.MAJOR	8	0	red
61	E:M, inv:0	8	0	green
62	--	9	3/8	green
63	--	9	3/8	red
64	--	9	1/2	yellow
65	--	9	5/8	red
66	A:M, inv:0	9	3/4	red
67	E:Mm7, inv:1	9	7/8	green
68	A:M, inv:0	10	0	green
69	--	10	1/4	yellow
70	--	10	3/8	yellow
71	--	10	1/2	red
72	--	10	1/2	red
73	--	10	3/4	red
74	G#:%7, inv:1	10	7/8	red
75	f#:KeyMode.MINOR	11	0	green
76	C#:Mm7, inv:0	11	0	yellow
77	--	11	1/4	red
78	A:KeyMode.MAJOR	11	3/8	red
79	B:mm7, inv:1	11	3/8	red
80	--	11	1/2	red
81	--	11	3/4	yellow
82	--	11	7/8	red
83	--	11	7/8	red
84	--	12	0	red
85	E:M, inv:0	12	0	green
86	--	12	1/4	red
87	--	12	3/8	red
88	--	12	1/2	red
89	--	12	5/8	red
90	C#:m, inv:0	12	3/4	red
91	F#:m, inv:0	13	0	green
92	b:KeyMode.MINOR	13	1/4	green
93	F#:Mm7, inv:1	13	1/4	red
94	--	13	1/2	green
95	--	13	3/4	yellow
96	--	13	7/8	yellow
97	A:KeyMode.MAJOR	14	0	red
98	B:m, inv:0	14	0	green
99	--	14	1/4	red
100	--	14	3/8	red
101	--	14	1/2	red
102	--	14	3/4	green
103	E:KeyMode.MAJOR	15	0	green
104	B:Mm7, inv:3	15	0	green
105	A:KeyMode.MAJOR	15	1/4	red
106	E:M, inv:1	15	1/4	green
107	--	15	3/8	yellow
108	--	15	1/2	red
109	--	15	5/8	red
110	E:KeyMode.MAJOR	15	3/4	green
111	B:M, inv:0	15	3/4	green
112	A:KeyMode.MAJOR	16	0	green
113	E:Mm7, inv:0	16	0	yellow
114	--	16	1/8	yellow
115	--	16	1/4	red
116	--	16	3/8	red
117	--	16	3/8	red
118	--	16	1/2	green
119	--	16	1/2	red
120	--	16	5/8	red
121	--	16	3/4	yellow
122	--	16	7/8	red
123	E:KeyMode.MAJOR	17	0	red
124	D#:o, inv:1	17	0	red
125	F#:m, inv:0	17	1/8	red
126	A:KeyMode.MAJOR	17	1/4	green
127	E:Mm7, inv:1	17	1/4	yellow
128	--	17	3/8	yellow
129	--	17	1/2	red
130	--	17	5/8	red
131	--	17	3/4	red
132	--	17	7/8	red
133	E:KeyMode.MAJOR	18	0	red
134	A:M, inv:1	18	0	red
135	--	18	1/4	red
136	--	18	3/8	red
137	A:KeyMode.MAJOR	18	1/2	green
138	D:M, inv:1	18	1/2	red
139	E:KeyMode.MAJOR	18	7/8	red
140	B:Mm7, inv:0	18	7/8	red
141	A:KeyMode.MAJOR	19	0	green
142	E:Mm7, inv:0	19	0	yellow
143	D:KeyMode.MAJOR	19	1/4	red
144	A:Mm7, inv:1	19	1/4	yellow
145	A:KeyMode.MAJOR	19	3/8	green
146	G#:o, inv:1	19	3/8	red
147	D:KeyMode.MAJOR	19	1/2	red
148	A:M, inv:0	19	1/2	green
149	A:KeyMode.MAJOR	19	3/4	green
150	E:M, inv:0	19	3/4	green
151	D:KeyMode.MAJOR	20	0	red
152	A:M, inv:0	20	0	green
