	label	mc	mc_onset	color_name
0	E:KeyMode.MAJOR	1	5/8	green
1	E:M, inv:0	1	5/8	red
2	--	2	0	yellow
3	--	2	3/8	green
4	--	2	5/8	red
5	E:M, inv:1	3	0	green
6	E:M, inv:0	3	3/8	green
7	--	3	5/8	red
8	A:KeyMode.MAJOR	4	0	red
9	E:Mm7, inv:1	4	0	yellow
10	E:KeyMode.MAJOR	4	3/8	green
11	A:M, inv:0	4	3/8	green
12	B:M, inv:0	5	0	yellow
13	B:KeyMode.MAJOR	5	1/8	red
14	F#:M, inv:0	5	1/8	red
15	B:M, inv:1	5	1/4	green
16	B:M, inv:0	5	3/8	yellow
17	E:KeyMode.MAJOR	6	0	green
18	B:Mm7, inv:1	6	0	green
19	B:Mm7, inv:0	6	5/8	green
20	E:M, inv:0	7	0	yellow
21	E:M, inv:1	7	1/8	green
22	E:M, inv:0	7	3/8	green
23	A:M, inv:0	7	5/8	green
24	E:M, inv:1	8	0	red
25	--	8	1/8	green
26	--	8	1/4	yellow
27	--	8	3/8	red
28	B:M, inv:0	8	5/8	green
29	E:M, inv:0	9	0	yellow
30	--	9	3/8	green
31	C#:m, inv:0	9	5/8	green
32	F#:m, inv:0	10	0	green
33	c#:KeyMode.MINOR	10	3/8	green
34	G#:Mm7, inv:0	10	3/8	yellow
35	--	10	5/8	red
36	E:KeyMode.MAJOR	11	0	green
37	C#:m, inv:0	11	0	green
38	--	11	1/4	yellow
39	B:KeyMode.MAJOR	11	3/8	green
40	F#:Mm7, inv:0	11	3/8	green
41	--	11	5/8	red
42	E:KeyMode.MAJOR	12	0	green
43	B:M, inv:0	12	0	green
44	--	12	1/4	yellow
45	--	12	3/8	red
46	--	12	1/2	red
47	--	12	1/2	red
48	--	12	5/8	red
49	B:KeyMode.MAJOR	13	0	green
50	F#:M, inv:0	13	0	yellow
51	F#:Mm7, inv:0	13	3/8	green
52	E:KeyMode.MAJOR	13	5/8	green
53	B:M, inv:1	13	5/8	green
54	B:KeyMode.MAJOR	14	0	green
55	A#:%7, inv:1	14	0	red
56	E:KeyMode.MAJOR	14	1/4	red
57	F#:mm7, inv:3	14	1/4	red
58	B:KeyMode.MAJOR	14	3/8	green
59	F#:Mm7, inv:1	14	3/8	red
60	--	14	5/8	red
61	E:KeyMode.MAJOR	15	0	red
62	E:M, inv:1	15	0	red
63	--	15	1/8	red
64	--	15	1/4	green
65	--	15	1/4	red
66	--	15	3/8	red
67	E:M, inv:0	15	3/8	green
68	B:KeyMode.MAJOR	16	0	green
69	F#:Mm7, inv:0	16	0	red
70	--	16	1/4	yellow
71	--	16	3/8	red
72	F#:M, inv:0	16	3/8	red
73	--	16	1/2	green
74	F#:Mm7, inv:0	16	1/2	green
75	--	16	5/8	yellow
76	--	17	0	red
77	B:M, inv:0	17	0	green
78	E:KeyMode.MAJOR	17	3/8	green
79	B:Mm7, inv:3	17	3/8	yellow
80	B:KeyMode.MAJOR	18	0	green
81	G#:m, inv:0	18	0	red
82	E:KeyMode.MAJOR	18	3/8	green
83	B:Mm7, inv:2	18	3/8	yellow
84	F#:KeyMode.MAJOR	19	0	yellow
85	C#:Mm7, inv:3	19	0	red
86	C#:Mm7, inv:0	19	3/8	green
87	--	20	0	red
88	F#:M, inv:0	20	0	green
89	--	20	3/8	red
90	--	20	3/8	red
91	--	21	0	red
92	--	21	0	red
93	--	21	5/8	red
94	B:KeyMode.MAJOR	22	0	green
95	F#:Mm7, inv:0	22	0	red
96	--	22	3/8	green
97	E:M, inv:1	23	0	green
98	F#:Mm7, inv:1	23	3/8	red
99	--	24	0	red
100	B:M, inv:0	24	0	green
101	--	24	1/8	green
102	--	24	1/8	red
103	--	24	1/4	red
104	E:KeyMode.MAJOR	24	3/8	green
105	B:Mm7, inv:1	24	3/8	yellow
106	B:KeyMode.MAJOR	24	1/2	green
107	E:M, inv:0	24	1/2	green
108	F#:M, inv:0	24	5/8	green
109	--	25	0	red
110	B:M, inv:0	25	0	green
111	--	26	5/8	green
112	--	26	5/8	red
113	--	27	0	red
114	--	27	0	green
115	E:KeyMode.MAJOR	27	5/8	green
116	B:Mm7, inv:0	27	5/8	green
117	B:KeyMode.MAJOR	28	0	red
118	E:M, inv:0	28	0	green
119	F#:KeyMode.MAJOR	28	5/8	red
120	C#:M, inv:1	28	5/8	red
121	B:KeyMode.MAJOR	29	0	red
122	F#:m, inv:2	29	0	red
123	--	29	3/8	red
124	--	29	3/8	red
125	F#:KeyMode.MAJOR	30	0	yellow
126	C#:Mm7, inv:3	30	0	red
127	--	30	3/8	green
128	B:KeyMode.MAJOR	31	0	red
129	F#:m, inv:1	31	0	green
130	E:M, inv:0	31	3/8	red
131	--	32	0	red
132	F#:M, inv:0	32	0	red
133	--	32	3/8	red
134	F#:KeyMode.MAJOR	32	1/2	yellow
135	C#:Mm7, inv:3	32	1/2	red
136	B:KeyMode.MAJOR	32	5/8	red
137	F#:m, inv:1	32	5/8	red
138	F#:KeyMode.MAJOR	33	0	yellow
139	C#:Mm7, inv:2	33	0	red
140	C#:Mm7, inv:3	33	3/8	red
141	B:KeyMode.MAJOR	34	0	red
142	B:m, inv:1	34	0	green
143	F#:KeyMode.MAJOR	34	3/8	yellow
144	C#:Mm7, inv:1	34	3/8	red
145	B:KeyMode.MAJOR	35	0	red
146	D:M, inv:1	35	0	red
147	--	35	1/4	red
148	--	35	1/4	red
149	F#:KeyMode.MAJOR	35	3/8	red
150	C#:Mm7, inv:2	35	3/8	red
151	--	35	1/2	yellow
152	--	35	1/2	red
153	--	35	5/8	yellow
154	B:KeyMode.MAJOR	36	0	red
155	F#:M, inv:0	36	0	red
156	--	36	3/8	red
157	E:KeyMode.MAJOR	37	0	green
158	B:Mm7, inv:2	37	0	red
159	B:KeyMode.MAJOR	37	3/8	red
160	F#:Mm7, inv:2	37	3/8	red
161	E:KeyMode.MAJOR	38	0	green
162	B:Mm7, inv:1	38	0	yellow
163	--	38	3/8	red
164	E:M, inv:0	39	0	green
165	--	39	1/2	red
166	--	39	1/2	yellow
167	A:KeyMode.MAJOR	40	0	green
168	E:Mm7, inv:1	40	0	yellow
169	E:KeyMode.MAJOR	40	3/8	green
170	A:M, inv:0	40	3/8	green
171	B:KeyMode.MAJOR	41	0	green
172	F#:Mm7, inv:1	41	0	green
173	E:KeyMode.MAJOR	41	3/8	green
174	B:M, inv:0	41	3/8	green
175	B:KeyMode.MAJOR	41	5/8	red
176	F#:Mm7, inv:0	41	5/8	red
177	E:KeyMode.MAJOR	42	0	green
178	D#:o, inv:1	42	0	green
179	B:Mm7, inv:1	42	3/8	red
180	E:M, inv:0	43	0	green
181	--	44	0	red
182	B:Mm7, inv:1	44	3/8	green
183	E:M, inv:0	45	0	green
184	--	45	1/8	yellow
185	--	45	1/4	red
186	--	45	3/8	red
187	A:M, inv:0	45	1/2	green
188	B:M, inv:0	45	5/8	green
189	E:M, inv:0	46	0	green
190	E:M, inv:1	46	3/8	yellow
191	C#:m, inv:0	47	0	green
192	--	47	3/8	red
193	B:KeyMode.MAJOR	48	0	green
194	A#:o7, inv:0	48	0	green
195	F#:Mm7, inv:0	48	3/8	green
196	E:KeyMode.MAJOR	49	0	green
197	B:M, inv:0	49	0	green
198	--	49	1/8	red
199	--	49	1/4	red
200	A:KeyMode.MAJOR	49	3/8	red
201	E:Mm7, inv:1	49	3/8	yellow
202	E:KeyMode.MAJOR	49	1/2	green
203	B:Mm7, inv:0	49	1/2	red
204	--	49	5/8	yellow
205	A:KeyMode.MAJOR	50	0	red
206	E:M, inv:0	50	0	green
