	label	mc	mc_onset	color_name
0	d:KeyMode.MINOR	1	15/16	green
1	A:M, inv:0	1	15/16	red
2	D:m, inv:0	2	0	green
3	--	2	1/8	yellow
4	--	2	1/4	green
5	--	2	1/2	red
6	--	2	3/4	red
7	--	2	3/4	red
8	G:m, inv:0	3	0	red
9	--	3	1/4	red
10	--	3	1/2	green
11	--	3	1/2	green
12	--	3	5/8	yellow
13	--	3	7/8	green
14	C#:o, inv:0	4	0	yellow
15	--	4	1/4	yellow
16	D:m, inv:0	4	1/2	green
17	G:m, inv:0	4	3/4	red
18	--	4	7/8	green
19	F:KeyMode.MAJOR	5	0	green
20	C:Mm7, inv:1	5	0	green
21	C:Mm7, inv:0	5	1/4	green
22	d:KeyMode.MINOR	5	1/2	green
23	F:M, inv:0	5	1/2	green
24	--	5	3/4	red
25	--	5	7/8	red
26	G:m, inv:1	6	0	yellow
27	G:m, inv:0	6	1/4	yellow
28	--	6	3/8	red
29	--	6	1/2	red
30	F:M, inv:1	6	3/4	green
31	F:KeyMode.MAJOR	7	0	red
32	E:o7, inv:3	7	0	red
33	--	7	1/8	red
34	--	7	1/4	red
35	--	7	1/4	yellow
36	--	7	1/2	red
37	--	7	11/16	yellow
38	E:o, inv:1	7	3/4	red
39	--	7	13/16	green
40	d:KeyMode.MINOR	7	7/8	green
41	D:m, inv:1	7	7/8	green
42	--	7	15/16	red
43	A:KeyMode.MAJOR	8	0	red
44	E:Mm7, inv:1	8	0	red
45	--	8	1/8	red
46	--	8	1/2	green
47	--	8	1/2	yellow
48	--	8	5/8	red
49	--	8	3/4	yellow
50	E:Mm7, inv:0	8	3/4	red
51	--	8	7/8	yellow
52	--	8	15/16	green
53	--	8	15/16	red
54	d:KeyMode.MINOR	9	0	green
55	A:M, inv:1	9	0	green
56	--	9	3/16	red
57	--	9	1/4	green
58	--	9	5/16	red
59	--	9	3/8	red
60	--	9	7/16	red
61	--	9	1/2	red
62	--	9	5/8	red
63	D:m, inv:0	9	3/4	yellow
64	--	9	7/8	green
65	A:KeyMode.MAJOR	10	0	yellow
66	G#:M, inv:1	10	0	red
67	--	10	1/8	red
68	--	10	1/4	red
69	d:KeyMode.MINOR	10	1/2	green
70	A:M, inv:0	10	1/2	red
71	--	10	3/4	red
72	--	10	7/8	red
73	D:m, inv:0	11	0	green
74	--	11	1/4	red
75	--	11	1/4	red
76	--	11	3/8	red
77	A:KeyMode.MAJOR	11	1/2	yellow
78	E:Mm7, inv:1	11	1/2	green
79	--	11	3/4	red
80	d:KeyMode.MINOR	12	0	red
81	A:m, inv:0	12	0	red
82	--	12	1/4	green
83	--	12	1/4	yellow
84	--	12	3/8	red
85	--	12	3/8	red
86	A:KeyMode.MAJOR	12	7/16	yellow
87	E:Mm7, inv:1	12	7/16	red
88	d:KeyMode.MINOR	12	1/2	green
89	A:m, inv:0	12	1/2	green
90	--	12	5/8	red
91	D:m, inv:0	12	5/8	yellow
92	--	12	11/16	red
93	A:KeyMode.MAJOR	12	3/4	yellow
94	E:M, inv:0	12	3/4	green
95	d:KeyMode.MINOR	13	0	green
96	A:M, inv:0	13	0	green
97	--	13	1/4	red
98	--	13	1/4	red
99	--	13	1/2	green
100	--	13	1/2	green
101	A:Mm7, inv:0	15	0	green
102	A:KeyMode.MAJOR	15	1/4	red
103	E:M, inv:1	15	1/4	red
104	d:KeyMode.MINOR	15	3/8	green
105	A:M, inv:0	15	3/8	green
106	--	15	1/2	yellow
107	--	15	5/8	green
108	A:KeyMode.MAJOR	15	3/4	red
109	G#:M, inv:1	15	3/4	red
110	d:KeyMode.MINOR	16	0	green
111	A:Mm7, inv:1	16	0	red
112	--	16	3/16	yellow
113	--	16	1/4	red
114	--	16	1/2	red
115	--	16	7/8	red
116	D:m, inv:0	17	0	green
117	g:KeyMode.MINOR	17	1/4	green
118	F#:o7, inv:0	17	1/4	green
119	--	17	1/2	yellow
120	--	17	5/8	red
121	D:Mm7, inv:0	17	3/4	green
122	d:KeyMode.MINOR	18	0	green
123	G:m, inv:0	18	0	green
124	g:KeyMode.MINOR	18	1/8	red
125	A:%7, inv:2	18	1/8	red
126	C:m, inv:0	18	1/4	green
127	A:%7, inv:0	18	3/8	yellow
128	--	18	7/16	red
