	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct	sps_distance
0	E:KeyMode.MAJOR	B:M, inv:0	E:KeyMode.MAJOR	E:M, inv:0	1/8	11	ChordType.MAJOR	0	4	ChordType.MAJOR	0	False	False	False	False	False	0.48901380994285937
1	E:KeyMode.MAJOR	E:M, inv:1	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	0	True	True	True	False	False	0.38206145104851497
2	E:KeyMode.MAJOR	E:M, inv:1	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	0	True	True	True	False	False	0.38206145104851497
3	E:KeyMode.MAJOR	E:M, inv:1	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	0	True	True	True	False	False	0.38206145104851497
4	E:KeyMode.MAJOR	E:M, inv:0	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True	0.0
5	E:KeyMode.MAJOR	E:M, inv:0	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True	0.0
6	E:KeyMode.MAJOR	B:M, inv:0	E:KeyMode.MAJOR	E:M, inv:0	1/8	11	ChordType.MAJOR	0	4	ChordType.MAJOR	0	False	False	False	False	False	0.48901380994285937
7	E:KeyMode.MAJOR	E:M, inv:1	E:KeyMode.MAJOR	E:M, inv:1	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	1	True	True	True	True	True	0.0
8	E:KeyMode.MAJOR	E:M, inv:1	E:KeyMode.MAJOR	E:M, inv:1	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	1	True	True	True	True	True	0.0
9	E:KeyMode.MAJOR	E:M, inv:1	E:KeyMode.MAJOR	E:M, inv:1	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	1	True	True	True	True	True	0.0
10	E:KeyMode.MAJOR	E:M, inv:0	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True	0.0
11	E:KeyMode.MAJOR	E:M, inv:0	E:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True	0.0
12	E:KeyMode.MAJOR	D#/Eb:o, inv:1	E:KeyMode.MAJOR	E:M, inv:0	1/8	3	ChordType.DIMINISHED	1	4	ChordType.MAJOR	0	False	False	False	False	False	0.9237040260571221
13	E:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False	0.13570384706039995
14	E:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/16	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False	0.13570384706039995
15	E:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/16	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False	0.13570384706039995
16	E:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/16	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False	0.13570384706039995
17	E:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/16	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False	0.13570384706039995
18	E:KeyMode.MAJOR	A:M, inv:0	E:KeyMode.MAJOR	A:M, inv:0	1/16	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True	0.0
