	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct	sps_distance
0	d:KeyMode.MINOR	D:m, inv:0	D:KeyMode.MAJOR	D:M, inv:0	1/2	2	ChordType.MINOR	0	2	ChordType.MAJOR	0	True	False	False	True	False	0.29252137517698173
1	d:KeyMode.MINOR	E:%7, inv:3	D:KeyMode.MAJOR	D:M, inv:0	3/4	4	ChordType.HALF_DIM7	3	2	ChordType.MAJOR	0	False	False	False	False	False	0.6234108899677221
2	d:KeyMode.MINOR	E:%7, inv:3	D:KeyMode.MAJOR	D:M, inv:0	1/4	4	ChordType.HALF_DIM7	3	2	ChordType.MAJOR	0	False	False	False	False	False	0.6234108899677221
3	d:KeyMode.MINOR	A:Mm7, inv:1	D:KeyMode.MAJOR	A:Mm7, inv:1	3/8	9	ChordType.MAJ_MIN7	1	9	ChordType.MAJ_MIN7	1	True	True	True	True	True	0.0
4	d:KeyMode.MINOR	A:Mm7, inv:1	D:KeyMode.MAJOR	A:Mm7, inv:1	1/8	9	ChordType.MAJ_MIN7	1	9	ChordType.MAJ_MIN7	1	True	True	True	True	True	0.0
5	g:KeyMode.MINOR	D:Mm7, inv:3	G:KeyMode.MAJOR	D:Mm7, inv:3	3/4	2	ChordType.MAJ_MIN7	3	2	ChordType.MAJ_MIN7	3	True	True	True	True	True	0.0
6	g:KeyMode.MINOR	D:Mm7, inv:3	G:KeyMode.MAJOR	D:Mm7, inv:3	1/4	2	ChordType.MAJ_MIN7	3	2	ChordType.MAJ_MIN7	3	True	True	True	True	True	0.0
7	d:KeyMode.MINOR	G:m, inv:1	D:KeyMode.MAJOR	G:m, inv:1	1/2	7	ChordType.MINOR	1	7	ChordType.MINOR	1	True	True	True	True	True	0.0
8	d:KeyMode.MINOR	E:o, inv:1	D:KeyMode.MAJOR	E:o, inv:1	1/2	4	ChordType.DIMINISHED	1	4	ChordType.DIMINISHED	1	True	True	True	True	True	0.0
9	A:KeyMode.MAJOR	G#/Ab:o7, inv:0	A:KeyMode.MAJOR	G#/Ab:o7, inv:0	1/8	8	ChordType.DIM7	0	8	ChordType.DIM7	0	True	True	True	True	True	0.0
10	A:KeyMode.MAJOR	G#/Ab:o7, inv:0	A:KeyMode.MAJOR	G#/Ab:o7, inv:0	1/8	8	ChordType.DIM7	0	8	ChordType.DIM7	0	True	True	True	True	True	0.0
11	A:KeyMode.MAJOR	G#/Ab:o7, inv:0	A:KeyMode.MAJOR	G#/Ab:o7, inv:0	1/4	8	ChordType.DIM7	0	8	ChordType.DIM7	0	True	True	True	True	True	0.0
12	d:KeyMode.MINOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/2	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True	0.0
13	d:KeyMode.MINOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True	0.0
14	d:KeyMode.MINOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True	0.0
15	d:KeyMode.MINOR	A:Mm7, inv:3	D:KeyMode.MAJOR	A:M, inv:0	1/2	9	ChordType.MAJ_MIN7	3	9	ChordType.MAJOR	0	True	True	False	False	False	0.11615758516235997
16	g:KeyMode.MINOR	D:Mm7, inv:1	D:KeyMode.MAJOR	D:M, inv:0	1/2	2	ChordType.MAJ_MIN7	1	2	ChordType.MAJOR	0	True	True	False	False	False	0.45320739704236057
17	C:KeyMode.MAJOR	G:Mm7, inv:3	D:KeyMode.MAJOR	D:M, inv:0	3/4	7	ChordType.MAJ_MIN7	3	2	ChordType.MAJOR	0	False	False	False	False	False	0.7869468514143623
18	C:KeyMode.MAJOR	G:Mm7, inv:3	D:KeyMode.MAJOR	D:M, inv:0	1/4	7	ChordType.MAJ_MIN7	3	2	ChordType.MAJOR	0	False	False	False	False	False	0.7869468514143623
19	A:KeyMode.MAJOR	E:Mm7, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/4	4	ChordType.MAJ_MIN7	0	4	ChordType.MAJ_MIN7	0	True	True	True	True	True	0.0
20	A:KeyMode.MAJOR	E:Mm7, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/4	4	ChordType.MAJ_MIN7	0	4	ChordType.MAJ_MIN7	0	True	True	True	True	True	0.0
21	d:KeyMode.MINOR	A:Mm7, inv:3	D:KeyMode.MAJOR	C#/Db:o7, inv:2	1/2	9	ChordType.MAJ_MIN7	3	1	ChordType.DIM7	2	False	False	False	False	False	0.6239494960955817
22	d:KeyMode.MINOR	G:m, inv:1	D:KeyMode.MAJOR	C#/Db:o7, inv:2	1/4	7	ChordType.MINOR	1	1	ChordType.DIM7	2	False	False	False	False	False	0.5345917672034475
23	d:KeyMode.MINOR	G:m, inv:1	D:KeyMode.MAJOR	C#/Db:o7, inv:2	1/4	7	ChordType.MINOR	1	1	ChordType.DIM7	2	False	False	False	False	False	0.5345917672034475
24	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True	0.0
25	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True	0.0
26	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True	0.0
27	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True	0.0
28	d:KeyMode.MINOR	D:m, inv:0	A:KeyMode.MAJOR	G#/Ab:o7, inv:2	1/2	2	ChordType.MINOR	0	8	ChordType.DIM7	2	False	False	False	False	False	0.41415316026692384
29	A:KeyMode.MAJOR	G#/Ab:o7, inv:2	A:KeyMode.MAJOR	G#/Ab:o7, inv:2	1/4	8	ChordType.DIM7	2	8	ChordType.DIM7	2	True	True	True	True	True	0.0
