	label	mc	mc_onset	color_name
0	g:KeyMode.MINOR	1	1/2	green
1	G:m, inv:0	1	1/2	green
2	D:M, inv:0	1	3/4	green
3	G:m, inv:0	2	0	green
4	--	2	1/4	yellow
5	--	2	1/2	red
6	--	2	3/4	red
7	Eb:M, inv:0	3	0	green
8	C:m, inv:0	3	1/2	green
9	A:o, inv:0	3	3/4	green
10	G:m, inv:0	4	0	yellow
11	--	4	1/4	green
12	--	4	1/2	red
13	D:M, inv:0	4	3/4	green
14	G:m, inv:0	5	0	green
15	D:M, inv:0	5	1/4	red
16	G:m, inv:1	5	1/2	green
17	D:M, inv:0	5	3/4	green
18	G:m, inv:0	6	0	green
19	--	6	1/4	yellow
20	--	6	1/2	red
21	D:M, inv:0	6	3/4	green
22	Eb:M, inv:0	7	0	green
23	--	7	3/8	red
24	--	7	1/2	red
25	C:m, inv:0	7	1/2	red
26	--	7	5/8	green
27	--	7	5/8	red
28	Bb:KeyMode.MAJOR	7	3/4	green
29	F:M, inv:1	7	3/4	green
30	--	7	7/8	red
31	F:M, inv:0	8	0	green
32	Eb:M, inv:1	8	1/4	red
33	C:m, inv:1	8	1/2	green
34	F:M, inv:0	8	3/4	green
35	--	10	0	red
36	Bb:M, inv:0	10	0	green
37	--	11	3/4	green
38	--	11	3/4	red
39	--	12	0	red
40	Bb:M, inv:1	12	0	green
41	Bb:M, inv:0	12	1/4	green
42	--	12	1/2	green
43	Eb:M, inv:0	12	1/2	green
44	C:m, inv:0	12	3/4	yellow
45	--	13	0	red
46	F:M, inv:0	13	0	red
47	--	13	1/4	red
48	F:KeyMode.MAJOR	13	1/2	green
49	E:o, inv:1	13	1/2	red
50	Bb:KeyMode.MAJOR	13	3/4	red
51	F:M, inv:0	13	3/4	green
52	F:KeyMode.MAJOR	14	0	green
53	C:Mm7, inv:1	14	0	red
54	--	14	1/4	yellow
55	Bb:KeyMode.MAJOR	14	1/2	red
56	Bb:M, inv:1	14	1/2	green
57	F:KeyMode.MAJOR	14	3/4	green
58	C:M, inv:1	14	3/4	red
59	Bb:KeyMode.MAJOR	15	0	red
60	F:M, inv:0	15	0	green
61	--	15	1/4	yellow
62	--	15	1/2	red
63	--	15	1/2	red
64	--	15	3/4	red
65	F:KeyMode.MAJOR	16	0	red
66	E:m, inv:0	16	0	red
67	d:KeyMode.MINOR	16	1/4	green
68	A:M, inv:0	16	1/4	green
69	G:M, inv:1	16	1/2	green
70	C#:o, inv:0	16	3/4	green
71	--	17	0	red
72	D:m, inv:0	17	0	green
73	--	17	3/4	yellow
74	A:M, inv:0	18	0	red
75	--	18	1/4	green
76	--	18	1/4	green
77	--	18	1/2	yellow
78	--	18	3/4	green
79	--	19	0	red
80	D:m, inv:0	19	0	green
81	--	19	1/2	green
82	--	19	1/2	red
83	--	19	3/4	red
84	Bb:M, inv:0	20	0	red
85	G:m, inv:0	20	1/4	green
86	A:Mm7, inv:0	20	1/2	green
87	A:M, inv:0	20	3/4	green
88	--	21	0	red
89	D:m, inv:0	21	0	green
90	--	21	1/4	yellow
91	--	21	1/2	red
92	G:m, inv:0	21	1/2	red
93	g:KeyMode.MINOR	21	3/4	red
94	A:%7, inv:3	21	3/4	red
95	d:KeyMode.MINOR	22	0	red
96	G:M, inv:0	22	0	yellow
97	--	22	1/2	red
98	--	23	0	red
99	--	23	0	red
100	g:KeyMode.MINOR	23	3/4	green
101	A:%7, inv:3	23	3/4	red
102	d:KeyMode.MINOR	24	0	red
103	G:m, inv:0	24	0	green
104	g:KeyMode.MINOR	25	0	green
105	F#:o, inv:0	25	0	green
106	d:KeyMode.MINOR	25	1/2	red
107	Eb:M, inv:1	25	1/2	red
108	g:KeyMode.MINOR	25	3/4	green
109	F#:o, inv:1	25	3/4	red
110	d:KeyMode.MINOR	26	0	red
111	G:m, inv:0	26	0	green
112	--	26	1/2	red
113	--	26	3/4	green
114	g:KeyMode.MINOR	27	0	green
115	D:M, inv:0	27	0	green
116	D:Mm7, inv:3	27	1/4	red
117	d:KeyMode.MINOR	27	1/2	red
118	G:m, inv:1	27	1/2	green
119	--	27	3/4	red
120	g:KeyMode.MINOR	28	0	green
121	F#:o7, inv:0	28	0	green
122	d:KeyMode.MINOR	28	1/4	red
123	Bb:M, inv:1	28	1/4	red
124	G:m, inv:0	28	1/2	green
125	--	28	3/4	red
126	g:KeyMode.MINOR	29	0	green
127	D:M, inv:0	29	0	green
128	D:Mm7, inv:0	29	1/4	yellow
129	d:KeyMode.MINOR	29	1/2	red
130	G:m, inv:1	29	1/2	green
131	F:M, inv:1	29	3/4	red
132	G:m, inv:0	30	0	green
133	C:KeyMode.MAJOR	30	1/2	yellow
134	G:Mm7, inv:2	30	1/2	yellow
135	d:KeyMode.MINOR	31	0	red
136	C:m, inv:1	31	0	green
137	--	31	1/4	yellow
138	--	31	1/2	green
139	--	31	3/4	red
140	D:m, inv:0	31	3/4	red
141	--	32	0	red
142	C:m, inv:0	32	0	green
143	F:KeyMode.MAJOR	32	1/2	green
144	C:Mm7, inv:3	32	1/2	green
145	d:KeyMode.MINOR	33	0	red
146	F:M, inv:1	33	0	green
147	--	33	1/4	yellow
148	--	33	1/2	red
149	G:m, inv:0	33	3/4	red
150	g:KeyMode.MINOR	34	0	green
151	F#:o, inv:0	34	0	red
152	d:KeyMode.MINOR	34	1/2	red
153	E:%7, inv:0	34	1/2	green
154	g:KeyMode.MINOR	35	0	green
155	D:Mm7, inv:1	35	0	yellow
156	--	35	1/4	green
157	d:KeyMode.MINOR	35	1/2	red
158	G:m, inv:0	35	1/2	green
159	g:KeyMode.MINOR	35	3/4	green
160	F#:o, inv:1	35	3/4	green
161	d:KeyMode.MINOR	36	0	red
162	G:m, inv:1	36	0	green
163	--	36	1/4	red
164	--	36	1/2	red
165	G:m, inv:0	37	0	green
