	label	mc	mc_onset	color_name
0	D:KeyMode.MAJOR	1	0	yellow
1	D:M, inv:0	1	0	red
2	--	3	0	red
3	--	3	1/2	red
4	--	4	0	red
5	--	4	1/2	red
6	A:M, inv:0	5	0	green
7	A:KeyMode.MAJOR	5	3/4	red
8	G#:o, inv:0	5	3/4	red
9	D:KeyMode.MAJOR	6	0	yellow
10	A:M, inv:0	6	0	red
11	A:KeyMode.MAJOR	6	1/4	red
12	E:M, inv:0	6	1/4	red
13	--	6	1/2	red
14	D:KeyMode.MAJOR	7	0	red
15	C#:%7, inv:1	7	0	red
16	--	7	1/4	red
17	--	7	1/2	yellow
18	--	7	1/2	red
19	--	7	3/4	yellow
20	D:M, inv:0	8	0	green
21	--	8	1/4	yellow
22	--	8	1/2	red
23	A:KeyMode.MAJOR	8	3/4	red
24	G#:o7, inv:1	8	3/4	red
25	D:KeyMode.MAJOR	9	0	yellow
26	A:m, inv:1	9	0	red
27	--	9	1/4	yellow
28	D:m, inv:0	9	1/2	green
29	D:m, inv:1	10	0	yellow
30	C#:o, inv:1	10	1/4	red
31	D:m, inv:0	10	1/2	green
32	G:KeyMode.MAJOR	10	3/4	red
33	D:Mm7, inv:0	10	3/4	red
34	D:KeyMode.MAJOR	11	0	yellow
35	A:M, inv:1	11	0	green
36	--	11	1/2	red
37	G:KeyMode.MAJOR	11	3/4	green
38	D:Mm7, inv:3	11	3/4	red
39	--	12	0	red
40	G:M, inv:1	12	0	green
41	--	12	1/2	red
42	--	12	3/4	red
43	--	12	3/4	red
44	D:KeyMode.MAJOR	13	0	yellow
45	A:M, inv:0	13	0	red
46	--	13	1/2	red
47	--	13	3/4	red
48	G:KeyMode.MAJOR	14	0	red
49	A:m, inv:0	14	0	green
50	--	14	1/2	yellow
51	D:KeyMode.MAJOR	15	0	red
52	A:M, inv:0	15	0	red
53	--	15	1/4	red
54	--	15	1/2	yellow
55	--	15	1/2	red
56	--	15	3/4	red
57	G:KeyMode.MAJOR	16	0	red
58	D:M, inv:0	16	0	green
59	--	16	1/4	yellow
60	--	16	1/2	red
61	--	16	3/4	red
62	G:M, inv:1	16	3/4	red
63	D:KeyMode.MAJOR	17	0	yellow
64	A:Mm7, inv:1	17	0	yellow
65	--	17	1/4	red
66	--	17	1/2	red
67	G:KeyMode.MAJOR	18	0	red
68	G:mm7, inv:1	18	0	red
69	--	18	3/4	yellow
70	D:KeyMode.MAJOR	19	0	yellow
71	A:M, inv:0	19	0	green
72	--	19	1/2	red
73	G:KeyMode.MAJOR	19	3/4	green
74	D:Mm7, inv:0	19	3/4	red
75	C:KeyMode.MAJOR	20	0	red
76	G:Mm7, inv:0	20	0	yellow
77	--	20	1/4	yellow
78	--	20	1/2	red
79	--	20	3/4	red
80	--	20	3/4	red
81	--	21	0	red
82	C:M, inv:0	21	0	red
83	F:M, inv:0	21	1/4	green
84	--	21	1/2	red
85	G:KeyMode.MAJOR	22	0	red
86	F#:o, inv:1	22	0	red
