chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
3,9,ChordType.MAJOR,1,2,2,KeyMode.MINOR,1/2,"[0, 0.5]",[0],[0.5],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,1,2,2,KeyMode.MINOR,1/4,"[0.5, 0.75]",[1],[0.25],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,1,2,2,KeyMode.MINOR,1/4,"[0.75, 1.0]",[2],[0.25],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,1,2,2,KeyMode.MINOR,3/4,"[1.0, 1.75]",[3],[0.75],[0.0],[0.0],[0.0]
3,9,ChordType.MAJ_MIN7,1,2,2,KeyMode.MINOR,1/8,"[1.75, 1.875]",[4],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJ_MIN7,1,2,2,KeyMode.MINOR,1/8,"[1.875, 2.0]",[5],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MINOR,0,2,2,KeyMode.MINOR,1/8,"[2.0, 2.125]",[6],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MINOR,0,2,2,KeyMode.MINOR,1/8,"[2.125, 2.25]",[7],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,2,2,2,KeyMode.MINOR,1/8,"[2.25, 2.375]",[8],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,2,2,2,KeyMode.MINOR,1/8,"[2.375, 2.5]",[9],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MINOR,1,2,2,KeyMode.MINOR,1/8,"[2.5, 2.625]",[10],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MINOR,1,2,2,KeyMode.MINOR,1/8,"[2.625, 2.75]",[11],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJ_MIN7,1,2,2,KeyMode.MINOR,1/8,"[2.75, 2.875]",[12],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJ_MIN7,1,2,2,KeyMode.MINOR,1/8,"[2.875, 3.0]",[13],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MINOR,0,2,2,KeyMode.MINOR,1/8,"[3.0, 3.125]",[14],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MINOR,0,2,2,KeyMode.MINOR,1/8,"[3.125, 3.25]",[15],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,2,2,2,KeyMode.MINOR,1/8,"[3.25, 3.375]",[16],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,2,2,2,KeyMode.MINOR,1/8,"[3.375, 3.5]",[17],[0.125],[0.0],[0.0],[0.0]
