chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/4,"[0, 0.25]",[0],[0.25],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/4,"[0.25, 0.5]",[1],[0.25],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,3/8,"[0.5, 0.875]",[2],[0.375],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,3/32,"[0.875, 0.96875]",[3],[0.09375],[0.05292593750585495],[1.0],[0.4285714285714286]
0,0,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/32,"[0.96875, 1.0]",[4],[0.03125],[0.05292593750585495],[1.0],[0.4285714285714286]
4,4,ChordType.DIM7,2,-1,5,KeyMode.MINOR,1/8,"[1.0, 1.125]",[5],[0.125],[0.05322977422030373],[3.0],[0.125]
4,4,ChordType.DIM7,2,-1,5,KeyMode.MINOR,3/32,"[1.125, 1.21875]",[6],[0.09375],[0.0],[0.0],[0.0]
4,4,ChordType.DIM7,2,-1,5,KeyMode.MINOR,1/32,"[1.21875, 1.25]",[7],[0.03125],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,1,-2,10,KeyMode.MAJOR,1/8,"[1.25, 1.375]",[8],[0.125],[0.0],[0.0],[0.0]
6,6,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/32,"[1.375, 1.40625]",[9],[0.03125],[0.6040930459997842],[14.0],[0.8571428571428572]
6,6,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/96,"[1.40625, 1.4166666666666667]",[9],[0.01041666666666674],[0.6040930459997842],[14.0],[0.8571428571428572]
6,6,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/96,"[1.4166666666666667, 1.4270833333333333]",[9],[0.010416666666666519],[0.6040930459997842],[14.0],[0.8571428571428572]
6,6,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/96,"[1.4270833333333333, 1.4375]",[9],[0.01041666666666674],[0.6040930459997842],[14.0],[0.8571428571428572]
6,6,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/32,"[1.4375, 1.46875]",[9],[0.03125],[0.6040930459997842],[14.0],[0.8571428571428572]
6,6,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/32,"[1.46875, 1.5]",[10],[0.03125],[0.6040930459997842],[14.0],[0.8571428571428572]
0,0,ChordType.MINOR,2,0,0,KeyMode.MINOR,1/8,"[1.5, 1.625]",[11],[0.125],[0.5012027609886334],[2.0],[0.5714285714285714]
6,6,ChordType.DIM7,1,1,7,KeyMode.MINOR,1/16,"[1.625, 1.6875]",[12],[0.0625],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,1,1,7,KeyMode.MINOR,1/16,"[1.6875, 1.75]",[13],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/8,"[1.75, 1.875]",[14],[0.125],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/16,"[1.875, 1.9375]",[15],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/16,"[1.9375, 2.0]",[16],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,2,0,0,KeyMode.MINOR,1/8,"[2.0, 2.125]",[17],[0.125],[0.5012027609886334],[2.0],[0.5714285714285714]
6,6,ChordType.DIM7,1,1,7,KeyMode.MINOR,1/16,"[2.125, 2.1875]",[18],[0.0625],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,1,1,7,KeyMode.MINOR,1/16,"[2.1875, 2.25]",[19],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/8,"[2.25, 2.375]",[20],[0.125],[0.0],[0.0],[0.0]
1,7,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/8,"[2.375, 2.5]",[21],[0.125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[2.5, 2.625]",[22],[0.125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[2.625, 2.75]",[23],[0.125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/24,"[2.75, 2.7916666666666665]",[24],[0.04166666666666652],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/24,"[2.7916666666666665, 2.8333333333333335]",[25],[0.04166666666666696],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/24,"[2.8333333333333335, 2.875]",[26],[0.04166666666666652],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/24,"[2.875, 2.9166666666666665]",[27],[0.04166666666666652],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/24,"[2.9166666666666665, 2.9583333333333335]",[28],[0.04166666666666696],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/24,"[2.9583333333333335, 3.0]",[29],[0.04166666666666652],[0.0],[0.0],[0.0]
4,4,ChordType.DIM7,2,-1,5,KeyMode.MINOR,1/4,"[3.0, 3.25]",[30],[0.25],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/4,"[3.25, 3.5]",[31],[0.25],[0.0],[0.0],[0.0]
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MINOR,3/8,"[3.5, 3.875]",[32],[0.375],[0.0],[0.0],[0.0]
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MINOR,3/32,"[3.875, 3.96875]",[33],[0.09375],[0.0],[0.0],[0.0]
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MINOR,1/32,"[3.96875, 4.0]",[34],[0.03125],[0.0],[0.0],[0.0]
-6,6,ChordType.MAJ_MIN7,2,-7,11,KeyMode.MAJOR,1/8,"[4.0, 4.125]",[35],[0.125],[0.0],[0.0],[0.0]
-6,6,ChordType.MAJ_MIN7,2,-7,11,KeyMode.MAJOR,3/32,"[4.125, 4.21875]",[36],[0.09375],[0.0],[0.0],[0.0]
-6,6,ChordType.MAJ_MIN7,2,-7,11,KeyMode.MAJOR,1/32,"[4.21875, 4.25]",[37],[0.03125],[0.0],[0.0],[0.0]
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MINOR,1/8,"[4.25, 4.375]",[38],[0.125],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MINOR,1/32,"[4.375, 4.40625]",[39],[0.03125],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MINOR,1/96,"[4.40625, 4.416666666666667]",[39],[0.010416666666666963],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MINOR,1/96,"[4.416666666666667, 4.427083333333333]",[39],[0.010416666666666075],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MINOR,1/96,"[4.427083333333333, 4.4375]",[39],[0.010416666666666963],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MINOR,1/32,"[4.4375, 4.46875]",[39],[0.03125],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MINOR,1/32,"[4.46875, 4.5]",[40],[0.03125],[0.0],[0.0],[0.0]
3,9,ChordType.DIM7,0,-2,10,KeyMode.MINOR,1/8,"[4.5, 4.625]",[41],[0.125],[0.0],[0.0],[0.0]
3,9,ChordType.DIM7,0,-2,10,KeyMode.MINOR,1/16,"[4.625, 4.6875]",[42],[0.0625],[0.07465350718923836],[1.0],[0.375]
3,9,ChordType.DIM7,0,-2,10,KeyMode.MINOR,1/16,"[4.6875, 4.75]",[43],[0.0625],[0.07465350718923836],[1.0],[0.375]
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MINOR,1/8,"[4.75, 4.875]",[44],[0.125],[0.0],[0.0],[0.0]
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/32,"[4.875, 4.90625]",[45],[0.03125],[0.0],[0.0],[0.0]
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/96,"[4.90625, 4.916666666666667]",[45],[0.010416666666666963],[0.0],[0.0],[0.0]
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/96,"[4.916666666666667, 4.927083333333333]",[45],[0.010416666666666075],[0.0],[0.0],[0.0]
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/96,"[4.927083333333333, 4.9375]",[45],[0.010416666666666963],[0.0],[0.0],[0.0]
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/32,"[4.9375, 4.96875]",[45],[0.03125],[0.0],[0.0],[0.0]
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/32,"[4.96875, 5.0]",[46],[0.03125],[0.0],[0.0],[0.0]
1,7,ChordType.DIM7,0,-4,8,KeyMode.MINOR,1/8,"[5.0, 5.125]",[47],[0.125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJ_MIN7,1,-4,8,KeyMode.MINOR,1/16,"[5.125, 5.1875]",[48],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJ_MIN7,1,-4,8,KeyMode.MINOR,1/32,"[5.1875, 5.21875]",[49],[0.03125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJ_MIN7,1,-4,8,KeyMode.MINOR,1/32,"[5.21875, 5.25]",[50],[0.03125],[0.0],[0.0],[0.0]
-4,8,ChordType.MINOR,0,-4,8,KeyMode.MINOR,1/8,"[5.25, 5.375]",[51],[0.125],[0.0],[0.0],[0.0]
-3,3,ChordType.MINOR,1,-3,3,KeyMode.MINOR,1/8,"[5.375, 5.5]",[52],[0.125],[0.0],[0.0],[0.0]
