chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/4,"[0, 0.25]",[0],[0.25],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,3/32,"[0.25, 0.34375]",[0],[0.09375],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/32,"[0.34375, 0.375]",[1],[0.03125],[0.1653287987079769],[9.0],[0.2857142857142857]
1,7,ChordType.MAJOR,2,0,0,KeyMode.MINOR,3/32,"[0.375, 0.46875]",[2],[0.09375],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,2,0,0,KeyMode.MINOR,1/32,"[0.46875, 0.5]",[3],[0.03125],[0.6919806174503131],[8.0],[0.8571428571428572]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/4,"[0.5, 0.75]",[4],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,7/32,"[0.75, 0.96875]",[5],[0.21875],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/32,"[0.96875, 1.0]",[6],[0.03125],[0.20030556015334278],[5.0],[0.75]
5,11,ChordType.DIM7,3,0,0,KeyMode.MINOR,1/4,"[1.0, 1.25]",[7],[0.25],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,3,0,0,KeyMode.MINOR,3/32,"[1.25, 1.34375]",[7],[0.09375],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,3,0,0,KeyMode.MINOR,1/32,"[1.34375, 1.375]",[8],[0.03125],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,3/32,"[1.375, 1.46875]",[9],[0.09375],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/32,"[1.46875, 1.5]",[10],[0.03125],[0.16976036709273146],[9.0],[0.75]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/4,"[1.5, 1.75]",[11],[0.25],[0.9133716832690084],[17.0],[1.0]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,7/32,"[1.75, 1.96875]",[12],[0.21875],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/32,"[1.96875, 2.0]",[13],[0.03125],[0.24443374072242785],[3.0],[0.5]
6,6,ChordType.DIM7,3,1,7,KeyMode.MINOR,1/4,"[2.0, 2.25]",[14],[0.25],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,3,1,7,KeyMode.MINOR,3/32,"[2.25, 2.34375]",[14],[0.09375],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,3,1,7,KeyMode.MINOR,1/32,"[2.34375, 2.375]",[15],[0.03125],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,0,1,7,KeyMode.MINOR,3/32,"[2.375, 2.46875]",[16],[0.09375],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,0,1,7,KeyMode.MINOR,1/32,"[2.46875, 2.5]",[17],[0.03125],[0.2603904602817384],[9.0],[0.75]
6,6,ChordType.DIM7,2,1,7,KeyMode.MINOR,1/4,"[2.5, 2.75]",[18],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,1,0,0,KeyMode.MINOR,3/32,"[2.75, 2.84375]",[19],[0.09375],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,1,0,0,KeyMode.MINOR,1/32,"[2.84375, 2.875]",[20],[0.03125],[0.8021257532686414],[17.0],[1.0]
2,2,ChordType.MAJOR,0,1,7,KeyMode.MINOR,3/32,"[2.875, 2.96875]",[21],[0.09375],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,0,1,7,KeyMode.MINOR,1/32,"[2.96875, 3.0]",[22],[0.03125],[0.2603904602817384],[9.0],[0.75]
6,6,ChordType.DIM7,2,1,7,KeyMode.MINOR,1/4,"[3.0, 3.25]",[23],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,1,0,0,KeyMode.MINOR,1/8,"[3.25, 3.375]",[24],[0.125],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,3,-1,5,KeyMode.MINOR,1/8,"[3.375, 3.5]",[25],[0.125],[0.0],[0.0],[0.0]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/8,"[3.5, 3.625]",[26],[0.125],[0.0],[0.0],[0.0]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/8,"[3.625, 3.75]",[27],[0.125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/32,"[3.75, 3.78125]",[28],[0.03125],[0.284572419188305],[4.0],[0.625]
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/64,"[3.78125, 3.796875]","[29, 30]","[0.010416666666666519, 0.005208333333333481]","[0.284572419188305, 0.284572419188305]","[4.0, 4.0]","[0.625, 0.625]"
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/64,"[3.796875, 3.8125]","[30, 31]","[0.005208333333333481, 0.010416666666666519]","[0.284572419188305, 0.284572419188305]","[4.0, 4.0]","[0.625, 0.625]"
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/64,"[3.8125, 3.828125]","[32, 33]","[0.010416666666666519, 0.005208333333333481]","[0.284572419188305, 0.284572419188305]","[4.0, 4.0]","[0.625, 0.625]"
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/64,"[3.828125, 3.84375]","[33, 34]","[0.005208333333333481, 0.010416666666666519]","[0.284572419188305, 0.284572419188305]","[4.0, 4.0]","[0.625, 0.625]"
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/64,"[3.84375, 3.859375]",[35],[0.015625],[0.284572419188305],[4.0],[0.625]
-3,3,ChordType.MAJOR,2,-3,3,KeyMode.MAJOR,1/64,"[3.859375, 3.875]",[36],[0.015625],[0.284572419188305],[4.0],[0.625]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/64,"[3.875, 3.890625]",[37],[0.015625],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/64,"[3.890625, 3.90625]",[38],[0.015625],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/64,"[3.90625, 3.921875]","[39, 40]","[0.010416666666666519, 0.005208333333333481]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/64,"[3.921875, 3.9375]","[40, 41]","[0.005208333333333481, 0.010416666666666519]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.9375, 3.9453125]",[42],[0.0078125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.9453125, 3.953125]","[42, 43]","[0.0026041666666665186, 0.005208333333333481]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.953125, 3.9609375]","[43, 44]","[0.005208333333333481, 0.0026041666666665186]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.9609375, 3.96875]",[44],[0.0078125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.96875, 3.9765625]",[45],[0.0078125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.9765625, 3.984375]","[45, 46]","[0.0026041666666665186, 0.005208333333333481]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.984375, 3.9921875]","[46, 47]","[0.005208333333333481, 0.0026041666666665186]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/128,"[3.9921875, 4.0]",[47],[0.0078125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/16,"[4.0, 4.0625]",[48],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/16,"[4.0625, 4.125]",[49],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/16,"[4.125, 4.1875]",[50],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/16,"[4.1875, 4.25]",[51],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/16,"[4.25, 4.3125]",[52],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/32,"[4.3125, 4.34375]",[53],[0.03125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/32,"[4.34375, 4.375]",[54],[0.03125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/16,"[4.375, 4.4375]",[55],[0.0625],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/32,"[4.4375, 4.46875]",[56],[0.03125],[0.0],[0.0],[0.0]
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/32,"[4.46875, 4.5]",[57],[0.03125],[0.0],[0.0],[0.0]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/16,"[4.5, 4.5625]",[58],[0.0625],[0.11968579161559745],[17.0],[0.375]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/16,"[4.5625, 4.625]",[59],[0.0625],[0.11968579161559745],[17.0],[0.375]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/16,"[4.625, 4.6875]",[60],[0.0625],[0.11968579161559745],[17.0],[0.375]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/32,"[4.6875, 4.71875]",[61],[0.03125],[0.11968579161559745],[17.0],[0.375]
-1,5,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/32,"[4.71875, 4.75]",[62],[0.03125],[0.11968579161559745],[17.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/16,"[4.75, 4.8125]",[63],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/32,"[4.8125, 4.84375]",[64],[0.03125],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/32,"[4.84375, 4.875]",[65],[0.03125],[0.0],[0.0],[0.0]
-1,5,ChordType.MINOR,2,-3,3,KeyMode.MAJOR,1/16,"[4.875, 4.9375]",[66],[0.0625],[0.0],[0.0],[0.0]
-1,5,ChordType.MINOR,2,-3,3,KeyMode.MAJOR,1/32,"[4.9375, 4.96875]",[67],[0.03125],[0.0],[0.0],[0.0]
-1,5,ChordType.MINOR,2,-3,3,KeyMode.MAJOR,1/32,"[4.96875, 5.0]",[68],[0.03125],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/16,"[5.0, 5.0625]",[69],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/16,"[5.0625, 5.125]",[70],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/16,"[5.125, 5.1875]",[71],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/16,"[5.1875, 5.25]",[72],[0.0625],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/16,"[5.25, 5.3125]",[73],[0.0625],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/32,"[5.3125, 5.34375]",[74],[0.03125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/32,"[5.34375, 5.375]",[75],[0.03125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/16,"[5.375, 5.4375]",[76],[0.0625],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/32,"[5.4375, 5.46875]",[77],[0.03125],[0.0],[0.0],[0.0]
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/32,"[5.46875, 5.5]",[78],[0.03125],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,3,2,2,KeyMode.MINOR,1/16,"[5.5, 5.5625]",[79],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,3,2,2,KeyMode.MINOR,1/16,"[5.5625, 5.625]",[80],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,3,2,2,KeyMode.MINOR,1/16,"[5.625, 5.6875]",[81],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,3,2,2,KeyMode.MINOR,1/32,"[5.6875, 5.71875]",[82],[0.03125],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,3,2,2,KeyMode.MINOR,1/32,"[5.71875, 5.75]",[83],[0.03125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,2,2,KeyMode.MINOR,1/16,"[5.75, 5.8125]",[84],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,2,2,KeyMode.MINOR,1/32,"[5.8125, 5.84375]",[85],[0.03125],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,2,2,KeyMode.MINOR,1/32,"[5.84375, 5.875]",[86],[0.03125],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,2,2,2,KeyMode.MINOR,1/16,"[5.875, 5.9375]",[87],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,2,2,2,KeyMode.MINOR,1/32,"[5.9375, 5.96875]",[88],[0.03125],[0.0],[0.0],[0.0]
7,1,ChordType.DIM7,2,2,2,KeyMode.MINOR,1/32,"[5.96875, 6.0]",[89],[0.03125],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/16,"[6.0, 6.0625]",[90],[0.0625],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/16,"[6.0625, 6.125]",[91],[0.0625],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/16,"[6.125, 6.1875]",[92],[0.0625],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/16,"[6.1875, 6.25]",[93],[0.0625],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/16,"[6.25, 6.3125]",[94],[0.0625],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/32,"[6.3125, 6.34375]",[95],[0.03125],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/32,"[6.34375, 6.375]",[96],[0.03125],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/16,"[6.375, 6.4375]",[97],[0.0625],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/32,"[6.4375, 6.46875]",[98],[0.03125],[0.05037252716715379],[2.0],[0.125]
2,2,ChordType.MAJ_MIN7,1,1,7,KeyMode.MINOR,1/32,"[6.46875, 6.5]",[99],[0.03125],[0.05037252716715379],[2.0],[0.125]
5,11,ChordType.DIM7,2,0,0,KeyMode.MINOR,1/16,"[6.5, 6.5625]",[100],[0.0625],[0.0],[0.0],[0.25]
5,11,ChordType.DIM7,2,0,0,KeyMode.MINOR,1/16,"[6.5625, 6.625]",[101],[0.0625],[0.0],[0.0],[0.25]
5,11,ChordType.DIM7,2,0,0,KeyMode.MINOR,1/16,"[6.625, 6.6875]",[102],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,2,0,0,KeyMode.MINOR,1/16,"[6.6875, 6.75]",[103],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIMINISHED,1,0,0,KeyMode.MINOR,1/16,"[6.75, 6.8125]",[104],[0.0625],[0.0],[0.0],[0.0]
