chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0, 0.125]",[0],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.125, 0.25]",[1],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.25, 0.375]",[2],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.375, 0.5]",[3],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.5, 0.625]",[4],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.625, 0.75]",[5],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.75, 0.875]",[6],[0.125],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/8,"[0.875, 1.0]",[7],[0.125],[0.0],[0.0],[0.0]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.0, 1.125]",[8],[0.125],[0.13454737292854524],[2.0],[0.4285714285714286]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.125, 1.25]",[9],[0.125],[0.13454737292854524],[2.0],[0.4285714285714286]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.25, 1.375]",[10],[0.125],[0.13454737292854524],[2.0],[0.4285714285714286]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.375, 1.5]",[11],[0.125],[0.13454737292854524],[2.0],[0.4285714285714286]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.5, 1.625]",[12],[0.125],[0.0],[0.0],[0.0]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.625, 1.75]",[13],[0.125],[0.0],[0.0],[0.0]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.75, 1.875]",[14],[0.125],[0.0],[0.0],[0.0]
6,6,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/8,"[1.875, 2.0]",[15],[0.125],[0.0],[0.0],[0.0]
5,11,ChordType.MAJ_MIN7,2,4,4,KeyMode.MAJOR,1/8,"[2.0, 2.125]",[16],[0.125],[0.14883483444502532],[2.0],[0.375]
5,11,ChordType.MAJ_MIN7,2,4,4,KeyMode.MAJOR,1/8,"[2.125, 2.25]",[17],[0.125],[0.14883483444502532],[2.0],[0.375]
5,11,ChordType.MAJ_MIN7,2,4,4,KeyMode.MAJOR,1/8,"[2.25, 2.375]",[18],[0.125],[0.14883483444502532],[2.0],[0.375]
5,11,ChordType.MAJ_MIN7,2,4,4,KeyMode.MAJOR,1/8,"[2.375, 2.5]",[19],[0.125],[0.14883483444502532],[2.0],[0.375]
5,11,ChordType.MAJ_MIN7,2,4,4,KeyMode.MAJOR,1/8,"[2.5, 2.625]",[20],[0.125],[0.0],[0.0],[0.0]
