chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/2,"[0, 0.5]",[0],[0.5],[0.0],[0.0],[0.0]
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/16,"[0.5, 0.5625]",[1],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/16,"[0.5625, 0.625]",[2],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/16,"[0.625, 0.6875]",[3],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/16,"[0.6875, 0.75]",[4],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/8,"[0.75, 0.875]",[5],[0.125],[0.0],[0.0],[0.0]
0,0,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/8,"[0.875, 1.0]",[6],[0.125],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,1/4,"[1.0, 1.25]",[7],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MAJOR,3/4,"[1.25, 2.0]",[8],[0.75],[0.0],[0.0],[0.0]
1,7,ChordType.MAJ_MIN7,0,0,0,KeyMode.MAJOR,1/2,"[2.0, 2.5]",[9],[0.5],[0.0],[0.0],[0.0]
1,7,ChordType.MAJ_MIN7,0,0,0,KeyMode.MAJOR,1/16,"[2.5, 2.5625]",[10],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJ_MIN7,0,0,0,KeyMode.MAJOR,1/16,"[2.5625, 2.625]",[11],[0.0625],[0.0],[0.0],[0.0]
