chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/2,"[0, 0.5]",[0],[0.5],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.5, 0.5833333333333334]",[1],[0.08333333333333337],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.5833333333333334, 0.6666666666666666]",[2],[0.08333333333333326],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.6666666666666666, 0.75]",[3],[0.08333333333333337],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.75, 0.8333333333333334]",[4],[0.08333333333333337],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.8333333333333334, 0.9166666666666666]",[5],[0.08333333333333326],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/12,"[0.9166666666666666, 1.0]",[6],[0.08333333333333337],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[1.0, 1.25]",[7],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/4,"[1.25, 1.5]",[8],[0.25],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/4,"[1.5, 1.75]",[9],[0.25],[0.1598835639349655],[2.0],[0.4285714285714286]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[1.75, 2.0]",[10],[0.25],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/4,"[2.0, 2.25]",[11],[0.25],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[2.25, 2.375]",[12],[0.125],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/8,"[2.375, 2.5]",[13],[0.125],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/4,"[2.5, 2.75]",[14],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJ_MIN7,3,0,0,KeyMode.MAJOR,1/8,"[2.75, 2.875]",[15],[0.125],[0.0],[0.0],[0.0]
