chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0, 0.0625]",[0],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.0625, 0.125]",[1],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.125, 0.1875]",[2],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.1875, 0.25]",[3],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.25, 0.3125]",[4],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.3125, 0.375]",[5],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.375, 0.4375]",[6],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.4375, 0.5]",[7],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.5, 0.5625]",[8],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.5625, 0.625]",[9],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.625, 0.6875]",[10],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.6875, 0.75]",[11],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.75, 0.8125]",[12],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.8125, 0.875]",[13],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.875, 0.9375]",[14],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[0.9375, 1.0]",[15],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[1.0, 1.0625]",[16],[0.0625],[0.447850938630442],[5.0],[0.625]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[1.0625, 1.125]",[17],[0.0625],[0.447850938630442],[5.0],[0.625]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[1.125, 1.1875]",[18],[0.0625],[0.447850938630442],[5.0],[0.625]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.1875, 1.25]",[19],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.25, 1.3125]",[20],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.3125, 1.375]",[21],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.375, 1.4375]",[22],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.4375, 1.5]",[23],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.5, 1.5625]",[24],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.5625, 1.625]",[25],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.625, 1.6875]",[26],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.6875, 1.75]",[27],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.75, 1.8125]",[28],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.8125, 1.875]",[29],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.875, 1.9375]",[30],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[1.9375, 2.0]",[31],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[2.0, 2.0625]",[32],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[2.0625, 2.125]",[33],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,3,1,7,KeyMode.MAJOR,1/16,"[2.125, 2.1875]",[34],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/16,"[2.1875, 2.25]",[35],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/16,"[2.25, 2.3125]",[36],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/16,"[2.3125, 2.375]",[37],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJOR,1,1,7,KeyMode.MAJOR,1/16,"[2.375, 2.4375]",[38],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[2.4375, 2.5]",[39],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[2.5, 2.5625]",[40],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[2.5625, 2.625]",[41],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[2.625, 2.6875]",[42],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[2.6875, 2.75]",[43],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[2.75, 2.8125]",[44],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[2.8125, 2.875]",[45],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[2.875, 2.9375]",[46],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,1,1,7,KeyMode.MAJOR,1/16,"[2.9375, 3.0]",[47],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,1,1,7,KeyMode.MAJOR,1/16,"[3.0, 3.0625]",[48],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,1,1,7,KeyMode.MAJOR,1/16,"[3.0625, 3.125]",[49],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MIN_MIN7,1,1,7,KeyMode.MAJOR,1/16,"[3.125, 3.1875]",[50],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/16,"[3.1875, 3.25]",[51],[0.0625],[0.20693317586007687],[3.0],[0.5714285714285714]
1,7,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/16,"[3.25, 3.3125]",[52],[0.0625],[0.20693317586007687],[3.0],[0.5714285714285714]
1,7,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/16,"[3.3125, 3.375]",[53],[0.0625],[0.20693317586007687],[3.0],[0.5714285714285714]
1,7,ChordType.MAJOR,2,1,7,KeyMode.MAJOR,1/16,"[3.375, 3.4375]",[54],[0.0625],[0.20693317586007687],[3.0],[0.5714285714285714]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[3.4375, 3.5]",[55],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[3.5, 3.5625]",[56],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[3.5625, 3.625]",[57],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,0,1,7,KeyMode.MAJOR,1/16,"[3.625, 3.6875]",[58],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[3.6875, 3.75]",[59],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[3.75, 3.8125]",[60],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[3.8125, 3.875]",[61],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[3.875, 3.9375]",[62],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[3.9375, 4.0]",[63],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.0, 4.0625]",[64],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.0625, 4.125]",[65],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.125, 4.1875]",[66],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.1875, 4.25]",[67],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.25, 4.3125]",[68],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.3125, 4.375]",[69],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.375, 4.4375]",[70],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.4375, 4.5]",[71],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.5, 4.5625]",[72],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.5625, 4.625]",[73],[0.0625],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,1,7,KeyMode.MAJOR,1/16,"[4.625, 4.6875]",[74],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[4.6875, 4.75]",[75],[0.0625],[0.1914504965485817],[2.0],[0.375]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[4.75, 4.8125]",[76],[0.0625],[0.1914504965485817],[2.0],[0.375]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[4.8125, 4.875]",[77],[0.0625],[0.1914504965485817],[2.0],[0.375]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[4.875, 4.9375]",[78],[0.0625],[0.1914504965485817],[2.0],[0.375]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[4.9375, 5.0]",[79],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.0, 5.0625]",[80],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.0625, 5.125]",[81],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.125, 5.1875]",[82],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.1875, 5.25]",[83],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.25, 5.3125]",[84],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.3125, 5.375]",[85],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.375, 5.4375]",[86],[0.0625],[0.0],[0.0],[0.0]
2,2,ChordType.MAJ_MIN7,2,1,7,KeyMode.MAJOR,1/16,"[5.4375, 5.5]",[87],[0.0625],[0.0],[0.0],[0.0]
