chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0, 0.0625]",[0],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0.0625, 0.125]",[1],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0.125, 0.1875]",[2],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[0.1875, 0.25]",[3],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.25, 0.3125]",[4],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.3125, 0.375]",[5],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.375, 0.4375]",[6],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[0.4375, 0.5]",[7],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.5, 0.5625]",[8],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.5625, 0.625]",[9],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.625, 0.6875]",[10],[0.0625],[0.0],[0.0],[0.0]
7,1,ChordType.MINOR,0,4,4,KeyMode.MAJOR,1/16,"[0.6875, 0.75]",[11],[0.0625],[0.0],[0.0],[0.0]
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.75, 0.8125]",[12],[0.0625],[0.0],[0.0],[0.0]
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.8125, 0.875]",[13],[0.0625],[0.0],[0.0],[0.0]
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.875, 0.9375]",[14],[0.0625],[0.0],[0.0],[0.0]
8,8,ChordType.MINOR,1,4,4,KeyMode.MAJOR,1/16,"[0.9375, 1.0]",[15],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.0, 1.0625]",[16],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.0625, 1.125]",[17],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.125, 1.1875]",[18],[0.0625],[0.0],[0.0],[0.0]
3,9,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.1875, 1.25]",[19],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.25, 1.3125]",[20],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.3125, 1.375]",[21],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.375, 1.4375]",[22],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[1.4375, 1.5]",[23],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.5, 1.5625]",[24],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.5625, 1.625]",[25],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.625, 1.6875]",[26],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJ_MIN7,0,4,4,KeyMode.MAJOR,1/16,"[1.6875, 1.75]",[27],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.75, 1.8125]",[28],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.8125, 1.875]",[29],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.875, 1.9375]",[30],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[1.9375, 2.0]",[31],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[2.0, 2.0625]",[32],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[2.0625, 2.125]",[33],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[2.125, 2.1875]",[34],[0.0625],[0.0],[0.0],[0.0]
4,4,ChordType.MAJOR,0,4,4,KeyMode.MAJOR,1/16,"[2.1875, 2.25]",[35],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[2.25, 2.3125]",[36],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[2.3125, 2.375]",[37],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[2.375, 2.4375]",[38],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.MAJOR,1,4,4,KeyMode.MAJOR,1/16,"[2.4375, 2.5]",[39],[0.0625],[0.0],[0.0],[0.0]
6,6,ChordType.MAJ_MIN7,2,5,11,KeyMode.MAJOR,1/16,"[2.5, 2.5625]",[40],[0.0625],[0.0],[0.0],[0.0]
6,6,ChordType.MAJ_MIN7,2,5,11,KeyMode.MAJOR,1/16,"[2.5625, 2.625]",[41],[0.0625],[0.0],[0.0],[0.0]
6,6,ChordType.MAJ_MIN7,2,5,11,KeyMode.MAJOR,1/16,"[2.625, 2.6875]",[42],[0.0625],[0.0],[0.0],[0.0]
6,6,ChordType.MAJ_MIN7,2,5,11,KeyMode.MAJOR,1/16,"[2.6875, 2.75]",[43],[0.0625],[0.0],[0.0],[0.0]
