chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/32,"[0, 0.03125]",[0],[0.03125],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,7/32,"[0.03125, 0.25]",[1],[0.21875],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/32,"[0.25, 0.28125]",[2],[0.03125],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/4,"[0.28125, 0.53125]",[3],[0.25],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,7/32,"[0.53125, 0.75]",[3],[0.21875],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/32,"[0.75, 0.78125]",[4],[0.03125],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,3/16,"[0.78125, 0.96875]",[5],[0.1875],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/32,"[0.96875, 1.0]",[6],[0.03125],[0.0],[0.0],[0.0]
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/32,"[1.0, 1.03125]",[7],[0.03125],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/4,"[1.03125, 1.28125]",[8],[0.25],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/4,"[1.28125, 1.53125]",[9],[0.25],[0.0],[0.0],[0.0]
1,7,ChordType.MAJOR,1,0,0,KeyMode.MINOR,31/64,"[1.53125, 2.015625]","[10, 11]","[0.46875, 0.015625]","[0.0, 0.09421673672425535]","[0.0, 3.0]","[0.0, 0.5]"
1,7,ChordType.MAJOR,1,0,0,KeyMode.MINOR,1/64,"[2.015625, 2.03125]",[11],[0.015625],[0.09421673672425535],[3.0],[0.5]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,7/32,"[2.03125, 2.25]",[12],[0.21875],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/32,"[2.25, 2.28125]",[13],[0.03125],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,1/4,"[2.28125, 2.53125]",[14],[0.25],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,0,0,0,KeyMode.MINOR,7/32,"[2.53125, 2.75]",[14],[0.21875],[0.0],[0.0],[0.0]
