chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,7/16,"[0, 0.4375]",[0],[0.4375],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/16,"[0.4375, 0.5]",[1],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,3/16,"[0.5, 0.6875]",[2],[0.1875],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/16,"[0.6875, 0.75]",[3],[0.0625],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,3/16,"[0.75, 0.9375]",[4],[0.1875],[0.1653287987079769],[9.0],[0.2857142857142857]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/16,"[0.9375, 1.0]",[5],[0.0625],[0.1653287987079769],[9.0],[0.2857142857142857]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,3/16,"[1.0, 1.1875]",[6],[0.1875],[0.03726734388909181],[15.0],[0.2857142857142857]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/16,"[1.1875, 1.25]",[7],[0.0625],[0.03726734388909181],[15.0],[0.2857142857142857]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/4,"[1.25, 1.5]",[8],[0.25],[0.1653287987079769],[9.0],[0.2857142857142857]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/2,"[1.5, 2.0]",[9],[0.5],[0.1653287987079769],[9.0],[0.2857142857142857]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/4,"[2.0, 2.25]",[10],[0.25],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,0,0,0,KeyMode.MINOR,1/2,"[2.25, 2.75]",[11],[0.5],[0.0],[0.0],[0.0]
1,7,ChordType.MAJ_MIN7,2,0,0,KeyMode.MINOR,1/4,"[2.75, 3.0]",[12],[0.25],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,7/16,"[3.0, 3.4375]",[13],[0.4375],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/16,"[3.4375, 3.5]",[14],[0.0625],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,3/16,"[3.5, 3.6875]",[15],[0.1875],[0.02775996634041822],[3.0],[0.125]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/16,"[3.6875, 3.75]",[16],[0.0625],[0.02775996634041822],[3.0],[0.125]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,3/16,"[3.75, 3.9375]",[17],[0.1875],[0.17437921226782072],[12.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/16,"[3.9375, 4.0]",[18],[0.0625],[0.17437921226782072],[12.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,3/16,"[4.0, 4.1875]",[19],[0.1875],[0.22283337567568817],[12.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/16,"[4.1875, 4.25]",[20],[0.0625],[0.22283337567568817],[12.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/4,"[4.25, 4.5]",[21],[0.25],[0.17437921226782072],[12.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/2,"[4.5, 5.0]",[22],[0.5],[0.17437921226782072],[12.0],[0.375]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/4,"[5.0, 5.25]",[23],[0.25],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,1,0,0,KeyMode.MINOR,1/2,"[5.25, 5.75]",[24],[0.5],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/4,"[5.75, 6.0]",[25],[0.25],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,3/8,"[6.0, 6.375]",[26],[0.375],[0.1653287987079769],[9.0],[0.2857142857142857]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/8,"[6.375, 6.5]",[27],[0.125],[0.1653287987079769],[9.0],[0.2857142857142857]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/4,"[6.5, 6.75]",[28],[0.25],[0.0],[0.0],[0.0]
5,11,ChordType.DIM7,2,0,0,KeyMode.MINOR,1/2,"[6.75, 7.25]",[29],[0.5],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/4,"[7.25, 7.5]",[30],[0.25],[0.0],[0.0],[0.0]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,3/8,"[7.5, 7.875]",[31],[0.375],[0.1460348281658721],[12.0],[0.2857142857142857]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/8,"[7.875, 8.0]",[32],[0.125],[0.1460348281658721],[12.0],[0.2857142857142857]
0,0,ChordType.MINOR,1,0,0,KeyMode.MINOR,1/4,"[8.0, 8.25]",[33],[0.25],[0.0],[0.0],[0.0]
