chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval,matched_idx,matched_duration,chords_sps_dist,chords_vl_dist,chords_tbt_dist
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/8,"[0, 0.125]",[0],[0.125],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,3/8,"[0.125, 0.5]",[1],[0.375],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/24,"[0.5, 0.5416666666666666]",[2],[0.04166666666666663],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/24,"[0.5416666666666666, 0.5833333333333334]",[3],[0.04166666666666674],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/24,"[0.5833333333333334, 0.625]",[4],[0.04166666666666663],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,3/8,"[0.625, 1.0]",[5],[0.375],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/8,"[1.0, 1.125]",[6],[0.125],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,3/8,"[1.125, 1.5]",[7],[0.375],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/24,"[1.5, 1.5416666666666667]",[8],[0.04166666666666674],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/24,"[1.5416666666666667, 1.5833333333333333]",[9],[0.04166666666666652],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/24,"[1.5833333333333333, 1.625]",[10],[0.04166666666666674],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,3/8,"[1.625, 2.0]",[11],[0.375],[0.0],[0.0],[0.0]
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[2.0, 2.125]",[12],[0.125],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,3/32,"[2.125, 2.21875]",[13],[0.09375],[0.0],[0.0],[0.0]
-1,5,ChordType.MAJOR,0,-1,5,KeyMode.MAJOR,1/32,"[2.21875, 2.25]",[14],[0.03125],[0.0],[0.0],[0.0]
