	label	mc	mc_onset	color_name
0	F:KeyMode.MAJOR	1	3/4	green
1	C:M, inv:0	1	3/4	green
2	F:M, inv:0	2	0	green
3	--	3	1/4	red
4	Bb:KeyMode.MAJOR	4	0	red
5	F:Mm7, inv:2	4	0	red
6	F:KeyMode.MAJOR	4	1/4	green
7	C:Mm7, inv:0	4	1/4	green
8	Bb:KeyMode.MAJOR	4	3/4	red
9	F:M, inv:1	4	3/4	green
10	--	4	7/8	red
11	F:KeyMode.MAJOR	5	0	green
12	C:M, inv:0	5	0	red
13	--	5	1/4	green
14	--	5	3/4	yellow
15	Bb:KeyMode.MAJOR	6	0	red
16	F:M, inv:0	6	0	green
17	--	7	1/4	red
18	--	7	1/4	red
19	--	8	0	red
20	D:m, inv:0	8	0	green
21	F:KeyMode.MAJOR	8	3/8	red
22	C:M, inv:0	8	3/8	red
23	--	8	1/2	red
24	Bb:KeyMode.MAJOR	8	3/4	red
25	C:mm7, inv:0	8	3/4	red
26	--	8	7/8	red
27	--	8	7/8	red
28	F:KeyMode.MAJOR	9	0	red
29	C:M, inv:0	9	0	red
30	--	9	1/2	green
31	--	9	3/4	green
32	C:Mm7, inv:2	9	3/4	green
33	Bb:KeyMode.MAJOR	10	0	red
34	F:M, inv:0	10	0	green
35	--	11	1/8	red
36	--	11	1/8	red
37	--	11	1/4	red
38	--	11	7/8	red
39	G:m, inv:0	12	0	green
40	g:KeyMode.MINOR	12	3/8	green
41	F#:o7, inv:2	12	3/8	green
42	D:M, inv:0	12	1/2	green
43	--	12	7/8	red
44	Bb:KeyMode.MAJOR	13	0	red
45	G:m, inv:0	13	0	red
46	g:KeyMode.MINOR	13	1/4	green
47	D:Mm7, inv:0	13	1/4	yellow
48	--	13	3/8	green
49	Bb:KeyMode.MAJOR	13	1/2	red
50	G:m, inv:0	13	1/2	yellow
51	--	13	3/4	green
52	--	13	7/8	green
53	F:M, inv:1	13	7/8	green
54	--	14	0	red
55	Bb:M, inv:0	14	0	green
56	--	15	1/8	red
57	--	15	1/8	red
58	--	15	1/4	red
59	--	15	7/8	red
60	D:m, inv:0	16	0	green
61	--	16	3/8	red
62	--	16	1/2	red
63	Bb:M, inv:1	16	3/4	red
64	F:KeyMode.MAJOR	16	7/8	red
65	E:o, inv:2	16	7/8	green
66	Bb:KeyMode.MAJOR	17	0	red
67	D:m, inv:2	17	0	red
68	F:KeyMode.MAJOR	17	3/8	red
69	C:M, inv:0	17	3/8	red
70	--	17	1/2	red
71	--	17	5/8	green
72	--	17	5/8	red
73	--	17	3/4	yellow
74	--	17	15/16	green
75	Bb:KeyMode.MAJOR	18	0	red
76	F:M, inv:0	18	0	green
77	--	19	1/4	red
78	F:KeyMode.MAJOR	19	3/4	green
79	C:Mm7, inv:0	19	3/4	red
80	Bb:KeyMode.MAJOR	20	0	red
81	F:M, inv:2	20	0	red
82	F:KeyMode.MAJOR	20	1/4	green
83	C:Mm7, inv:0	20	1/4	green
84	Bb:KeyMode.MAJOR	20	3/4	red
85	F:M, inv:1	20	3/4	green
86	--	20	7/8	red
87	F:KeyMode.MAJOR	21	0	green
88	C:M, inv:0	21	0	red
89	--	21	1/4	green
90	--	21	3/4	yellow
91	Bb:KeyMode.MAJOR	22	0	red
92	F:M, inv:0	22	0	green
93	--	23	13/64	red
94	--	23	13/64	red
95	--	24	0	red
96	F:M, inv:2	24	0	red
97	F:KeyMode.MAJOR	24	1/4	green
98	C:Mm7, inv:0	24	1/4	green
99	--	24	3/4	red
100	--	24	7/8	red
101	--	24	7/8	red
102	Bb:KeyMode.MAJOR	25	0	red
103	G:m, inv:0	25	0	green
104	F:KeyMode.MAJOR	25	1/4	green
105	C:Mm7, inv:0	25	1/4	green
106	Bb:KeyMode.MAJOR	25	1/2	red
107	F:M, inv:0	25	1/2	green
