time,matched_duration,annotation1_chord,annotation2_chord,sps,vl,tbt,binary
0.0,0.4375,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.4375,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.5,0.1875,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.6875,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.75,0.1875,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.9375,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
1.0,0.1875,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
1.1875,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
1.25,0.25,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
1.5,0.5,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
2.0,0.25,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
2.25,0.5,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
2.75,0.25,G_MAJ_MIN7_inv2,G_MAJ_MIN7_inv2,0.0,0.0,0.0,0
3.0,0.4375,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
3.4375,0.0625,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
3.5,0.1875,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
3.6875,0.0625,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
3.75,0.1875,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
3.9375,0.0625,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
4.0,0.1875,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
4.1875,0.0625,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
4.25,0.25,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
4.5,0.5,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
5.0,0.25,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
5.25,0.5,B_DIM7_inv1,B_DIM7_inv1,0.0,0.0,0.0,0
5.75,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
6.0,0.375,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
6.375,0.125,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
6.5,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
6.75,0.5,B_DIM7_inv2,B_DIM7_inv2,0.0,0.0,0.0,0
7.25,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
7.5,0.375,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
7.875,0.125,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
8.0,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
8.25,0.5,B_DIM7_inv2,B_DIM7_inv2,0.0,0.0,0.0,0
8.75,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
9.0,0.375,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
9.375,0.125,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
9.5,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
9.75,0.25,B_DIM7_inv2,B_DIM7_inv2,0.19238764057603486,1.0,0.125,0
10.0,0.25,B_DIM7_inv2,B_DIM7_inv2,0.0,0.0,0.0,0
10.25,0.25,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
10.5,0.25,B_DIMINISHED_inv1,B_DIMINISHED_inv1,0.32227526487604574,1.0,0.1428571428571429,0
10.75,0.25,B_DIMINISHED_inv1,B_DIMINISHED_inv1,0.0,0.0,0.0,0
11.0,0.25,Ab_MAJOR_inv1,Ab_MAJOR_inv1,0.0,0.0,0.0,0
11.25,0.25,B_DIM7_inv0,G_MAJOR_inv1,0.08494819493543093,3.0,0.5,1
11.5,0.75,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
12.25,0.08333333333333393,B_DIM7_inv0,B_DIM7_inv0,0.0,0.0,0.0,0
12.333333333333334,0.08333333333333215,B_DIM7_inv0,B_DIM7_inv0,0.0,0.0,0.0,0
12.416666666666666,0.08333333333333393,B_DIM7_inv0,B_DIM7_inv0,0.0,0.0,0.0,0
12.5,0.08333333333333393,B_DIM7_inv0,B_DIM7_inv0,0.0,0.0,0.0,0
12.583333333333334,0.08333333333333215,B_DIM7_inv0,B_DIM7_inv0,0.0,0.0,0.0,0
12.666666666666666,0.08333333333333393,B_DIM7_inv0,B_DIM7_inv0,0.0,0.0,0.0,0
12.75,1.0,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
13.75,0.08333333333333393,D_DIMINISHED_inv1,D_DIMINISHED_inv1,0.0,0.0,0.0,0
13.833333333333334,0.08333333333333215,D_DIMINISHED_inv1,D_DIMINISHED_inv1,0.0,0.0,0.0,0
13.916666666666666,0.08333333333333393,D_DIMINISHED_inv1,D_DIMINISHED_inv1,0.0,0.0,0.0,0
14.0,0.08333333333333393,D_DIMINISHED_inv1,D_DIMINISHED_inv1,0.0,0.0,0.0,0
14.083333333333334,0.08333333333333215,D_DIMINISHED_inv1,D_DIMINISHED_inv1,0.0,0.0,0.0,0
14.166666666666666,0.08333333333333393,D_DIMINISHED_inv1,D_DIMINISHED_inv1,0.0,0.0,0.0,0
14.25,1.0,G_MAJOR_inv0,C_MINOR_inv2,0.04340454525905435,0.0,0.2857142857142857,1
15.25,0.08333333333333393,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
15.333333333333334,0.08333333333333215,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
15.416666666666666,0.08333333333333393,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
15.5,0.08333333333333393,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
15.583333333333334,0.08333333333333215,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
15.666666666666666,0.08333333333333393,G_MAJ_MIN7_inv0,G_MAJ_MIN7_inv0,0.0,0.0,0.0,0
15.75,0.4375,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.1875,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.25,0.1875,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.4375,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.5,0.1875,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.6875,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.75,0.1875,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
16.9375,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
17.0,0.25,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
17.25,0.4375,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
17.6875,0.0625,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
17.75,0.1875,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
17.9375,0.0625,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
18.0,0.1875,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
18.1875,0.0625,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
18.25,0.1875,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
18.4375,0.0625,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
18.5,0.25,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
18.75,0.4375,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
19.1875,0.0625,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
