time,matched_duration,annotation1_chord,annotation2_chord,dcml_label,sps,vl,tbt,binary
0.0,0.25,D_MAJOR_inv0,D_MAJOR_inv0,D.I{,0.0,0.0,0.0,0
0.25,0.25,A_MAJOR_inv1,A_MAJOR_inv0,V6,0.02713883213239554,12.0,0.2857142857142857,1
0.5,0.25,A_MAJOR_inv1,A_MAJOR_inv0,V6,0.02713883213239554,12.0,0.2857142857142857,1
0.75,0.25,A_MAJOR_inv1,A_MAJOR_inv0,V6,0.02713883213239554,12.0,0.2857142857142857,1
1.0,0.25,A_MAJOR_inv1,A_MAJOR_inv0,V6,0.02713883213239554,12.0,0.2857142857142857,1
1.25,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
1.5,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
1.75,0.25,A_MAJOR_inv0,A_MAJOR_inv0,V,0.0,0.0,0.0,0
2.0,0.25,A_MAJOR_inv0,A_MAJOR_inv0,V,0.0,0.0,0.0,0
2.25,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
2.5,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
2.75,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
3.0,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
3.25,0.75,A_MAJOR_inv0,A_MAJOR_inv0,V|HC},0.0,0.0,0.0,0
4.0,0.25,D_MAJOR_inv1,D_MAJOR_inv1,I6{,0.0,0.0,0.0,0
4.25,0.25,Db_DIMINISHED_inv1,A_MAJ_MIN7_inv0,viio6,0.20463626772901278,17.0,0.625,1
4.5,0.25,B_MINOR_inv1,A_MAJ_MIN7_inv0,vi6,0.9291005648249099,21.0,1.0,1
4.75,0.25,A_MAJOR_inv1,A_MAJ_MIN7_inv0,V6,0.11590686133029249,14.0,0.375,1
5.0,0.25,B_MIN_MIN7_inv1,A_MAJ_MIN7_inv0,vi65,0.7316485972341271,20.0,0.875,1
5.25,0.25,A_MAJOR_inv1,A_MAJ_MIN7_inv0,V6,0.11590686133029249,14.0,0.375,1
5.5,0.25,G_MAJOR_inv1,A_MAJ_MIN7_inv0,IV6(+2),0.5462499588324321,10.0,0.75,1
5.75,0.25,Gb_MINOR_inv1,A_MAJ_MIN7_inv0,iii6,0.1525858024395803,3.0,0.5,1
6.0,0.25,G_MAJOR_inv1,A_MAJ_MIN7_inv0,IV6,0.7646478752382398,9.0,0.875,1
6.25,0.25,Gb_MINOR_inv1,D_MAJOR_inv0,iii6,0.38918443046980733,16.0,0.7142857142857143,1
6.5,0.25,E_MINOR_inv1,D_MAJOR_inv0,ii6,0.8556633954666606,20.0,1.0,1
6.75,0.25,D_MAJOR_inv1,D_MAJOR_inv0,I6,0.11638318284907134,12.0,0.2857142857142857,1
7.0,0.25,E_MIN_MIN7_inv1,D_MAJOR_inv0,ii65,0.5874447429207468,20.0,0.875,1
7.25,0.25,D_MAJOR_inv1,D_MAJOR_inv0,I6,0.11638318284907134,12.0,0.2857142857142857,1
7.5,0.25,Db_DIMINISHED_inv1,D_MAJOR_inv0,viio6,0.9162530901745689,11.0,1.0,1
7.75,0.25,D_MAJOR_inv0,D_MAJOR_inv0,I,0.0,0.0,0.0,0
8.0,0.25,Eb_DIMINISHED_inv0,D_MAJOR_inv0,#viio/ii,0.1527485795093545,3.0,0.7142857142857143,1
8.25,0.25,Eb_DIMINISHED_inv0,E_MINOR_inv1,#viio/ii,0.8763696934748954,16.0,1.0,1
8.5,0.25,E_MINOR_inv1,E_MINOR_inv1,ii6,0.0,0.0,0.0,0
8.75,0.25,A_MAJ_MIN7_inv0,A_MAJ_MIN7_inv0,V7,0.0,0.0,0.0,0
9.0,0.25,A_MAJ_MIN7_inv0,A_MAJ_MIN7_inv0,V7,0.0,0.0,0.0,0
9.25,0.75,D_MAJOR_inv0,D_MAJOR_inv0,I|PAC},0.0,0.0,0.0,0
10.0,0.125,D_MAJOR_inv1,D_MAJOR_inv0,I6{,0.11638318284907134,12.0,0.2857142857142857,1
10.125,0.125,D_MAJOR_inv1,D_MAJOR_inv0,I6{,0.11638318284907134,12.0,0.2857142857142857,1
10.25,0.125,Db_DIMINISHED_inv1,D_MAJOR_inv0,viio6,0.9162530901745689,11.0,1.0,1
10.375,0.125,Db_DIMINISHED_inv1,D_MAJOR_inv0,viio6,0.9162530901745689,11.0,1.0,1
